"WorkerId","Input.List","SceneID","Description","RefType","Condition","TargetNoun","TargetAdjective","TargetColor","AdjectiveType","FirstWord"
39,"TlessC1",18,"crooked line","1","NoContrast","line","straight","red","Max","crooked"
40,"TlessC1",18,"line","1","NoContrast","line","straight","red","Max","line"
44,"TlessC1",18,"cylinder","1","NoContrast","line","straight","red","Max","cylinder"
46,"TlessC1",18,"line","1","NoContrast","line","straight","red","Max","line"
47,"TlessC1",18,"curved line","1","NoContrast","line","straight","red","Max","curved"
48,"TlessC1",18,"angled line","1","NoContrast","line","straight","red","Max","angled"
49,"TlessC1",18,"crooked line","1","NoContrast","line","straight","red","Max","crooked"
50,"TlessC1",18,"obtuse angle","1","NoContrast","line","straight","red","Max","obtuse"
52,"TlessC1",18,"bent line","1","NoContrast","line","straight","red","Max","bent"
55,"TlessC1",18,"bent line","1","NoContrast","line","straight","red","Max","bent"
56,"TlessC1",18,"crooked line","1","NoContrast","line","straight","red","Max","crooked"
58,"TlessC1",18,"line","1","NoContrast","line","straight","red","Max","line"
59,"TlessC1",18,"bent line","1","NoContrast","line","straight","red","Max","bent"
63,"TlessC1",18,"angled line","1","NoContrast","line","straight","red","Max","angled"
64,"TlessC1",18,"angled noodle","1","NoContrast","line","straight","red","Max","angled"
66,"TlessC1",18,"bent line","1","NoContrast","line","straight","red","Max","bent"
68,"TlessC1",18,"slightly curved line without arrow","1","NoContrast","line","straight","red","Max","slightly"
69,"TlessC1",18,"hill","1","NoContrast","line","straight","red","Max","hill"
1,"TlessC1",18,"arow","2","NoContrast","line","straight","red","Max","arow"
4,"TlessC1",18,"arrow","2","NoContrast","line","straight","red","Max","arrow"
6,"TlessC1",18,"line with arrow","2","NoContrast","line","straight","red","Max","line"
9,"TlessC1",18,"arrow","2","NoContrast","line","straight","red","Max","arrow"
10,"TlessC1",18,"straight line","2","NoContrast","line","straight","red","Max","straight"
12,"TlessC1",18,"arrow","2","NoContrast","line","straight","red","Max","arrow"
25,"TlessC1",18,"line with arrow","2","NoContrast","line","straight","red","Max","line"
27,"TlessC1",18,"arrow","2","NoContrast","line","straight","red","Max","arrow"
28,"TlessC1",18,"arrow","2","NoContrast","line","straight","red","Max","arrow"
30,"TlessC1",18,"arrow","2","NoContrast","line","straight","red","Max","arrow"
31,"TlessC1",18,"object pointing some way","2","NoContrast","line","straight","red","Max","object"
32,"TlessC1",18,"arrow","2","NoContrast","line","straight","red","Max","arrow"
36,"TlessC1",18,"arrow","2","NoContrast","line","straight","red","Max","arrow"
37,"TlessC1",18,"arrow","2","NoContrast","line","straight","red","Max","arrow"
38,"TlessC1",18,"arrow","2","NoContrast","line","straight","red","Max","arrow"
41,"TlessC1",18,"arrow","2","NoContrast","line","straight","red","Max","arrow"
42,"TlessC1",18,"arrow","2","NoContrast","line","straight","red","Max","arrow"
43,"TlessC1",18,"arrow with triangle","2","NoContrast","line","straight","red","Max","arrow"
45,"TlessC1",18,"arrow","2","NoContrast","line","straight","red","Max","arrow"
51,"TlessC1",18,"arrow","2","NoContrast","line","straight","red","Max","arrow"
53,"TlessC1",18,"arrow","2","NoContrast","line","straight","red","Max","arrow"
54,"TlessC1",18,"arrow","2","NoContrast","line","straight","red","Max","arrow"
57,"TlessC1",18,"arrow","2","NoContrast","line","straight","red","Max","arrow"
60,"TlessC1",18,"line with arrow head","2","NoContrast","line","straight","red","Max","line"
61,"TlessC1",18,"arrow","2","NoContrast","line","straight","red","Max","arrow"
65,"TlessC1",18,"arrow","2","NoContrast","line","straight","red","Max","arrow"
67,"TlessC1",18,"arrow","2","NoContrast","line","straight","red","Max","arrow"
70,"TlessC1",18,"arrow","2","NoContrast","line","straight","red","Max","arrow"
71,"TlessC1",18,"arrow","2","NoContrast","line","straight","red","Max","arrow"
72,"TlessC1",18,"arrow","2","NoContrast","line","straight","red","Max","arrow"
2,"TlessC1",19,"fuller cylinder","1","Contrast","cylinder","full","blue","Max","fuller"
6,"TlessC1",19,"full cyclinder","1","Contrast","cylinder","full","blue","Max","full"
8,"TlessC1",19,"cylinder with liquid almost full","1","Contrast","cylinder","full","blue","Max","cylinder"
9,"TlessC1",19,"nearly filled cylinder","1","Contrast","cylinder","full","blue","Max","nearly"
25,"TlessC1",19,"cylinder most filled","1","Contrast","cylinder","full","blue","Max","cylinder"
27,"TlessC1",19,"fullest cylinder","1","Contrast","cylinder","full","blue","Max","fullest"
30,"TlessC1",19,"fullest cylinder","1","Contrast","cylinder","full","blue","Max","fullest"
31,"TlessC1",19,"mostly filled object","1","Contrast","cylinder","full","blue","Max","mostly"
32,"TlessC1",19,"full container","1","Contrast","cylinder","full","blue","Max","full"
33,"TlessC1",19,"nearly filled cylinder","1","Contrast","cylinder","full","blue","Max","nearly"
34,"TlessC1",19,"full jar","1","Contrast","cylinder","full","blue","Max","full"
38,"TlessC1",19,"mostly full cylinder","1","Contrast","cylinder","full","blue","Max","mostly"
40,"TlessC1",19,"fuller cylinder","1","Contrast","cylinder","full","blue","Max","fuller"
41,"TlessC1",19,"filled cylinder","1","Contrast","cylinder","full","blue","Max","filled"
44,"TlessC1",19,"square","1","Contrast","cylinder","full","blue","Max","square"
48,"TlessC1",19,"cylinder that is most full","1","Contrast","cylinder","full","blue","Max","cylinder"
53,"TlessC1",19,"full cylinder","1","Contrast","cylinder","full","blue","Max","full"
55,"TlessC1",19,"almost full cylinder","1","Contrast","cylinder","full","blue","Max","almost"
56,"TlessC1",19,"full cylinder","1","Contrast","cylinder","full","blue","Max","full"
57,"TlessC1",19,"fullest cylinder","1","Contrast","cylinder","full","blue","Max","fullest"
61,"TlessC1",19,"one that's almost full","1","Contrast","cylinder","full","blue","Max","one"
63,"TlessC1",19,"almost full cylinder","1","Contrast","cylinder","full","blue","Max","almost"
64,"TlessC1",19,"fuller cylinder","1","Contrast","cylinder","full","blue","Max","fuller"
65,"TlessC1",19,"bottom right","1","Contrast","cylinder","full","blue","Max","bottom"
67,"TlessC1",19,"near full cylinder","1","Contrast","cylinder","full","blue","Max","near"
69,"TlessC1",19,"full cup","1","Contrast","cylinder","full","blue","Max","full"
71,"TlessC1",19,"almost full cyclinder","1","Contrast","cylinder","full","blue","Max","almost"
1,"TlessC1",19,"sqaure","2","Contrast","cylinder","full","blue","Max","sqaure"
4,"TlessC1",19,"cube","2","Contrast","cylinder","full","blue","Max","cube"
5,"TlessC1",19,"cube","2","Contrast","cylinder","full","blue","Max","cube"
10,"TlessC1",19,"square","2","Contrast","cylinder","full","blue","Max","square"
11,"TlessC1",19,"cube","2","Contrast","cylinder","full","blue","Max","cube"
12,"TlessC1",19,"cube","2","Contrast","cylinder","full","blue","Max","cube"
26,"TlessC1",19,"cuboid","2","Contrast","cylinder","full","blue","Max","cuboid"
28,"TlessC1",19,"box","2","Contrast","cylinder","full","blue","Max","box"
29,"TlessC1",19,"cube","2","Contrast","cylinder","full","blue","Max","cube"
35,"TlessC1",19,"cube","2","Contrast","cylinder","full","blue","Max","cube"
36,"TlessC1",19,"box","2","Contrast","cylinder","full","blue","Max","box"
37,"TlessC1",19,"cube","2","Contrast","cylinder","full","blue","Max","cube"
39,"TlessC1",19,"cube","2","Contrast","cylinder","full","blue","Max","cube"
42,"TlessC1",19,"cube","2","Contrast","cylinder","full","blue","Max","cube"
43,"TlessC1",19,"box","2","Contrast","cylinder","full","blue","Max","box"
45,"TlessC1",19,"cube","2","Contrast","cylinder","full","blue","Max","cube"
46,"TlessC1",19,"cube","2","Contrast","cylinder","full","blue","Max","cube"
47,"TlessC1",19,"square","2","Contrast","cylinder","full","blue","Max","square"
49,"TlessC1",19,"cube","2","Contrast","cylinder","full","blue","Max","cube"
50,"TlessC1",19,"cube","2","Contrast","cylinder","full","blue","Max","cube"
51,"TlessC1",19,"box","2","Contrast","cylinder","full","blue","Max","box"
52,"TlessC1",19,"cube","2","Contrast","cylinder","full","blue","Max","cube"
54,"TlessC1",19,"cube","2","Contrast","cylinder","full","blue","Max","cube"
58,"TlessC1",19,"cube","2","Contrast","cylinder","full","blue","Max","cube"
59,"TlessC1",19,"cube","2","Contrast","cylinder","full","blue","Max","cube"
60,"TlessC1",19,"cube","2","Contrast","cylinder","full","blue","Max","cube"
66,"TlessC1",19,"cube","2","Contrast","cylinder","full","blue","Max","cube"
68,"TlessC1",19,"square","2","Contrast","cylinder","full","blue","Max","square"
70,"TlessC1",19,"3d cube","2","Contrast","cylinder","full","blue","Max","3d"
72,"TlessC1",19,"square","2","Contrast","cylinder","full","blue","Max","square"
1,"TlessC1",20,"cylinder","1","NoContrast","cylinder","empty ","transparent","Max","cylinder"
9,"TlessC1",20,"cylinder","1","NoContrast","cylinder","empty ","transparent","Max","cylinder"
10,"TlessC1",20,"cylinder","1","NoContrast","cylinder","empty ","transparent","Max","cylinder"
11,"TlessC1",20,"cylinder","1","NoContrast","cylinder","empty ","transparent","Max","cylinder"
25,"TlessC1",20,"cylinder with some liquid in it","1","NoContrast","cylinder","empty ","transparent","Max","cylinder"
26,"TlessC1",20,"cylinder","1","NoContrast","cylinder","empty ","transparent","Max","cylinder"
29,"TlessC1",20,"cylinder","1","NoContrast","cylinder","empty ","transparent","Max","cylinder"
30,"TlessC1",20,"cylinder","1","NoContrast","cylinder","empty ","transparent","Max","cylinder"
31,"TlessC1",20,"cylinder","1","NoContrast","cylinder","empty ","transparent","Max","cylinder"
33,"TlessC1",20,"cylinder","1","NoContrast","cylinder","empty ","transparent","Max","cylinder"
36,"TlessC1",20,"cylinder","1","NoContrast","cylinder","empty ","transparent","Max","cylinder"
39,"TlessC1",20,"cylinder","1","NoContrast","cylinder","empty ","transparent","Max","cylinder"
40,"TlessC1",20,"cylinder","1","NoContrast","cylinder","empty ","transparent","Max","cylinder"
41,"TlessC1",20,"cylinder","1","NoContrast","cylinder","empty ","transparent","Max","cylinder"
44,"TlessC1",20,"cloud","1","NoContrast","cylinder","empty ","transparent","Max","cloud"
45,"TlessC1",20,"cylinder","1","NoContrast","cylinder","empty ","transparent","Max","cylinder"
46,"TlessC1",20,"cylinder","1","NoContrast","cylinder","empty ","transparent","Max","cylinder"
47,"TlessC1",20,"cylinder","1","NoContrast","cylinder","empty ","transparent","Max","cylinder"
48,"TlessC1",20,"cylinder","1","NoContrast","cylinder","empty ","transparent","Max","cylinder"
50,"TlessC1",20,"cylinder","1","NoContrast","cylinder","empty ","transparent","Max","cylinder"
53,"TlessC1",20,"cylinder","1","NoContrast","cylinder","empty ","transparent","Max","cylinder"
55,"TlessC1",20,"cylinder","1","NoContrast","cylinder","empty ","transparent","Max","cylinder"
59,"TlessC1",20,"cylinder","1","NoContrast","cylinder","empty ","transparent","Max","cylinder"
60,"TlessC1",20,"cylinder","1","NoContrast","cylinder","empty ","transparent","Max","cylinder"
61,"TlessC1",20,"cylinder","1","NoContrast","cylinder","empty ","transparent","Max","cylinder"
64,"TlessC1",20,"cylinder","1","NoContrast","cylinder","empty ","transparent","Max","cylinder"
68,"TlessC1",20,"almost empty object","1","NoContrast","cylinder","empty ","transparent","Max","almost"
69,"TlessC1",20,"cup","1","NoContrast","cylinder","empty ","transparent","Max","cup"
72,"TlessC1",20,"container","1","NoContrast","cylinder","empty ","transparent","Max","container"
2,"TlessC1",20,"cube","2","NoContrast","cylinder","empty ","transparent","Max","cube"
4,"TlessC1",20,"cube","2","NoContrast","cylinder","empty ","transparent","Max","cube"
5,"TlessC1",20,"cube","2","NoContrast","cylinder","empty ","transparent","Max","cube"
6,"TlessC1",20,"cube","2","NoContrast","cylinder","empty ","transparent","Max","cube"
8,"TlessC1",20,"3d cube","2","NoContrast","cylinder","empty ","transparent","Max","3d"
12,"TlessC1",20,"cube","2","NoContrast","cylinder","empty ","transparent","Max","cube"
27,"TlessC1",20,"cube","2","NoContrast","cylinder","empty ","transparent","Max","cube"
28,"TlessC1",20,"box","2","NoContrast","cylinder","empty ","transparent","Max","box"
32,"TlessC1",20,"box","2","NoContrast","cylinder","empty ","transparent","Max","box"
34,"TlessC1",20,"box","2","NoContrast","cylinder","empty ","transparent","Max","box"
35,"TlessC1",20,"cube","2","NoContrast","cylinder","empty ","transparent","Max","cube"
37,"TlessC1",20,"cube","2","NoContrast","cylinder","empty ","transparent","Max","cube"
38,"TlessC1",20,"cube","2","NoContrast","cylinder","empty ","transparent","Max","cube"
42,"TlessC1",20,"cube","2","NoContrast","cylinder","empty ","transparent","Max","cube"
43,"TlessC1",20,"box","2","NoContrast","cylinder","empty ","transparent","Max","box"
49,"TlessC1",20,"cube","2","NoContrast","cylinder","empty ","transparent","Max","cube"
51,"TlessC1",20,"box","2","NoContrast","cylinder","empty ","transparent","Max","box"
52,"TlessC1",20,"cube","2","NoContrast","cylinder","empty ","transparent","Max","cube"
54,"TlessC1",20,"cube","2","NoContrast","cylinder","empty ","transparent","Max","cube"
56,"TlessC1",20,"cube","2","NoContrast","cylinder","empty ","transparent","Max","cube"
57,"TlessC1",20,"box","2","NoContrast","cylinder","empty ","transparent","Max","box"
58,"TlessC1",20,"cube","2","NoContrast","cylinder","empty ","transparent","Max","cube"
63,"TlessC1",20,"square box","2","NoContrast","cylinder","empty ","transparent","Max","square"
65,"TlessC1",20,"box","2","NoContrast","cylinder","empty ","transparent","Max","box"
66,"TlessC1",20,"empty cube","2","NoContrast","cylinder","empty ","transparent","Max","empty"
67,"TlessC1",20,"cube","2","NoContrast","cylinder","empty ","transparent","Max","cube"
70,"TlessC1",20,"3d cube","2","NoContrast","cylinder","empty ","transparent","Max","3d"
71,"TlessC1",20,"cube","2","NoContrast","cylinder","empty ","transparent","Max","cube"
1,"TlessC1",21,"longer line","1","Contrast","line","long","red","Rel","longer"
2,"TlessC1",21,"longer line","1","Contrast","line","long","red","Rel","longer"
4,"TlessC1",21,"longer plain line","1","Contrast","line","long","red","Rel","longer"
5,"TlessC1",21,"line","1","Contrast","line","long","red","Rel","line"
6,"TlessC1",21,"long line","1","Contrast","line","long","red","Rel","long"
8,"TlessC1",21,"longer line","1","Contrast","line","long","red","Rel","longer"
10,"TlessC1",21,"longer line no arrow","1","Contrast","line","long","red","Rel","longer"
11,"TlessC1",21,"second longest line","1","Contrast","line","long","red","Rel","second"
26,"TlessC1",21,"long line","1","Contrast","line","long","red","Rel","long"
27,"TlessC1",21,"longest line","1","Contrast","line","long","red","Rel","longest"
29,"TlessC1",21,"longest line","1","Contrast","line","long","red","Rel","longest"
31,"TlessC1",21,"wide line","1","Contrast","line","long","red","Rel","wide"
32,"TlessC1",21,"longer line no arrow","1","Contrast","line","long","red","Rel","longer"
34,"TlessC1",21,"long line","1","Contrast","line","long","red","Rel","long"
35,"TlessC1",21,"longer line","1","Contrast","line","long","red","Rel","longer"
39,"TlessC1",21,"long straight line with no arrow","1","Contrast","line","long","red","Rel","long"
44,"TlessC1",21,"sun","1","Contrast","line","long","red","Rel","sun"
46,"TlessC1",21,"longest line","1","Contrast","line","long","red","Rel","longest"
47,"TlessC1",21,"longer line without arrow","1","Contrast","line","long","red","Rel","longer"
48,"TlessC1",21,"longer straight line without an arrow","1","Contrast","line","long","red","Rel","longer"
49,"TlessC1",21,"long line","1","Contrast","line","long","red","Rel","long"
53,"TlessC1",21,"long line","1","Contrast","line","long","red","Rel","long"
54,"TlessC1",21,"long line","1","Contrast","line","long","red","Rel","long"
56,"TlessC1",21,"longest line","1","Contrast","line","long","red","Rel","longest"
57,"TlessC1",21,"longest line","1","Contrast","line","long","red","Rel","longest"
59,"TlessC1",21,"long line","1","Contrast","line","long","red","Rel","long"
61,"TlessC1",21,"line with no arrow head and that's not shortest","1","Contrast","line","long","red","Rel","line"
70,"TlessC1",21,"large line","1","Contrast","line","long","red","Rel","large"
71,"TlessC1",21,"longest line","1","Contrast","line","long","red","Rel","longest"
9,"TlessC1",21,"arrow","2","Contrast","line","long","red","Rel","arrow"
12,"TlessC1",21,"arrow","2","Contrast","line","long","red","Rel","arrow"
25,"TlessC1",21,"line with arrow","2","Contrast","line","long","red","Rel","line"
28,"TlessC1",21,"arrow","2","Contrast","line","long","red","Rel","arrow"
30,"TlessC1",21,"arrow","2","Contrast","line","long","red","Rel","arrow"
33,"TlessC1",21,"arrow","2","Contrast","line","long","red","Rel","arrow"
36,"TlessC1",21,"arrow","2","Contrast","line","long","red","Rel","arrow"
37,"TlessC1",21,"arrow","2","Contrast","line","long","red","Rel","arrow"
38,"TlessC1",21,"arrow","2","Contrast","line","long","red","Rel","arrow"
40,"TlessC1",21,"arrow","2","Contrast","line","long","red","Rel","arrow"
41,"TlessC1",21,"arrow","2","Contrast","line","long","red","Rel","arrow"
42,"TlessC1",21,"arrow","2","Contrast","line","long","red","Rel","arrow"
43,"TlessC1",21,"arrow with triangle","2","Contrast","line","long","red","Rel","arrow"
45,"TlessC1",21,"arrow","2","Contrast","line","long","red","Rel","arrow"
50,"TlessC1",21,"arrow","2","Contrast","line","long","red","Rel","arrow"
51,"TlessC1",21,"arrow","2","Contrast","line","long","red","Rel","arrow"
52,"TlessC1",21,"line with an arrow","2","Contrast","line","long","red","Rel","line"
55,"TlessC1",21,"arrow","2","Contrast","line","long","red","Rel","arrow"
58,"TlessC1",21,"arrow","2","Contrast","line","long","red","Rel","arrow"
60,"TlessC1",21,"line with arrow head","2","Contrast","line","long","red","Rel","line"
63,"TlessC1",21,"arrow","2","Contrast","line","long","red","Rel","arrow"
64,"TlessC1",21,"arrow","2","Contrast","line","long","red","Rel","arrow"
65,"TlessC1",21,"arrow","2","Contrast","line","long","red","Rel","arrow"
66,"TlessC1",21,"arrow","2","Contrast","line","long","red","Rel","arrow"
67,"TlessC1",21,"arrow","2","Contrast","line","long","red","Rel","arrow"
68,"TlessC1",21,"arrow","2","Contrast","line","long","red","Rel","arrow"
69,"TlessC1",21,"arrow","2","Contrast","line","long","red","Rel","arrow"
72,"TlessC1",21,"arrow","2","Contrast","line","long","red","Rel","arrow"
1,"TlessC1",22,"line","1","NoContrast","line","short ","blue","Rel","line"
6,"TlessC1",22,"line","1","NoContrast","line","short ","blue","Rel","line"
8,"TlessC1",22,"line","1","NoContrast","line","short ","blue","Rel","line"
11,"TlessC1",22,"thin line","1","NoContrast","line","short ","blue","Rel","thin"
12,"TlessC1",22,"plain line","1","NoContrast","line","short ","blue","Rel","plain"
25,"TlessC1",22,"line without arrow","1","NoContrast","line","short ","blue","Rel","line"
29,"TlessC1",22,"line","1","NoContrast","line","short ","blue","Rel","line"
33,"TlessC1",22,"straight line","1","NoContrast","line","short ","blue","Rel","straight"
34,"TlessC1",22,"line","1","NoContrast","line","short ","blue","Rel","line"
35,"TlessC1",22,"line","1","NoContrast","line","short ","blue","Rel","line"
39,"TlessC1",22,"line with no arrow","1","NoContrast","line","short ","blue","Rel","line"
42,"TlessC1",22,"lie","1","NoContrast","line","short ","blue","Rel","lie"
43,"TlessC1",22,"rectsnhlr","1","NoContrast","line","short ","blue","Rel","rectsnhlr"
47,"TlessC1",22,"line","1","NoContrast","line","short ","blue","Rel","line"
51,"TlessC1",22,"line","1","NoContrast","line","short ","blue","Rel","line"
54,"TlessC1",22,"line","1","NoContrast","line","short ","blue","Rel","line"
57,"TlessC1",22,"line","1","NoContrast","line","short ","blue","Rel","line"
58,"TlessC1",22,"line","1","NoContrast","line","short ","blue","Rel","line"
59,"TlessC1",22,"line","1","NoContrast","line","short ","blue","Rel","line"
63,"TlessC1",22,"line","1","NoContrast","line","short ","blue","Rel","line"
68,"TlessC1",22,"short line without arrow","1","NoContrast","line","short ","blue","Rel","short"
71,"TlessC1",22,"line","1","NoContrast","line","short ","blue","Rel","line"
72,"TlessC1",22,"line","1","NoContrast","line","short ","blue","Rel","line"
2,"TlessC1",22,"arrow","2","NoContrast","line","short ","blue","Rel","arrow"
4,"TlessC1",22,"arrow","2","NoContrast","line","short ","blue","Rel","arrow"
5,"TlessC1",22,"arrow","2","NoContrast","line","short ","blue","Rel","arrow"
9,"TlessC1",22,"arrow","2","NoContrast","line","short ","blue","Rel","arrow"
10,"TlessC1",22,"arrow right","2","NoContrast","line","short ","blue","Rel","arrow"
26,"TlessC1",22,"arrow","2","NoContrast","line","short ","blue","Rel","arrow"
27,"TlessC1",22,"arrow","2","NoContrast","line","short ","blue","Rel","arrow"
28,"TlessC1",22,"arrow","2","NoContrast","line","short ","blue","Rel","arrow"
30,"TlessC1",22,"arrow","2","NoContrast","line","short ","blue","Rel","arrow"
31,"TlessC1",22,"arrow","2","NoContrast","line","short ","blue","Rel","arrow"
32,"TlessC1",22,"arrow","2","NoContrast","line","short ","blue","Rel","arrow"
36,"TlessC1",22,"arrow","2","NoContrast","line","short ","blue","Rel","arrow"
37,"TlessC1",22,"arrow","2","NoContrast","line","short ","blue","Rel","arrow"
38,"TlessC1",22,"arrow","2","NoContrast","line","short ","blue","Rel","arrow"
40,"TlessC1",22,"arrow","2","NoContrast","line","short ","blue","Rel","arrow"
41,"TlessC1",22,"arrow","2","NoContrast","line","short ","blue","Rel","arrow"
44,"TlessC1",22,"star","2","NoContrast","line","short ","blue","Rel","star"
45,"TlessC1",22,"arrow","2","NoContrast","line","short ","blue","Rel","arrow"
46,"TlessC1",22,"arrow","2","NoContrast","line","short ","blue","Rel","arrow"
48,"TlessC1",22,"click on th arrow","2","NoContrast","line","short ","blue","Rel","click"
49,"TlessC1",22,"arrow","2","NoContrast","line","short ","blue","Rel","arrow"
50,"TlessC1",22,"arrow","2","NoContrast","line","short ","blue","Rel","arrow"
52,"TlessC1",22,"arrow","2","NoContrast","line","short ","blue","Rel","arrow"
53,"TlessC1",22,"arrow","2","NoContrast","line","short ","blue","Rel","arrow"
55,"TlessC1",22,"arrow","2","NoContrast","line","short ","blue","Rel","arrow"
56,"TlessC1",22,"directions","2","NoContrast","line","short ","blue","Rel","directions"
60,"TlessC1",22,"line with arrows","2","NoContrast","line","short ","blue","Rel","line"
61,"TlessC1",22,"arrow","2","NoContrast","line","short ","blue","Rel","arrow"
64,"TlessC1",22,"arrow","2","NoContrast","line","short ","blue","Rel","arrow"
65,"TlessC1",22,"arrow","2","NoContrast","line","short ","blue","Rel","arrow"
66,"TlessC1",22,"arrow","2","NoContrast","line","short ","blue","Rel","arrow"
67,"TlessC1",22,"arrow","2","NoContrast","line","short ","blue","Rel","arrow"
69,"TlessC1",22,"arrow","2","NoContrast","line","short ","blue","Rel","arrow"
70,"TlessC1",22,"arrow","2","NoContrast","line","short ","blue","Rel","arrow"
1,"TlessC1",23,"sqaure","1","Contrast","square","big","red","Rel","sqaure"
2,"TlessC1",23,"larger square","1","Contrast","square","big","red","Rel","larger"
5,"TlessC1",23,"square big","1","Contrast","square","big","red","Rel","square"
6,"TlessC1",23,"big square","1","Contrast","square","big","red","Rel","big"
8,"TlessC1",23,"bigger square","1","Contrast","square","big","red","Rel","bigger"
9,"TlessC1",23,"large square","1","Contrast","square","big","red","Rel","large"
10,"TlessC1",23,"larger square","1","Contrast","square","big","red","Rel","larger"
11,"TlessC1",23,"sqaure","1","Contrast","square","big","red","Rel","sqaure"
26,"TlessC1",23,"square","1","Contrast","square","big","red","Rel","square"
31,"TlessC1",23,"large square","1","Contrast","square","big","red","Rel","large"
38,"TlessC1",23,"bigger square","1","Contrast","square","big","red","Rel","bigger"
39,"TlessC1",23,"big square","1","Contrast","square","big","red","Rel","big"
40,"TlessC1",23,"larger square","1","Contrast","square","big","red","Rel","larger"
41,"TlessC1",23,"large square","1","Contrast","square","big","red","Rel","large"
43,"TlessC1",23,"large rectangle","1","Contrast","square","big","red","Rel","large"
45,"TlessC1",23,"bigger square","1","Contrast","square","big","red","Rel","bigger"
47,"TlessC1",23,"larger square","1","Contrast","square","big","red","Rel","larger"
48,"TlessC1",23,"bigger box","1","Contrast","square","big","red","Rel","bigger"
49,"TlessC1",23,"large square","1","Contrast","square","big","red","Rel","large"
50,"TlessC1",23,"bigger square","1","Contrast","square","big","red","Rel","bigger"
51,"TlessC1",23,"large box","1","Contrast","square","big","red","Rel","large"
55,"TlessC1",23,"larger square","1","Contrast","square","big","red","Rel","larger"
56,"TlessC1",23,"big square","1","Contrast","square","big","red","Rel","big"
57,"TlessC1",23,"biggest square","1","Contrast","square","big","red","Rel","biggest"
58,"TlessC1",23,"big square","1","Contrast","square","big","red","Rel","big"
60,"TlessC1",23,"larger square","1","Contrast","square","big","red","Rel","larger"
61,"TlessC1",23,"biggest square","1","Contrast","square","big","red","Rel","biggest"
63,"TlessC1",23,"square","1","Contrast","square","big","red","Rel","square"
64,"TlessC1",23,"bigger square","1","Contrast","square","big","red","Rel","bigger"
65,"TlessC1",23,"square","1","Contrast","square","big","red","Rel","square"
66,"TlessC1",23,"big square","1","Contrast","square","big","red","Rel","big"
68,"TlessC1",23,"bigger square","1","Contrast","square","big","red","Rel","bigger"
72,"TlessC1",23,"big square","1","Contrast","square","big","red","Rel","big"
4,"TlessC1",23,"triangle","2","Contrast","square","big","red","Rel","triangle"
12,"TlessC1",23,"triangle","2","Contrast","square","big","red","Rel","triangle"
25,"TlessC1",23,"pyramid","2","Contrast","square","big","red","Rel","pyramid"
27,"TlessC1",23,"triangle","2","Contrast","square","big","red","Rel","triangle"
28,"TlessC1",23,"triangle","2","Contrast","square","big","red","Rel","triangle"
29,"TlessC1",23,"triangle","2","Contrast","square","big","red","Rel","triangle"
30,"TlessC1",23,"triangle","2","Contrast","square","big","red","Rel","triangle"
32,"TlessC1",23,"triangle","2","Contrast","square","big","red","Rel","triangle"
33,"TlessC1",23,"triangle","2","Contrast","square","big","red","Rel","triangle"
34,"TlessC1",23,"triangle","2","Contrast","square","big","red","Rel","triangle"
35,"TlessC1",23,"triangle","2","Contrast","square","big","red","Rel","triangle"
36,"TlessC1",23,"triangle","2","Contrast","square","big","red","Rel","triangle"
37,"TlessC1",23,"triangle","2","Contrast","square","big","red","Rel","triangle"
42,"TlessC1",23,"triangle","2","Contrast","square","big","red","Rel","triangle"
44,"TlessC1",23,"wave","2","Contrast","square","big","red","Rel","wave"
46,"TlessC1",23,"triangle","2","Contrast","square","big","red","Rel","triangle"
52,"TlessC1",23,"triangle","2","Contrast","square","big","red","Rel","triangle"
53,"TlessC1",23,"triangle","2","Contrast","square","big","red","Rel","triangle"
54,"TlessC1",23,"triangle","2","Contrast","square","big","red","Rel","triangle"
59,"TlessC1",23,"triangle","2","Contrast","square","big","red","Rel","triangle"
67,"TlessC1",23,"triangle","2","Contrast","square","big","red","Rel","triangle"
69,"TlessC1",23,"pyramid","2","Contrast","square","big","red","Rel","pyramid"
70,"TlessC1",23,"triangle","2","Contrast","square","big","red","Rel","triangle"
71,"TlessC1",23,"triangle","2","Contrast","square","big","red","Rel","triangle"
1,"TlessC1",24,"triangle","1","NoContrast","triangle","small","yellow","Rel","triangle"
2,"TlessC1",24,"triangle","1","NoContrast","triangle","small","yellow","Rel","triangle"
4,"TlessC1",24,"triangle","1","NoContrast","triangle","small","yellow","Rel","triangle"
9,"TlessC1",24,"triangle","1","NoContrast","triangle","small","yellow","Rel","triangle"
10,"TlessC1",24,"triangle","1","NoContrast","triangle","small","yellow","Rel","triangle"
12,"TlessC1",24,"triangle","1","NoContrast","triangle","small","yellow","Rel","triangle"
28,"TlessC1",24,"triangle","1","NoContrast","triangle","small","yellow","Rel","triangle"
29,"TlessC1",24,"triangle","1","NoContrast","triangle","small","yellow","Rel","triangle"
33,"TlessC1",24,"triangle","1","NoContrast","triangle","small","yellow","Rel","triangle"
41,"TlessC1",24,"triangle","1","NoContrast","triangle","small","yellow","Rel","triangle"
43,"TlessC1",24,"triangle","1","NoContrast","triangle","small","yellow","Rel","triangle"
45,"TlessC1",24,"triangle","1","NoContrast","triangle","small","yellow","Rel","triangle"
48,"TlessC1",24,"triangle","1","NoContrast","triangle","small","yellow","Rel","triangle"
49,"TlessC1",24,"triangle","1","NoContrast","triangle","small","yellow","Rel","triangle"
