"WorkerId","Input.List","SceneID","Description","RefType","Condition","TargetNoun","TargetAdjective","TargetColor","AdjectiveType","FirstWord"
12,"TlessC1",37,"tornado, spiral","2","Contrast","cylinder","tall","yellow","Rel","tornado,"
27,"TlessC1",37,"spiral","2","Contrast","cylinder","tall","yellow","Rel","spiral"
28,"TlessC1",37,"tornado","2","Contrast","cylinder","tall","yellow","Rel","tornado"
30,"TlessC1",37,"ribbon","2","Contrast","cylinder","tall","yellow","Rel","ribbon"
31,"TlessC1",37,"spinning object","2","Contrast","cylinder","tall","yellow","Rel","spinning"
33,"TlessC1",37,"ribbons","2","Contrast","cylinder","tall","yellow","Rel","ribbons"
34,"TlessC1",37,"tornado","2","Contrast","cylinder","tall","yellow","Rel","tornado"
35,"TlessC1",37,"spiral","2","Contrast","cylinder","tall","yellow","Rel","spiral"
36,"TlessC1",37,"tornado","2","Contrast","cylinder","tall","yellow","Rel","tornado"
37,"TlessC1",37,"tornado","2","Contrast","cylinder","tall","yellow","Rel","tornado"
38,"TlessC1",37,"tornado","2","Contrast","cylinder","tall","yellow","Rel","tornado"
39,"TlessC1",37,"tornado","2","Contrast","cylinder","tall","yellow","Rel","tornado"
42,"TlessC1",37,"swirl","2","Contrast","cylinder","tall","yellow","Rel","swirl"
45,"TlessC1",37,"tornado","2","Contrast","cylinder","tall","yellow","Rel","tornado"
46,"TlessC1",37,"tornado","2","Contrast","cylinder","tall","yellow","Rel","tornado"
47,"TlessC1",37,"swirl","2","Contrast","cylinder","tall","yellow","Rel","swirl"
53,"TlessC1",37,"ribbon","2","Contrast","cylinder","tall","yellow","Rel","ribbon"
55,"TlessC1",37,"spiral","2","Contrast","cylinder","tall","yellow","Rel","spiral"
56,"TlessC1",37,"ribbon","2","Contrast","cylinder","tall","yellow","Rel","ribbon"
58,"TlessC1",37,"cyclone","2","Contrast","cylinder","tall","yellow","Rel","cyclone"
60,"TlessC1",37,"swirly figure","2","Contrast","cylinder","tall","yellow","Rel","swirly"
61,"TlessC1",37,"tornado","2","Contrast","cylinder","tall","yellow","Rel","tornado"
66,"TlessC1",37,"ribbon","2","Contrast","cylinder","tall","yellow","Rel","ribbon"
70,"TlessC1",37,"large ribbon","2","Contrast","cylinder","tall","yellow","Rel","large"
71,"TlessC1",37,"curly ribbon","2","Contrast","cylinder","tall","yellow","Rel","curly"
72,"TlessC1",37,"curvy line","2","Contrast","cylinder","tall","yellow","Rel","curvy"
1,"TlessC1",38,"cylinder","1","NoContrast","cylinder","short","green","Rel","cylinder"
4,"TlessC1",38,"cylinder","1","NoContrast","cylinder","short","green","Rel","cylinder"
5,"TlessC1",38,"cylinder","1","NoContrast","cylinder","short","green","Rel","cylinder"
6,"TlessC1",38,"3d sphere","1","NoContrast","cylinder","short","green","Rel","3d"
8,"TlessC1",38,"cylinder","1","NoContrast","cylinder","short","green","Rel","cylinder"
11,"TlessC1",38,"cylinder","1","NoContrast","cylinder","short","green","Rel","cylinder"
28,"TlessC1",38,"cylinder slice","1","NoContrast","cylinder","short","green","Rel","cylinder"
29,"TlessC1",38,"cylinder","1","NoContrast","cylinder","short","green","Rel","cylinder"
30,"TlessC1",38,"cylinder","1","NoContrast","cylinder","short","green","Rel","cylinder"
33,"TlessC1",38,"cylinder","1","NoContrast","cylinder","short","green","Rel","cylinder"
35,"TlessC1",38,"cylinder","1","NoContrast","cylinder","short","green","Rel","cylinder"
36,"TlessC1",38,"cylinder","1","NoContrast","cylinder","short","green","Rel","cylinder"
37,"TlessC1",38,"cylinder","1","NoContrast","cylinder","short","green","Rel","cylinder"
40,"TlessC1",38,"cylinder","1","NoContrast","cylinder","short","green","Rel","cylinder"
41,"TlessC1",38,"cylinder","1","NoContrast","cylinder","short","green","Rel","cylinder"
42,"TlessC1",38,"round object","1","NoContrast","cylinder","short","green","Rel","round"
45,"TlessC1",38,"cylinder","1","NoContrast","cylinder","short","green","Rel","cylinder"
46,"TlessC1",38,"cylinder","1","NoContrast","cylinder","short","green","Rel","cylinder"
47,"TlessC1",38,"circle","1","NoContrast","cylinder","short","green","Rel","circle"
49,"TlessC1",38,"cylinder","1","NoContrast","cylinder","short","green","Rel","cylinder"
50,"TlessC1",38,"cylinder","1","NoContrast","cylinder","short","green","Rel","cylinder"
53,"TlessC1",38,"cylinder","1","NoContrast","cylinder","short","green","Rel","cylinder"
54,"TlessC1",38,"cylinder","1","NoContrast","cylinder","short","green","Rel","cylinder"
56,"TlessC1",38,"cylinder","1","NoContrast","cylinder","short","green","Rel","cylinder"
57,"TlessC1",38,"cylinder","1","NoContrast","cylinder","short","green","Rel","cylinder"
58,"TlessC1",38,"cylinder","1","NoContrast","cylinder","short","green","Rel","cylinder"
60,"TlessC1",38,"cylinder","1","NoContrast","cylinder","short","green","Rel","cylinder"
63,"TlessC1",38,"cylinder","1","NoContrast","cylinder","short","green","Rel","cylinder"
64,"TlessC1",38,"cylinder","1","NoContrast","cylinder","short","green","Rel","cylinder"
65,"TlessC1",38,"cheese wheel","1","NoContrast","cylinder","short","green","Rel","cheese"
66,"TlessC1",38,"round puck","1","NoContrast","cylinder","short","green","Rel","round"
67,"TlessC1",38,"cylinder","1","NoContrast","cylinder","short","green","Rel","cylinder"
2,"TlessC1",38,"ribbon","2","NoContrast","cylinder","short","green","Rel","ribbon"
9,"TlessC1",38,"swirl","2","NoContrast","cylinder","short","green","Rel","swirl"
10,"TlessC1",38,"string","2","NoContrast","cylinder","short","green","Rel","string"
12,"TlessC1",38,"spiral","2","NoContrast","cylinder","short","green","Rel","spiral"
25,"TlessC1",38,"spiral","2","NoContrast","cylinder","short","green","Rel","spiral"
26,"TlessC1",38,"spiral","2","NoContrast","cylinder","short","green","Rel","spiral"
27,"TlessC1",38,"spiral","2","NoContrast","cylinder","short","green","Rel","spiral"
31,"TlessC1",38,"spiral","2","NoContrast","cylinder","short","green","Rel","spiral"
32,"TlessC1",38,"spiral","2","NoContrast","cylinder","short","green","Rel","spiral"
34,"TlessC1",38,"ribbon","2","NoContrast","cylinder","short","green","Rel","ribbon"
38,"TlessC1",38,"ribbon","2","NoContrast","cylinder","short","green","Rel","ribbon"
39,"TlessC1",38,"swirl","2","NoContrast","cylinder","short","green","Rel","swirl"
43,"TlessC1",38,"one sqiggly","2","NoContrast","cylinder","short","green","Rel","one"
44,"TlessC1",38,"cloud","2","NoContrast","cylinder","short","green","Rel","cloud"
48,"TlessC1",38,"twister","2","NoContrast","cylinder","short","green","Rel","twister"
51,"TlessC1",38,"swirling line","2","NoContrast","cylinder","short","green","Rel","swirling"
52,"TlessC1",38,"squiggle","2","NoContrast","cylinder","short","green","Rel","squiggle"
55,"TlessC1",38,"spiral","2","NoContrast","cylinder","short","green","Rel","spiral"
59,"TlessC1",38,"ribbon","2","NoContrast","cylinder","short","green","Rel","ribbon"
61,"TlessC1",38,"ribbon","2","NoContrast","cylinder","short","green","Rel","ribbon"
68,"TlessC1",38,"small curvy line","2","NoContrast","cylinder","short","green","Rel","small"
69,"TlessC1",38,"ribbon","2","NoContrast","cylinder","short","green","Rel","ribbon"
70,"TlessC1",38,"ribbon","2","NoContrast","cylinder","short","green","Rel","ribbon"
71,"TlessC1",38,"curl","2","NoContrast","cylinder","short","green","Rel","curl"
72,"TlessC1",38,"curvy line","2","NoContrast","cylinder","short","green","Rel","curvy"
2,"TlessC1",39,"thicker line","1","Contrast","line","thick","blue","Rel","thicker"
4,"TlessC1",39,"thicker plain line","1","Contrast","line","thick","blue","Rel","thicker"
6,"TlessC1",39,"thick line","1","Contrast","line","thick","blue","Rel","thick"
9,"TlessC1",39,"thick line","1","Contrast","line","thick","blue","Rel","thick"
10,"TlessC1",39,"thick line no arrow","1","Contrast","line","thick","blue","Rel","thick"
25,"TlessC1",39,"thicker line","1","Contrast","line","thick","blue","Rel","thicker"
26,"TlessC1",39,"thick line","1","Contrast","line","thick","blue","Rel","thick"
28,"TlessC1",39,"bold line","1","Contrast","line","thick","blue","Rel","bold"
29,"TlessC1",39,"thickest line","1","Contrast","line","thick","blue","Rel","thickest"
30,"TlessC1",39,"widest line","1","Contrast","line","thick","blue","Rel","widest"
31,"TlessC1",39,"thick line","1","Contrast","line","thick","blue","Rel","thick"
33,"TlessC1",39,"thick line","1","Contrast","line","thick","blue","Rel","thick"
35,"TlessC1",39,"fatter line","1","Contrast","line","thick","blue","Rel","fatter"
40,"TlessC1",39,"thicker line","1","Contrast","line","thick","blue","Rel","thicker"
45,"TlessC1",39,"thick line","1","Contrast","line","thick","blue","Rel","thick"
46,"TlessC1",39,"thicker line","1","Contrast","line","thick","blue","Rel","thicker"
48,"TlessC1",39,"thicker line that is not an arrow","1","Contrast","line","thick","blue","Rel","thicker"
49,"TlessC1",39,"fat line","1","Contrast","line","thick","blue","Rel","fat"
50,"TlessC1",39,"thicker line","1","Contrast","line","thick","blue","Rel","thicker"
51,"TlessC1",39,"larger line","1","Contrast","line","thick","blue","Rel","larger"
53,"TlessC1",39,"fat line","1","Contrast","line","thick","blue","Rel","fat"
57,"TlessC1",39,"thickest line","1","Contrast","line","thick","blue","Rel","thickest"
58,"TlessC1",39,"thick line","1","Contrast","line","thick","blue","Rel","thick"
60,"TlessC1",39,"flat line thicker than other flat line","1","Contrast","line","thick","blue","Rel","flat"
61,"TlessC1",39,"fat line with no arrow head","1","Contrast","line","thick","blue","Rel","fat"
65,"TlessC1",39,"right line","1","Contrast","line","thick","blue","Rel","right"
68,"TlessC1",39,"thick line without arrow","1","Contrast","line","thick","blue","Rel","thick"
69,"TlessC1",39,"road","1","Contrast","line","thick","blue","Rel","road"
72,"TlessC1",39,"bigger rectangle","1","Contrast","line","thick","blue","Rel","bigger"
1,"TlessC1",39,"arrow","2","Contrast","line","thick","blue","Rel","arrow"
5,"TlessC1",39,"arrow","2","Contrast","line","thick","blue","Rel","arrow"
8,"TlessC1",39,"arrow","2","Contrast","line","thick","blue","Rel","arrow"
11,"TlessC1",39,"arrow","2","Contrast","line","thick","blue","Rel","arrow"
12,"TlessC1",39,"arrow","2","Contrast","line","thick","blue","Rel","arrow"
27,"TlessC1",39,"arrow","2","Contrast","line","thick","blue","Rel","arrow"
32,"TlessC1",39,"arrow","2","Contrast","line","thick","blue","Rel","arrow"
34,"TlessC1",39,"arrow","2","Contrast","line","thick","blue","Rel","arrow"
36,"TlessC1",39,"arrow","2","Contrast","line","thick","blue","Rel","arrow"
37,"TlessC1",39,"thick arrow","2","Contrast","line","thick","blue","Rel","thick"
38,"TlessC1",39,"arrow","2","Contrast","line","thick","blue","Rel","arrow"
39,"TlessC1",39,"arrow","2","Contrast","line","thick","blue","Rel","arrow"
41,"TlessC1",39,"line with a arrow","2","Contrast","line","thick","blue","Rel","line"
42,"TlessC1",39,"arrow","2","Contrast","line","thick","blue","Rel","arrow"
43,"TlessC1",39,"arrow","2","Contrast","line","thick","blue","Rel","arrow"
44,"TlessC1",39,"star","2","Contrast","line","thick","blue","Rel","star"
47,"TlessC1",39,"arrow","2","Contrast","line","thick","blue","Rel","arrow"
52,"TlessC1",39,"line with an arrow","2","Contrast","line","thick","blue","Rel","line"
54,"TlessC1",39,"arrow","2","Contrast","line","thick","blue","Rel","arrow"
55,"TlessC1",39,"arrow","2","Contrast","line","thick","blue","Rel","arrow"
56,"TlessC1",39,"arrow","2","Contrast","line","thick","blue","Rel","arrow"
59,"TlessC1",39,"arrow","2","Contrast","line","thick","blue","Rel","arrow"
63,"TlessC1",39,"arrow","2","Contrast","line","thick","blue","Rel","arrow"
64,"TlessC1",39,"arrow","2","Contrast","line","thick","blue","Rel","arrow"
66,"TlessC1",39,"arrow","2","Contrast","line","thick","blue","Rel","arrow"
67,"TlessC1",39,"arrow","2","Contrast","line","thick","blue","Rel","arrow"
70,"TlessC1",39,"arrow","2","Contrast","line","thick","blue","Rel","arrow"
71,"TlessC1",39,"arrow","2","Contrast","line","thick","blue","Rel","arrow"
2,"TlessC1",40,"line","1","NoContrast","line","thin","red","Rel","line"
6,"TlessC1",40,"line","1","NoContrast","line","thin","red","Rel","line"
11,"TlessC1",40,"thick line","1","NoContrast","line","thin","red","Rel","thick"
12,"TlessC1",40,"plain line","1","NoContrast","line","thin","red","Rel","plain"
25,"TlessC1",40,"line without arrow","1","NoContrast","line","thin","red","Rel","line"
28,"TlessC1",40,"bold line","1","NoContrast","line","thin","red","Rel","bold"
34,"TlessC1",40,"line","1","NoContrast","line","thin","red","Rel","line"
35,"TlessC1",40,"line","1","NoContrast","line","thin","red","Rel","line"
36,"TlessC1",40,"straight line","1","NoContrast","line","thin","red","Rel","straight"
37,"TlessC1",40,"line","1","NoContrast","line","thin","red","Rel","line"
38,"TlessC1",40,"line with no arrow","1","NoContrast","line","thin","red","Rel","line"
42,"TlessC1",40,"line","1","NoContrast","line","thin","red","Rel","line"
43,"TlessC1",40,"rectangle","1","NoContrast","line","thin","red","Rel","rectangle"
44,"TlessC1",40,"arrow","1","NoContrast","line","thin","red","Rel","arrow"
46,"TlessC1",40,"line","1","NoContrast","line","thin","red","Rel","line"
47,"TlessC1",40,"line without arrow","1","NoContrast","line","thin","red","Rel","line"
50,"TlessC1",40,"line","1","NoContrast","line","thin","red","Rel","line"
51,"TlessC1",40,"line","1","NoContrast","line","thin","red","Rel","line"
55,"TlessC1",40,"line","1","NoContrast","line","thin","red","Rel","line"
56,"TlessC1",40,"line","1","NoContrast","line","thin","red","Rel","line"
57,"TlessC1",40,"line","1","NoContrast","line","thin","red","Rel","line"
59,"TlessC1",40,"line","1","NoContrast","line","thin","red","Rel","line"
61,"TlessC1",40,"line with no arrow head","1","NoContrast","line","thin","red","Rel","line"
63,"TlessC1",40,"horizontal line","1","NoContrast","line","thin","red","Rel","horizontal"
64,"TlessC1",40,"bar","1","NoContrast","line","thin","red","Rel","bar"
65,"TlessC1",40,"line","1","NoContrast","line","thin","red","Rel","line"
66,"TlessC1",40,"rectangle","1","NoContrast","line","thin","red","Rel","rectangle"
68,"TlessC1",40,"line without arrow","1","NoContrast","line","thin","red","Rel","line"
1,"TlessC1",40,"arrow","2","NoContrast","line","thin","red","Rel","arrow"
4,"TlessC1",40,"arrow","2","NoContrast","line","thin","red","Rel","arrow"
5,"TlessC1",40,"arrow","2","NoContrast","line","thin","red","Rel","arrow"
8,"TlessC1",40,"arrow","2","NoContrast","line","thin","red","Rel","arrow"
9,"TlessC1",40,"arrow","2","NoContrast","line","thin","red","Rel","arrow"
10,"TlessC1",40,"arrow line","2","NoContrast","line","thin","red","Rel","arrow"
26,"TlessC1",40,"arrow","2","NoContrast","line","thin","red","Rel","arrow"
27,"TlessC1",40,"arrow","2","NoContrast","line","thin","red","Rel","arrow"
29,"TlessC1",40,"arrow","2","NoContrast","line","thin","red","Rel","arrow"
30,"TlessC1",40,"arrow","2","NoContrast","line","thin","red","Rel","arrow"
31,"TlessC1",40,"arrow","2","NoContrast","line","thin","red","Rel","arrow"
32,"TlessC1",40,"arrow","2","NoContrast","line","thin","red","Rel","arrow"
33,"TlessC1",40,"arrow","2","NoContrast","line","thin","red","Rel","arrow"
39,"TlessC1",40,"arrow","2","NoContrast","line","thin","red","Rel","arrow"
40,"TlessC1",40,"arrow","2","NoContrast","line","thin","red","Rel","arrow"
41,"TlessC1",40,"arrow","2","NoContrast","line","thin","red","Rel","arrow"
45,"TlessC1",40,"arrow","2","NoContrast","line","thin","red","Rel","arrow"
48,"TlessC1",40,"arrow","2","NoContrast","line","thin","red","Rel","arrow"
49,"TlessC1",40,"arrow","2","NoContrast","line","thin","red","Rel","arrow"
52,"TlessC1",40,"line with an arrow","2","NoContrast","line","thin","red","Rel","line"
53,"TlessC1",40,"arrow","2","NoContrast","line","thin","red","Rel","arrow"
54,"TlessC1",40,"arrow","2","NoContrast","line","thin","red","Rel","arrow"
58,"TlessC1",40,"arrow","2","NoContrast","line","thin","red","Rel","arrow"
60,"TlessC1",40,"line with arrow head","2","NoContrast","line","thin","red","Rel","line"
67,"TlessC1",40,"arrow","2","NoContrast","line","thin","red","Rel","arrow"
69,"TlessC1",40,"arrow","2","NoContrast","line","thin","red","Rel","arrow"
70,"TlessC1",40,"arrow","2","NoContrast","line","thin","red","Rel","arrow"
71,"TlessC1",40,"arrow","2","NoContrast","line","thin","red","Rel","arrow"
72,"TlessC1",40,"arrow","2","NoContrast","line","thin","red","Rel","arrow"
14,"TlessC2",1,"square","1","NoContrast","square","bumpy","blue","Min","square"
15,"TlessC2",1,"square","1","NoContrast","square","bumpy","blue","Min","square"
17,"TlessC2",1,"square","1","NoContrast","square","bumpy","blue","Min","square"
20,"TlessC2",1,"five","1","NoContrast","square","bumpy","blue","Min","five"
73,"TlessC2",1,"object with 5 circles","1","NoContrast","square","bumpy","blue","Min","object"
79,"TlessC2",1,"square lego","1","NoContrast","square","bumpy","blue","Min","square"
80,"TlessC2",1,"5 dot square","1","NoContrast","square","bumpy","blue","Min","5"
81,"TlessC2",1,"square","1","NoContrast","square","bumpy","blue","Min","square"
83,"TlessC2",1,"square","1","NoContrast","square","bumpy","blue","Min","square"
84,"TlessC2",1,"square","1","NoContrast","square","bumpy","blue","Min","square"
86,"TlessC2",1,"square","1","NoContrast","square","bumpy","blue","Min","square"
87,"TlessC2",1,"square","1","NoContrast","square","bumpy","blue","Min","square"
90,"TlessC2",1,"square","1","NoContrast","square","bumpy","blue","Min","square"
91,"TlessC2",1,"square","1","NoContrast","square","bumpy","blue","Min","square"
92,"TlessC2",1,"square","1","NoContrast","square","bumpy","blue","Min","square"
98,"TlessC2",1,"square","1","NoContrast","square","bumpy","blue","Min","square"
105,"TlessC2",1,"square","1","NoContrast","square","bumpy","blue","Min","square"
110,"TlessC2",1,"square","1","NoContrast","square","bumpy","blue","Min","square"
111,"TlessC2",1,"square","1","NoContrast","square","bumpy","blue","Min","square"
113,"TlessC2",1,"square","1","NoContrast","square","bumpy","blue","Min","square"
118,"TlessC2",1,"square","1","NoContrast","square","bumpy","blue","Min","square"
119,"TlessC2",1,"square","1","NoContrast","square","bumpy","blue","Min","square"
120,"TlessC2",1,"square","1","NoContrast","square","bumpy","blue","Min","square"
13,"TlessC2",1,"circle","2","NoContrast","square","bumpy","blue","Min","circle"
16,"TlessC2",1,"circle","2","NoContrast","square","bumpy","blue","Min","circle"
18,"TlessC2",1,"circle","2","NoContrast","square","bumpy","blue","Min","circle"
19,"TlessC2",1,"circle","2","NoContrast","square","bumpy","blue","Min","circle"
21,"TlessC2",1,"circle with six dots","2","NoContrast","square","bumpy","blue","Min","circle"
22,"TlessC2",1,"circle with 6 bumps","2","NoContrast","square","bumpy","blue","Min","circle"
23,"TlessC2",1,"circle","2","NoContrast","square","bumpy","blue","Min","circle"
24,"TlessC2",1,"round lego","2","NoContrast","square","bumpy","blue","Min","round"
74,"TlessC2",1,"circle","2","NoContrast","square","bumpy","blue","Min","circle"
75,"TlessC2",1,"6 dots","2","NoContrast","square","bumpy","blue","Min","6"
76,"TlessC2",1,"bottom left","2","NoContrast","square","bumpy","blue","Min","bottom"
77,"TlessC2",1,"circle","2","NoContrast","square","bumpy","blue","Min","circle"
78,"TlessC2",1,"circle","2","NoContrast","square","bumpy","blue","Min","circle"
82,"TlessC2",1,"circle","2","NoContrast","square","bumpy","blue","Min","circle"
85,"TlessC2",1,"circle","2","NoContrast","square","bumpy","blue","Min","circle"
88,"TlessC2",1,"circle","2","NoContrast","square","bumpy","blue","Min","circle"
89,"TlessC2",1,"circle","2","NoContrast","square","bumpy","blue","Min","circle"
93,"TlessC2",1,"circle","2","NoContrast","square","bumpy","blue","Min","circle"
94,"TlessC2",1,"circle","2","NoContrast","square","bumpy","blue","Min","circle"
95,"TlessC2",1,"circle","2","NoContrast","square","bumpy","blue","Min","circle"
96,"TlessC2",1,"circle","2","NoContrast","square","bumpy","blue","Min","circle"
97,"TlessC2",1,"circle","2","NoContrast","square","bumpy","blue","Min","circle"
99,"TlessC2",1,"circle with six raised dots","2","NoContrast","square","bumpy","blue","Min","circle"
100,"TlessC2",1,"circle","2","NoContrast","square","bumpy","blue","Min","circle"
101,"TlessC2",1,"circle","2","NoContrast","square","bumpy","blue","Min","circle"
102,"TlessC2",1,"circle","2","NoContrast","square","bumpy","blue","Min","circle"
103,"TlessC2",1,"top circle","2","NoContrast","square","bumpy","blue","Min","top"
104,"TlessC2",1,"circle","2","NoContrast","square","bumpy","blue","Min","circle"
106,"TlessC2",1,"braile button","2","NoContrast","square","bumpy","blue","Min","braile"
107,"TlessC2",1,"circle","2","NoContrast","square","bumpy","blue","Min","circle"
108,"TlessC2",1,"circle","2","NoContrast","square","bumpy","blue","Min","circle"
109,"TlessC2",1,"circle","2","NoContrast","square","bumpy","blue","Min","circle"
112,"TlessC2",1,"circle face","2","NoContrast","square","bumpy","blue","Min","circle"
114,"TlessC2",1,"circle","2","NoContrast","square","bumpy","blue","Min","circle"
115,"TlessC2",1,"circle","2","NoContrast","square","bumpy","blue","Min","circle"
116,"TlessC2",1,"circle","2","NoContrast","square","bumpy","blue","Min","circle"
117,"TlessC2",1,"circle","2","NoContrast","square","bumpy","blue","Min","circle"
18,"TlessC2",2,"half a circle","1","Contrast","circle","open","blue","Min","half"
20,"TlessC2",2,"letter c","1","Contrast","circle","open","blue","Min","letter"
22,"TlessC2",2,"partial circle","1","Contrast","circle","open","blue","Min","partial"
24,"TlessC2",2,"broken circle","1","Contrast","circle","open","blue","Min","broken"
78,"TlessC2",2,"open circle","1","Contrast","circle","open","blue","Min","open"
79,"TlessC2",2,"semicircle","1","Contrast","circle","open","blue","Min","semicircle"
80,"TlessC2",2,"3/4 circle","1","Contrast","circle","open","blue","Min","3/4"
82,"TlessC2",2,"open circle","1","Contrast","circle","open","blue","Min","open"
83,"TlessC2",2,"broken circle","1","Contrast","circle","open","blue","Min","broken"
85,"TlessC2",2,"smile","1","Contrast","circle","open","blue","Min","smile"
86,"TlessC2",2,"half circle","1","Contrast","circle","open","blue","Min","half"
88,"TlessC2",2,"unfinished circle","1","Contrast","circle","open","blue","Min","unfinished"
93,"TlessC2",2,"broken circle","1","Contrast","circle","open","blue","Min","broken"
96,"TlessC2",2,"partial circle","1","Contrast","circle","open","blue","Min","partial"
97,"TlessC2",2,"unfinished circle","1","Contrast","circle","open","blue","Min","unfinished"
98,"TlessC2",2,"half circle","1","Contrast","circle","open","blue","Min","half"
103,"TlessC2",2,"top left","1","Contrast","circle","open","blue","Min","top"
107,"TlessC2",2,"curved shape","1","Contrast","circle","open","blue","Min","curved"
109,"TlessC2",2,"half circle","1","Contrast","circle","open","blue","Min","half"
112,"TlessC2",2,"u","1","Contrast","circle","open","blue","Min","u"
118,"TlessC2",2,"incomplete circle","1","Contrast","circle","open","blue","Min","incomplete"
119,"TlessC2",2,"partial circle","1","Contrast","circle","open","blue","Min","partial"
13,"TlessC2",2,"partially completed triangle","2","Contrast","circle","open","blue","Min","partially"
14,"TlessC2",2,"triangle","2","Contrast","circle","open","blue","Min","triangle"
15,"TlessC2",2,"part of triangle","2","Contrast","circle","open","blue","Min","part"
16,"TlessC2",2,"broken up triangle","2","Contrast","circle","open","blue","Min","broken"
17,"TlessC2",2,"partial triangle","2","Contrast","circle","open","blue","Min","partial"
19,"TlessC2",2,"semi triangle","2","Contrast","circle","open","blue","Min","semi"
21,"TlessC2",2,"half triangle","2","Contrast","circle","open","blue","Min","half"
23,"TlessC2",2,"partial triangle","2","Contrast","circle","open","blue","Min","partial"
73,"TlessC2",2,"half drawn triangle","2","Contrast","circle","open","blue","Min","half"
74,"TlessC2",2,"half triangle","2","Contrast","circle","open","blue","Min","half"
75,"TlessC2",2,"partial triangle","2","Contrast","circle","open","blue","Min","partial"
76,"TlessC2",2,"bottom right","2","Contrast","circle","open","blue","Min","bottom"
77,"TlessC2",2,"bracket","2","Contrast","circle","open","blue","Min","bracket"
81,"TlessC2",2,"diagonal line","2","Contrast","circle","open","blue","Min","diagonal"
84,"TlessC2",2,"triangle","2","Contrast","circle","open","blue","Min","triangle"
87,"TlessC2",2,"unfinished triangle","2","Contrast","circle","open","blue","Min","unfinished"
89,"TlessC2",2,"straight lines","2","Contrast","circle","open","blue","Min","straight"
90,"TlessC2",2,"click on half triangle","2","Contrast","circle","open","blue","Min","click"
91,"TlessC2",2,"cut triangle","2","Contrast","circle","open","blue","Min","cut"
92,"TlessC2",2,"half triangle","2","Contrast","circle","open","blue","Min","half"
94,"TlessC2",2,"triangle","2","Contrast","circle","open","blue","Min","triangle"
95,"TlessC2",2,"incomplete triangle","2","Contrast","circle","open","blue","Min","incomplete"
99,"TlessC2",2,"incomplete triangle","2","Contrast","circle","open","blue","Min","incomplete"
100,"TlessC2",2,"incomplete triangle","2","Contrast","circle","open","blue","Min","incomplete"
101,"TlessC2",2,"half triangle","2","Contrast","circle","open","blue","Min","half"
102,"TlessC2",2,"broken triangle","2","Contrast","circle","open","blue","Min","broken"
104,"TlessC2",2,"half triangle","2","Contrast","circle","open","blue","Min","half"
105,"TlessC2",2,"partial triangle","2","Contrast","circle","open","blue","Min","partial"
106,"TlessC2",2,"incomplete triangle","2","Contrast","circle","open","blue","Min","incomplete"
108,"TlessC2",2,"half triangle","2","Contrast","circle","open","blue","Min","half"
110,"TlessC2",2,"almost triangle","2","Contrast","circle","open","blue","Min","almost"
111,"TlessC2",2,"incomplete triangle","2","Contrast","circle","open","blue","Min","incomplete"
113,"TlessC2",2,"incomplete triangle","2","Contrast","circle","open","blue","Min","incomplete"
114,"TlessC2",2,"half triangle","2","Contrast","circle","open","blue","Min","half"
115,"TlessC2",2,"section of triangle","2","Contrast","circle","open","blue","Min","section"
116,"TlessC2",2,"partial triangle","2","Contrast","circle","open","blue","Min","partial"
117,"TlessC2",2,"line with two points","2","Contrast","circle","open","blue","Min","line"
120,"TlessC2",2,"crooked line","2","Contrast","circle","open","blue","Min","crooked"
13,"TlessC2",3,"crooked line without arrowhead","1","NoContrast","line","bent","green","Min","crooked"
14,"TlessC2",3,"bent line","1","NoContrast","line","bent","green","Min","bent"
18,"TlessC2",3,"line without an arrow","1","NoContrast","line","bent","green","Min","line"
20,"TlessC2",3,"chair with no arrow","1","NoContrast","line","bent","green","Min","chair"
21,"TlessC2",3,"line that doesn't have an arrow at the end","1","NoContrast","line","bent","green","Min","line"
22,"TlessC2",3,"line no arrow","1","NoContrast","line","bent","green","Min","line"
75,"TlessC2",3,"crooked line","1","NoContrast","line","bent","green","Min","crooked"
78,"TlessC2",3,"line without the arrow","1","NoContrast","line","bent","green","Min","line"
79,"TlessC2",3,"arrow-less line","1","NoContrast","line","bent","green","Min","arrow-less"
81,"TlessC2",3,"line not the arrow","1","NoContrast","line","bent","green","Min","line"
83,"TlessC2",3,"bent line","1","NoContrast","line","bent","green","Min","bent"
84,"TlessC2",3,"bent line","1","NoContrast","line","bent","green","Min","bent"
85,"TlessC2",3,"angled line","1","NoContrast","line","bent","green","Min","angled"
86,"TlessC2",3,"crooked solid line","1","NoContrast","line","bent","green","Min","crooked"
87,"TlessC2",3,"plain angled line","1","NoContrast","line","bent","green","Min","plain"
88,"TlessC2",3,"bent line with no arrow","1","NoContrast","line","bent","green","Min","bent"
89,"TlessC2",3,"line with out an arrow","1","NoContrast","line","bent","green","Min","line"
92,"TlessC2",3,"bent line","1","NoContrast","line","bent","green","Min","bent"
93,"TlessC2",3,"angled line","1","NoContrast","line","bent","green","Min","angled"
94,"TlessC2",3,"line","1","NoContrast","line","bent","green","Min","line"
95,"TlessC2",3,"angle with no arrow","1","NoContrast","line","bent","green","Min","angle"
97,"TlessC2",3,"angle without an arrow","1","NoContrast","line","bent","green","Min","angle"
99,"TlessC2",3,"bent line not an arrow","1","NoContrast","line","bent","green","Min","bent"
100,"TlessC2",3,"angle with no arrow","1","NoContrast","line","bent","green","Min","angle"
