,WorkerId,Input.List,SceneID,Description,RefType
579,e12ud0653b,TlessC2,9,dotted square,1
580,lbsj1fwleg,TlessC2,9,square,1
581,i3hvactu71,TlessC2,9,square,1
582,jb6kulnu4a,TlessC2,9,square,1
583,yqfqbizb2m,TlessC2,9,triangle,2
584,klbrxalljc,TlessC2,9,triangle,2
585,mdrylsx1sf,TlessC2,9,triangle,2
586,54u0q088kc,TlessC2,9,triangle,2
587,26szfwpc69,TlessC2,9,triangle,2
588,5l91a8hy94,TlessC2,9,triangle,2
589,klbrxalljc,TlessC2,10,striped triangle,1
590,z029xwmfae,TlessC2,10,fire,1
591,lbsj1fwleg,TlessC2,10,lined triangle,1
592,54u0q088kc,TlessC2,10,striped triangle,1
593,26szfwpc69,TlessC2,10,striped triangle,1
594,yqfqbizb2m,TlessC2,10,square,2
595,byfxyzi7ex,TlessC2,10,square,2
596,e12ud0653b,TlessC2,10,square,2
597,i3hvactu71,TlessC2,10,square,2
598,mdrylsx1sf,TlessC2,10,square,2
599,5l91a8hy94,TlessC2,10,square,2
600,jb6kulnu4a,TlessC2,10,square,2
601,yqfqbizb2m,TlessC2,11,circle,1
602,klbrxalljc,TlessC2,11,circle,1
603,e12ud0653b,TlessC2,11,circle,1
604,lbsj1fwleg,TlessC2,11,circle,1
605,i3hvactu71,TlessC2,11,circle,1
606,26szfwpc69,TlessC2,11,circle,1
607,z029xwmfae,TlessC2,11,bright,2
608,byfxyzi7ex,TlessC2,11,triangle,2
609,mdrylsx1sf,TlessC2,11,trangle,2
610,54u0q088kc,TlessC2,11,triangle,2
611,5l91a8hy94,TlessC2,11,triangle,2
612,jb6kulnu4a,TlessC2,11,triangle,2
613,yqfqbizb2m,TlessC2,12,most circle,1
614,klbrxalljc,TlessC2,12,mostly completed circle,1
615,e12ud0653b,TlessC2,12,almost full circle,1
616,lbsj1fwleg,TlessC2,12,mostly whole circle,1
617,mdrylsx1sf,TlessC2,12,closed circle,1
618,54u0q088kc,TlessC2,12,circle,1
619,5l91a8hy94,TlessC2,12,full circle,1
620,jb6kulnu4a,TlessC2,12,circle,1
621,z029xwmfae,TlessC2,12,closed,2
622,byfxyzi7ex,TlessC2,12,square,2
623,i3hvactu71,TlessC2,12,square,2
624,26szfwpc69,TlessC2,12,square,2
625,yqfqbizb2m,TlessC2,13,line,1
626,mdrylsx1sf,TlessC2,13,curve,1
627,54u0q088kc,TlessC2,13,line,1
628,26szfwpc69,TlessC2,13,slight curve line,1
629,jb6kulnu4a,TlessC2,13,curved line,1
630,klbrxalljc,TlessC2,13,arrow,2
631,z029xwmfae,TlessC2,13,ray,2
632,byfxyzi7ex,TlessC2,13,arrow,2
633,e12ud0653b,TlessC2,13,arrow,2
634,lbsj1fwleg,TlessC2,13,line with arrow,2
635,i3hvactu71,TlessC2,13,arrow,2
636,5l91a8hy94,TlessC2,13,aarrow,2
637,yqfqbizb2m,TlessC2,14,most filled,1
638,klbrxalljc,TlessC2,14,filled cube,1
639,z029xwmfae,TlessC2,14,pee,1
640,e12ud0653b,TlessC2,14,almost full cube,1
641,i3hvactu71,TlessC2,14,almost full cube,1
642,mdrylsx1sf,TlessC2,14,full box,1
643,26szfwpc69,TlessC2,14,full cube,1
644,jb6kulnu4a,TlessC2,14,full box,1
645,byfxyzi7ex,TlessC2,14,tube,2
646,lbsj1fwleg,TlessC2,14,cylinder,2
647,54u0q088kc,TlessC2,14,cylinder,2
648,5l91a8hy94,TlessC2,14,cylinder,2
649,yqfqbizb2m,TlessC2,15,cube,1
650,lbsj1fwleg,TlessC2,15,cube,1
651,26szfwpc69,TlessC2,15,cube,1
652,5l91a8hy94,TlessC2,15,square,1
653,jb6kulnu4a,TlessC2,15,box,1
654,klbrxalljc,TlessC2,15,cylinder,2
655,z029xwmfae,TlessC2,15,cup,2
656,byfxyzi7ex,TlessC2,15,tube,2
657,e12ud0653b,TlessC2,15,cube,2
658,i3hvactu71,TlessC2,15,cylinder,2
659,mdrylsx1sf,TlessC2,15,cylender,2
660,54u0q088kc,TlessC2,15,cylinder,2
661,yqfqbizb2m,TlessC2,16,triangle dot,1
662,byfxyzi7ex,TlessC2,16,triangle with one circle,1
663,mdrylsx1sf,TlessC2,16,dot,1
664,54u0q088kc,TlessC2,16,triangle with one dot,1
665,jb6kulnu4a,TlessC2,16,triangle with one dot,1
666,klbrxalljc,TlessC2,16,square,2
667,z029xwmfae,TlessC2,16,cold,2
668,e12ud0653b,TlessC2,16,square,2
669,lbsj1fwleg,TlessC2,16,square,2
670,i3hvactu71,TlessC2,16,square,2
671,26szfwpc69,TlessC2,16,square,2
672,5l91a8hy94,TlessC2,16,square,2
673,z029xwmfae,TlessC2,17,almost,1
674,byfxyzi7ex,TlessC2,17,circle,1
675,i3hvactu71,TlessC2,17,circle,1
676,mdrylsx1sf,TlessC2,17,circle,1
677,54u0q088kc,TlessC2,17,circle,1
678,26szfwpc69,TlessC2,17,circle,1
679,jb6kulnu4a,TlessC2,17,circle,1
680,yqfqbizb2m,TlessC2,17,triangle,2
681,klbrxalljc,TlessC2,17,triangle,2
682,e12ud0653b,TlessC2,17,triangle,2
683,lbsj1fwleg,TlessC2,17,triangle,2
684,5l91a8hy94,TlessC2,17,triangle,2
685,yqfqbizb2m,TlessC2,18,less bent,1
686,z029xwmfae,TlessC2,18,bent,1
687,byfxyzi7ex,TlessC2,18,straighter line,1
688,5l91a8hy94,TlessC2,18,bent line,1
689,klbrxalljc,TlessC2,18,arrow,2
690,e12ud0653b,TlessC2,18,arrow,2
691,lbsj1fwleg,TlessC2,18,line with arrow,2
692,i3hvactu71,TlessC2,18,arrow,2
693,mdrylsx1sf,TlessC2,18,arrow,2
694,54u0q088kc,TlessC2,18,arrow,2
695,26szfwpc69,TlessC2,18,arrow,2
696,jb6kulnu4a,TlessC2,18,arrow,2
697,yqfqbizb2m,TlessC2,19,cone,1
698,klbrxalljc,TlessC2,19,cylinder,1
699,z029xwmfae,TlessC2,19,almost full,1
700,e12ud0653b,TlessC2,19,cube,1
701,i3hvactu71,TlessC2,19,cylinder,1
702,54u0q088kc,TlessC2,19,cylinder,1
703,26szfwpc69,TlessC2,19,full cylinder,1
704,jb6kulnu4a,TlessC2,19,cylinder,1
705,byfxyzi7ex,TlessC2,19,box,2
706,lbsj1fwleg,TlessC2,19,cube,2
707,mdrylsx1sf,TlessC2,19,box,2
708,5l91a8hy94,TlessC2,19,square,2
709,yqfqbizb2m,TlessC2,20,barely filled,1
710,klbrxalljc,TlessC2,20,mostly empty cylinder,1
711,byfxyzi7ex,TlessC2,20,emptiest glass,1
712,e12ud0653b,TlessC2,20,almost empty cube,1
713,54u0q088kc,TlessC2,20,empty cylinder,1
714,26szfwpc69,TlessC2,20,empty cylinder,1
715,5l91a8hy94,TlessC2,20,cylinder,1
716,z029xwmfae,TlessC2,20,empty,2
717,lbsj1fwleg,TlessC2,20,cube,2
718,i3hvactu71,TlessC2,20,cube,2
719,mdrylsx1sf,TlessC2,20,box,2
720,jb6kulnu4a,TlessC2,20,box,2
721,klbrxalljc,TlessC2,21,line,1
722,z029xwmfae,TlessC2,21,line,1
723,lbsj1fwleg,TlessC2,21,line without arrow,1
724,mdrylsx1sf,TlessC2,21,line,1
725,54u0q088kc,TlessC2,21,line,1
726,yqfqbizb2m,TlessC2,21,arrow,2
727,byfxyzi7ex,TlessC2,21,arrow,2
728,e12ud0653b,TlessC2,21,arrow,2
729,i3hvactu71,TlessC2,21,arrow,2
730,26szfwpc69,TlessC2,21,arrow,2
731,5l91a8hy94,TlessC2,21,arrow,2
732,jb6kulnu4a,TlessC2,21,arrow,2
733,byfxyzi7ex,TlessC2,22,short line,1
734,e12ud0653b,TlessC2,22,shorter line,1
735,i3hvactu71,TlessC2,22,short line,1
736,mdrylsx1sf,TlessC2,22,short line,1
737,26szfwpc69,TlessC2,22,small dash,1
738,5l91a8hy94,TlessC2,22,small line,1
739,yqfqbizb2m,TlessC2,22,arrow,2
740,klbrxalljc,TlessC2,22,arrow,2
741,z029xwmfae,TlessC2,22,right,2
742,lbsj1fwleg,TlessC2,22,line with arrow,2
743,54u0q088kc,TlessC2,22,arrow,2
744,jb6kulnu4a,TlessC2,22,arrow,2
745,yqfqbizb2m,TlessC2,23,square,1
746,z029xwmfae,TlessC2,23,box,1
747,e12ud0653b,TlessC2,23,square,1
748,i3hvactu71,TlessC2,23,square,1
749,26szfwpc69,TlessC2,23,square,1
750,klbrxalljc,TlessC2,23,triangle,2
751,byfxyzi7ex,TlessC2,23,triangle,2
752,lbsj1fwleg,TlessC2,23,triangle,2
753,mdrylsx1sf,TlessC2,23,traingle,2
754,54u0q088kc,TlessC2,23,triangle,2
755,5l91a8hy94,TlessC2,23,triangle,2
756,jb6kulnu4a,TlessC2,23,triangle,2
757,yqfqbizb2m,TlessC2,24,small triangle,1
758,klbrxalljc,TlessC2,24,small triangle,1
759,byfxyzi7ex,TlessC2,24,smaller triangle,1
760,e12ud0653b,TlessC2,24,smaller triangle,1
761,i3hvactu71,TlessC2,24,triangle,1
762,mdrylsx1sf,TlessC2,24,pyramid,1
763,z029xwmfae,TlessC2,24,box,2
764,lbsj1fwleg,TlessC2,24,square,2
765,54u0q088kc,TlessC2,24,square,2
766,26szfwpc69,TlessC2,24,square,2
767,5l91a8hy94,TlessC2,24,square,2
768,jb6kulnu4a,TlessC2,24,square,2
769,yqfqbizb2m,TlessC2,25,oval,1
770,klbrxalljc,TlessC2,25,oval,1
771,byfxyzi7ex,TlessC2,25,oval,1
772,e12ud0653b,TlessC2,25,oval,1
773,lbsj1fwleg,TlessC2,25,oval,1
774,26szfwpc69,TlessC2,25,oval,1
775,z029xwmfae,TlessC2,25,full,2
776,i3hvactu71,TlessC2,25,full square,2
777,mdrylsx1sf,TlessC2,25,square,2
778,54u0q088kc,TlessC2,25,rectangle,2
779,5l91a8hy94,TlessC2,25,rectangle,2
780,jb6kulnu4a,TlessC2,25,rectangle,2
781,yqfqbizb2m,TlessC2,26,skinny box,1
782,klbrxalljc,TlessC2,26,thin rectangle,1
783,e12ud0653b,TlessC2,26,thin rectangle,1
784,lbsj1fwleg,TlessC2,26,more thin line,1
785,jb6kulnu4a,TlessC2,26,thin rectangle,1
786,z029xwmfae,TlessC2,26,skinny,2
787,byfxyzi7ex,TlessC2,26,oval,2
788,i3hvactu71,TlessC2,26,oval,2
789,mdrylsx1sf,TlessC2,26,oval,2
790,54u0q088kc,TlessC2,26,oval,2
791,26szfwpc69,TlessC2,26,oval,2
792,5l91a8hy94,TlessC2,26,oval,2
793,klbrxalljc,TlessC2,27,swirled ribbon,1
794,z029xwmfae,TlessC2,27,spinny,1
795,e12ud0653b,TlessC2,27,swirl,1
796,lbsj1fwleg,TlessC2,27,squiggle,1
797,yqfqbizb2m,TlessC2,27,cone,2
798,byfxyzi7ex,TlessC2,27,tube,2
799,i3hvactu71,TlessC2,27,cylinder,2
800,mdrylsx1sf,TlessC2,27,cylender,2
801,54u0q088kc,TlessC2,27,cylinder,2
802,26szfwpc69,TlessC2,27,cylinder,2
803,5l91a8hy94,TlessC2,27,cylinder,2
804,jb6kulnu4a,TlessC2,27,cylinder,2
805,yqfqbizb2m,TlessC2,28,small ribbon,1
806,z029xwmfae,TlessC2,28,dna,1
807,byfxyzi7ex,TlessC2,28,small spiral,1
808,e12ud0653b,TlessC2,28,little swirl,1
809,i3hvactu71,TlessC2,28,little ribbon,1
810,mdrylsx1sf,TlessC2,28,spiral,1
811,54u0q088kc,TlessC2,28,smaller spiral,1
812,5l91a8hy94,TlessC2,28,little twist,1
813,klbrxalljc,TlessC2,28,cylinder,2
814,lbsj1fwleg,TlessC2,28,flat oval,2
815,26szfwpc69,TlessC2,28,disc,2
816,jb6kulnu4a,TlessC2,28,coin,2
817,z029xwmfae,TlessC2,29,bar,1
818,lbsj1fwleg,TlessC2,29,line without arrow,1
819,i3hvactu71,TlessC2,29,line,1
820,54u0q088kc,TlessC2,29,line,1
821,5l91a8hy94,TlessC2,29,line,1
822,yqfqbizb2m,TlessC2,29,arrow,2
823,klbrxalljc,TlessC2,29,arrow,2
824,byfxyzi7ex,TlessC2,29,arrow,2
825,e12ud0653b,TlessC2,29,arrow,2
826,mdrylsx1sf,TlessC2,29,arrow,2
827,26szfwpc69,TlessC2,29,arrow,2
828,jb6kulnu4a,TlessC2,29,arrow,2
829,e12ud0653b,TlessC2,30,thinner line,1
830,jb6kulnu4a,TlessC2,30,thin line,1
831,yqfqbizb2m,TlessC2,30,arrow,2
832,klbrxalljc,TlessC2,30,arrow,2
833,z029xwmfae,TlessC2,30,ray,2
834,byfxyzi7ex,TlessC2,30,arrow,2
835,lbsj1fwleg,TlessC2,30,line with arrow,2
836,i3hvactu71,TlessC2,30,arrow,2
837,mdrylsx1sf,TlessC2,30,arrow,2
838,54u0q088kc,TlessC2,30,arrow,2
839,26szfwpc69,TlessC2,30,arrow,2
840,5l91a8hy94,TlessC2,30,arrow,2
841,yqfqbizb2m,TlessC2,31,line,1
842,klbrxalljc,TlessC2,31,line,1
843,byfxyzi7ex,TlessC2,31,line,1
844,mdrylsx1sf,TlessC2,31,line,1
845,54u0q088kc,TlessC2,31,line,1
846,5l91a8hy94,TlessC2,31,line,1
847,z029xwmfae,TlessC2,31,ray,2
848,e12ud0653b,TlessC2,31,arrow,2
849,lbsj1fwleg,TlessC2,31,line with arrow,2
850,i3hvactu71,TlessC2,31,arrow,2
851,26szfwpc69,TlessC2,31,arrow,2
852,jb6kulnu4a,TlessC2,31,arrow,2
853,z029xwmfae,TlessC2,32,straight,1
854,i3hvactu71,TlessC2,32,short line,1
855,26szfwpc69,TlessC2,32,small dash,1
856,5l91a8hy94,TlessC2,32,small line,1
857,jb6kulnu4a,TlessC2,32,short line,1
858,yqfqbizb2m,TlessC2,32,arrow,2
859,klbrxalljc,TlessC2,32,arrow,2
860,byfxyzi7ex,TlessC2,32,arrow,2
861,e12ud0653b,TlessC2,32,arrow,2
862,lbsj1fwleg,TlessC2,32,line with arrow,2
863,mdrylsx1sf,TlessC2,32,arrow,2
864,54u0q088kc,TlessC2,32,arrow,2
865,klbrxalljc,TlessC2,33,triangle,1
866,byfxyzi7ex,TlessC2,33,triangle,1
867,lbsj1fwleg,TlessC2,33,triangle,1
868,i3hvactu71,TlessC2,33,triangle,1
869,54u0q088kc,TlessC2,33,triangle,1
870,26szfwpc69,TlessC2,33,triangle,1
871,5l91a8hy94,TlessC2,33,triangle,1
872,yqfqbizb2m,TlessC2,33,square,2
873,z029xwmfae,TlessC2,33,big,2
874,e12ud0653b,TlessC2,33,square,2
875,mdrylsx1sf,TlessC2,33,square,2
876,jb6kulnu4a,TlessC2,33,square,2
877,klbrxalljc,TlessC2,34,smaller square,1
878,z029xwmfae,TlessC2,34,cold,1
879,e12ud0653b,TlessC2,34,smaller square,1
880,i3hvactu71,TlessC2,34,small square,1
881,54u0q088kc,TlessC2,34,smaller square,1
882,yqfqbizb2m,TlessC2,34,triangle,2
883,byfxyzi7ex,TlessC2,34,triangle,2
884,lbsj1fwleg,TlessC2,34,triangle,2
885,mdrylsx1sf,TlessC2,34,traingle,2
886,26szfwpc69,TlessC2,34,triangle,2
887,5l91a8hy94,TlessC2,34,triangle,2
888,jb6kulnu4a,TlessC2,34,triangle,2
889,yqfqbizb2m,TlessC2,35,box,1
890,klbrxalljc,TlessC2,35,rectangle,1
891,z029xwmfae,TlessC2,35,box,1
892,e12ud0653b,TlessC2,35,rectangle,1
893,lbsj1fwleg,TlessC2,35,rectangle,1
894,i3hvactu71,TlessC2,35,rectangle,1
895,54u0q088kc,TlessC2,35,rectangle,1
896,26szfwpc69,TlessC2,35,rectangle,1
897,byfxyzi7ex,TlessC2,35,oval,2
898,mdrylsx1sf,TlessC2,35,oval,2
899,5l91a8hy94,TlessC2,35,oval,2
900,jb6kulnu4a,TlessC2,35,oval,2
901,yqfqbizb2m,TlessC2,36,skinny oval,1
902,z029xwmfae,TlessC2,36,full,1
903,i3hvactu71,TlessC2,36,narrowest oval,1
904,54u0q088kc,TlessC2,36,thin oval,1
905,26szfwpc69,TlessC2,36,narrow oval,1
906,jb6kulnu4a,TlessC2,36,small oval,1
907,klbrxalljc,TlessC2,36,rectangle,2
908,byfxyzi7ex,TlessC2,36,bar,2
909,e12ud0653b,TlessC2,36,rectangle,2
910,lbsj1fwleg,TlessC2,36,line,2
911,mdrylsx1sf,TlessC2,36,rectangle,2
912,5l91a8hy94,TlessC2,36,bar,2
913,z029xwmfae,TlessC2,37,cup,1
914,e12ud0653b,TlessC2,37,cube,1
915,lbsj1fwleg,TlessC2,37,cylinder,1
916,yqfqbizb2m,TlessC2,37,ribbon,2
917,klbrxalljc,TlessC2,37,swirling ribbon,2
918,byfxyzi7ex,TlessC2,37,spiral,2
919,i3hvactu71,TlessC2,37,spiral,2
920,mdrylsx1sf,TlessC2,37,spiral,2
921,54u0q088kc,TlessC2,37,spiral,2
922,26szfwpc69,TlessC2,37,swirl,2
923,5l91a8hy94,TlessC2,37,twister,2
924,jb6kulnu4a,TlessC2,37,tornado,2
925,e12ud0653b,TlessC2,38,smaller cube,1
926,i3hvactu71,TlessC2,38,short cylinder,1
927,mdrylsx1sf,TlessC2,38,short cylender,1
928,54u0q088kc,TlessC2,38,short cylinder,1
929,jb6kulnu4a,TlessC2,38,short cylinder,1
930,yqfqbizb2m,TlessC2,38,ribbon,2
931,klbrxalljc,TlessC2,38,ribbon,2
932,z029xwmfae,TlessC2,38,small,2
933,byfxyzi7ex,TlessC2,38,spiral,2
934,lbsj1fwleg,TlessC2,38,squiggle,2
935,26szfwpc69,TlessC2,38,swirl,2
936,5l91a8hy94,TlessC2,38,twist,2
937,yqfqbizb2m,TlessC2,39,line,1
938,klbrxalljc,TlessC2,39,thin rectangle,1
939,z029xwmfae,TlessC2,39,solid,1
940,i3hvactu71,TlessC2,39,line,1
941,mdrylsx1sf,TlessC2,39,line,1
942,26szfwpc69,TlessC2,39,straight line,1
943,byfxyzi7ex,TlessC2,39,arrow,2
944,e12ud0653b,TlessC2,39,arrow,2
945,lbsj1fwleg,TlessC2,39,line with arrow,2
946,54u0q088kc,TlessC2,39,arrow,2
947,5l91a8hy94,TlessC2,39,arrow,2
948,jb6kulnu4a,TlessC2,39,arrow,2
949,e12ud0653b,TlessC2,40,thiner line,1
950,i3hvactu71,TlessC2,40,thin line non arrow,1
951,54u0q088kc,TlessC2,40,thin line,1
952,5l91a8hy94,TlessC2,40,thin line,1
953,jb6kulnu4a,TlessC2,40,thin line,1
954,yqfqbizb2m,TlessC2,40,arrow,2
955,klbrxalljc,TlessC2,40,arrow,2
956,z029xwmfae,TlessC2,40,ray,2
957,byfxyzi7ex,TlessC2,40,arrow,2
958,lbsj1fwleg,TlessC2,40,line with arrow,2
959,mdrylsx1sf,TlessC2,40,arrow,2
960,26szfwpc69,TlessC2,40,arrow,2
