"cond","pragContext","window","Region","trialType","quarter","feature","noun","list","prop_selections","ymin_selections","ymax_selections","prop_looks"
"no_contrast","unreliable","adjective","other","filler",1,"electric","kettle",1,0,0,0,0.645502645502645
"no_contrast","unreliable","adjective","target","filler",1,"fivecent","coins",1,1,1,1,0.394557823129252
"no_contrast","unreliable","adjective","competitor","filler",1,"fivecent","coins",1,0,0,0,0.430839002267574
"no_contrast","unreliable","adjective","other","filler",1,"fivecent","coins",1,0,0,0,0.174603174603175
"no_contrast","unreliable","adjective","target","filler",1,"fountain","pen",1,1,1,1,0.402666666666667
"no_contrast","unreliable","adjective","competitor","filler",1,"fountain","pen",1,0,0,0,0.318666666666667
"no_contrast","unreliable","adjective","other","filler",1,"fountain","pen",1,0,0,0,0.278666666666667
"no_contrast","unreliable","adjective","target","filler",1,"glass","bottle",1,0.666666666666667,0,1,0.25886524822695
"no_contrast","unreliable","adjective","competitor","filler",1,"glass","bottle",1,0,0,0,0.324468085106383
"no_contrast","unreliable","adjective","other","filler",1,"glass","bottle",1,0.333333333333333,0,1,0.416666666666667
"no_contrast","unreliable","adjective","target","filler",1,"glazed","donut",1,1,1,1,0.287981859410431
"no_contrast","unreliable","adjective","competitor","filler",1,"glazed","donut",1,0,0,0,0.310657596371882
"no_contrast","unreliable","adjective","other","filler",1,"glazed","donut",1,0,0,0,0.401360544217687
"no_contrast","unreliable","adjective","target","filler",1,"gold","bracelet",1,1,1,1,0.186507936507937
"no_contrast","unreliable","adjective","competitor","filler",1,"gold","bracelet",1,0,0,0,0.228174603174603
"no_contrast","unreliable","adjective","other","filler",1,"gold","bracelet",1,0,0,0,0.58531746031746
"no_contrast","unreliable","adjective","target","filler",1,"green","bellpeppers",1,1,1,1,0.350114416475973
"no_contrast","unreliable","adjective","competitor","filler",1,"green","bellpeppers",1,0,0,0,0.247139588100687
"no_contrast","unreliable","adjective","other","filler",1,"green","bellpeppers",1,0,0,0,0.402745995423341
"no_contrast","unreliable","adjective","target","filler",1,"green","cabbage",1,1,1,1,0.130952380952381
"no_contrast","unreliable","adjective","competitor","filler",1,"green","cabbage",1,0,0,0,0.404761904761905
"no_contrast","unreliable","adjective","other","filler",1,"green","cabbage",1,0,0,0,0.464285714285714
"no_contrast","unreliable","adjective","target","filler",1,"green","lightbulb",1,0.714285714285714,0.285714285714286,1,0.203193033381713
"no_contrast","unreliable","adjective","competitor","filler",1,"green","lightbulb",1,0,0,0,0.329462989840348
"no_contrast","unreliable","adjective","other","filler",1,"green","lightbulb",1,0.285714285714286,0,0.571428571428571,0.467343976777939
"no_contrast","unreliable","adjective","target","filler",1,"green","mixer",1,1,1,1,0.458333333333333
"no_contrast","unreliable","adjective","competitor","filler",1,"green","mixer",1,0,0,0,0.14484126984127
"no_contrast","unreliable","adjective","other","filler",1,"green","mixer",1,0,0,0,0.396825396825397
"no_contrast","unreliable","adjective","target","filler",1,"hand","mirror",1,1,1,1,0.0758196721311475
"no_contrast","unreliable","adjective","competitor","filler",1,"hand","mirror",1,0,0,0,0.17827868852459
"no_contrast","unreliable","adjective","other","filler",1,"hand","mirror",1,0,0,0,0.745901639344262
"no_contrast","unreliable","adjective","target","filler",1,"hawaiian","shirt",1,1,1,1,0.00226757369614512
"no_contrast","unreliable","adjective","competitor","filler",1,"hawaiian","shirt",1,0,0,0,0.551020408163265
"no_contrast","unreliable","adjective","other","filler",1,"hawaiian","shirt",1,0,0,0,0.44671201814059
"no_contrast","unreliable","adjective","target","filler",1,"heart","candy",1,1,1,1,0.27994227994228
"no_contrast","unreliable","adjective","competitor","filler",1,"heart","candy",1,0,0,0,0.448773448773449
"no_contrast","unreliable","adjective","other","filler",1,"heart","candy",1,0,0,0,0.271284271284271
"no_contrast","unreliable","adjective","target","filler",1,"lion","doorknocker",1,1,1,1,0.249206349206349
"no_contrast","unreliable","adjective","competitor","filler",1,"lion","doorknocker",1,0,0,0,0.474603174603175
"no_contrast","unreliable","adjective","other","filler",1,"lion","doorknocker",1,0,0,0,0.276190476190476
"no_contrast","unreliable","adjective","target","filler",1,"metal","sink",1,0.333333333333333,0,0.666666666666667,0.0734126984126984
"no_contrast","unreliable","adjective","competitor","filler",1,"metal","sink",1,0,0,0,0.426587301587302
"no_contrast","unreliable","adjective","other","filler",1,"metal","sink",1,0.666666666666667,0.333333333333333,1,0.5
"no_contrast","unreliable","adjective","target","filler",1,"mobile","phone",1,0.714285714285714,0.428571428571429,1,0.0555555555555556
"no_contrast","unreliable","adjective","competitor","filler",1,"mobile","phone",1,0,0,0,0.193121693121693
"no_contrast","unreliable","adjective","other","filler",1,"mobile","phone",1,0.285714285714286,0,0.571428571428571,0.751322751322751
"no_contrast","unreliable","adjective","target","filler",1,"narrow","tire",1,0.75,0.25,1,0.192743764172336
"no_contrast","unreliable","adjective","competitor","filler",1,"narrow","tire",1,0,0,0,0.378684807256236
"no_contrast","unreliable","adjective","other","filler",1,"narrow","tire",1,0.25,0,0.75,0.428571428571429
"no_contrast","unreliable","adjective","target","filler",1,"nuts","chocolatebar",1,1,1,1,0.150101419878296
"no_contrast","unreliable","adjective","competitor","filler",1,"nuts","chocolatebar",1,0,0,0,0.405679513184584
"no_contrast","unreliable","adjective","other","filler",1,"nuts","chocolatebar",1,0,0,0,0.44421906693712
"no_contrast","unreliable","adjective","target","filler",1,"one","dollarbills",1,1,1,1,0.317460317460317
"no_contrast","unreliable","adjective","competitor","filler",1,"one","dollarbills",1,0,0,0,0.0873015873015873
"no_contrast","unreliable","adjective","other","filler",1,"one","dollarbills",1,0,0,0,0.595238095238095
"no_contrast","unreliable","adjective","target","filler",1,"open","backpack",1,1,1,1,0.440162271805274
"no_contrast","unreliable","adjective","competitor","filler",1,"open","backpack",1,0,0,0,0.21501014198783
"no_contrast","unreliable","adjective","other","filler",1,"open","backpack",1,0,0,0,0.344827586206897
"no_contrast","unreliable","adjective","target","filler",1,"open","book",1,0.8,0.4,1,0.125220458553792
"no_contrast","unreliable","adjective","competitor","filler",1,"open","book",1,0,0,0,0.514991181657848
"no_contrast","unreliable","adjective","other","filler",1,"open","book",1,0.2,0,0.6,0.35978835978836
"no_contrast","unreliable","adjective","target","filler",1,"open","box",1,1,1,1,0.144620811287478
"no_contrast","unreliable","adjective","competitor","filler",1,"open","box",1,0,0,0,0.583774250440917
"no_contrast","unreliable","adjective","other","filler",1,"open","box",1,0,0,0,0.271604938271605
"no_contrast","unreliable","adjective","target","filler",1,"open","coffin",1,1,1,1,0.185185185185185
"no_contrast","unreliable","adjective","competitor","filler",1,"open","coffin",1,0,0,0,0.289241622574956
"no_contrast","unreliable","adjective","other","filler",1,"open","coffin",1,0,0,0,0.525573192239859
"no_contrast","unreliable","adjective","target","filler",1,"open","lock",1,1,1,1,0.335600907029478
"no_contrast","unreliable","adjective","competitor","filler",1,"open","lock",1,0,0,0,0.560090702947846
"no_contrast","unreliable","adjective","other","filler",1,"open","lock",1,0,0,0,0.104308390022676
"no_contrast","unreliable","adjective","target","filler",1,"pink","cooler",1,0.5,0,1,0.38785046728972
"no_contrast","unreliable","adjective","competitor","filler",1,"pink","cooler",1,0,0,0,0.303738317757009
"no_contrast","unreliable","adjective","other","filler",1,"pink","cooler",1,0.5,0,1,0.308411214953271
"no_contrast","unreliable","adjective","target","filler",1,"pink","eraser",1,1,1,1,0.284574468085106
"no_contrast","unreliable","adjective","competitor","filler",1,"pink","eraser",1,0,0,0,0.393617021276596
"no_contrast","unreliable","adjective","other","filler",1,"pink","eraser",1,0,0,0,0.321808510638298
"no_contrast","unreliable","adjective","target","filler",1,"plastic","fork",1,0.75,0.25,1,0.107427055702918
"no_contrast","unreliable","adjective","competitor","filler",1,"plastic","fork",1,0,0,0,0.510610079575597
"no_contrast","unreliable","adjective","other","filler",1,"plastic","fork",1,0.25,0,0.75,0.381962864721485
"no_contrast","unreliable","adjective","target","filler",1,"rainbow","slinky",1,1,1,1,0.209876543209877
"no_contrast","unreliable","adjective","competitor","filler",1,"rainbow","slinky",1,0,0,0,0.343915343915344
"no_contrast","unreliable","adjective","other","filler",1,"rainbow","slinky",1,0,0,0,0.44620811287478
"no_contrast","unreliable","adjective","target","filler",1,"reading","glasses",1,1,1,1,0.206349206349206
"no_contrast","unreliable","adjective","competitor","filler",1,"reading","glasses",1,0,0,0,0.440917107583774
"no_contrast","unreliable","adjective","other","filler",1,"reading","glasses",1,0,0,0,0.352733686067019
"no_contrast","unreliable","adjective","target","filler",1,"red","apple",1,1,1,1,0.279365079365079
"no_contrast","unreliable","adjective","competitor","filler",1,"red","apple",1,0,0,0,0.33968253968254
"no_contrast","unreliable","adjective","other","filler",1,"red","apple",1,0,0,0,0.380952380952381
"no_contrast","unreliable","adjective","target","filler",1,"red","bathingsuit",1,1,1,1,0.415760869565217
"no_contrast","unreliable","adjective","competitor","filler",1,"red","bathingsuit",1,0,0,0,0.278532608695652
"no_contrast","unreliable","adjective","other","filler",1,"red","bathingsuit",1,0,0,0,0.30570652173913
"no_contrast","unreliable","adjective","target","filler",1,"red","pin",1,1,1,1,0.0942622950819672
"no_contrast","unreliable","adjective","competitor","filler",1,"red","pin",1,0,0,0,0.401639344262295
"no_contrast","unreliable","adjective","other","filler",1,"red","pin",1,0,0,0,0.504098360655738
"no_contrast","unreliable","adjective","target","filler",1,"red","toothbrush",1,0.875,0.625,1,0.464285714285714
"no_contrast","unreliable","adjective","competitor","filler",1,"red","toothbrush",1,0,0,0,0.0357142857142857
"no_contrast","unreliable","adjective","other","filler",1,"red","toothbrush",1,0.125,0,0.375,0.5
"no_contrast","unreliable","adjective","target","filler",1,"red","wine",1,0,0,0,0.247619047619048
"no_contrast","unreliable","adjective","competitor","filler",1,"red","wine",1,0,0,0,0.250793650793651
"no_contrast","unreliable","adjective","other","filler",1,"red","wine",1,1,1,1,0.501587301587302
"no_contrast","unreliable","adjective","target","filler",1,"round","chocolatecandy",1,0.75,0.25,1,0.284126984126984
"no_contrast","unreliable","adjective","competitor","filler",1,"round","chocolatecandy",1,0,0,0,0.304761904761905
"no_contrast","unreliable","adjective","other","filler",1,"round","chocolatecandy",1,0.25,0,0.75,0.411111111111111
"no_contrast","unreliable","adjective","target","filler",1,"round","cracker",1,1,1,1,0.243386243386243
"no_contrast","unreliable","adjective","competitor","filler",1,"round","cracker",1,0,0,0,0.177248677248677
"no_contrast","unreliable","adjective","other","filler",1,"round","cracker",1,0,0,0,0.579365079365079
"no_contrast","unreliable","adjective","target","filler",1,"round","loafofbread",1,1,1,1,0.283446712018141
"no_contrast","unreliable","adjective","competitor","filler",1,"round","loafofbread",1,0,0,0,0.253968253968254
"no_contrast","unreliable","adjective","other","filler",1,"round","loafofbread",1,0,0,0,0.462585034013605
"no_contrast","unreliable","adjective","target","filler",1,"round","tupperware",1,1,1,1,0.158653846153846
"no_contrast","unreliable","adjective","competitor","filler",1,"round","tupperware",1,0,0,0,0.211538461538462
"no_contrast","unreliable","adjective","other","filler",1,"round","tupperware",1,0,0,0,0.629807692307692
"no_contrast","unreliable","adjective","target","filler",1,"rubber","duck",1,0.666666666666667,0,1,0.317460317460317
"no_contrast","unreliable","adjective","competitor","filler",1,"rubber","duck",1,0,0,0,0.195767195767196
"no_contrast","unreliable","adjective","other","filler",1,"rubber","duck",1,0.333333333333333,0,1,0.486772486772487
"no_contrast","unreliable","adjective","target","filler",1,"shorthair","puppet",1,0.857142857142857,0.571428571428571,1,0.26984126984127
"no_contrast","unreliable","adjective","competitor","filler",1,"shorthair","puppet",1,0,0,0,0.217687074829932
"no_contrast","unreliable","adjective","other","filler",1,"shorthair","puppet",1,0.142857142857143,0,0.428571428571429,0.512471655328798
"no_contrast","unreliable","adjective","target","filler",1,"spotted","cow",1,0.75,0.25,1,0.0952380952380952
"no_contrast","unreliable","adjective","competitor","filler",1,"spotted","cow",1,0,0,0,0.231746031746032
"no_contrast","unreliable","adjective","other","filler",1,"spotted","cow",1,0.25,0,0.75,0.673015873015873
"no_contrast","unreliable","adjective","target","filler",1,"strawberry","icecream",1,1,1,1,0.167548500881834
"no_contrast","unreliable","adjective","competitor","filler",1,"strawberry","icecream",1,0,0,0,0.582010582010582
"no_contrast","unreliable","adjective","other","filler",1,"strawberry","icecream",1,0,0,0,0.250440917107584
"no_contrast","unreliable","adjective","target","filler",1,"strawberry","pie",1,1,1,1,0.161904761904762
"no_contrast","unreliable","adjective","competitor","filler",1,"strawberry","pie",1,0,0,0,0.574603174603175
"no_contrast","unreliable","adjective","other","filler",1,"strawberry","pie",1,0,0,0,0.263492063492063
"no_contrast","unreliable","adjective","target","filler",1,"tricolor","pasta",1,1,1,1,0.169312169312169
"no_contrast","unreliable","adjective","competitor","filler",1,"tricolor","pasta",1,0,0,0,0.493827160493827
"no_contrast","unreliable","adjective","other","filler",1,"tricolor","pasta",1,0,0,0,0.336860670194004
"no_contrast","unreliable","adjective","target","filler",1,"twoslot","toaster",1,1,1,1,0.082010582010582
"no_contrast","unreliable","adjective","competitor","filler",1,"twoslot","toaster",1,0,0,0,0.468253968253968
"no_contrast","unreliable","adjective","other","filler",1,"twoslot","toaster",1,0,0,0,0.44973544973545
"no_contrast","unreliable","adjective","target","filler",1,"whole","lemon",1,0.5,0.125,0.875,0.123321123321123
"no_contrast","unreliable","adjective","competitor","filler",1,"whole","lemon",1,0,0,0,0.400488400488401
"no_contrast","unreliable","adjective","other","filler",1,"whole","lemon",1,0.5,0.125,0.875,0.476190476190476
"no_contrast","unreliable","adjective","target","filler",1,"wood","hanger",1,0,0,0,0.0920634920634921
"no_contrast","unreliable","adjective","competitor","filler",1,"wood","hanger",1,0,0,0,0.380952380952381
"no_contrast","unreliable","adjective","other","filler",1,"wood","hanger",1,1,1,1,0.526984126984127
"no_contrast","unreliable","adjective","target","filler",1,"wrapped","candy",1,1,1,1,0.213403880070547
"no_contrast","unreliable","adjective","competitor","filler",1,"wrapped","candy",1,0,0,0,0.326278659611993
"no_contrast","unreliable","adjective","other","filler",1,"wrapped","candy",1,0,0,0,0.46031746031746
"no_contrast","unreliable","adjective","target","filler",1,"yellow","highlighter",1,1,1,1,0.341269841269841
"no_contrast","unreliable","adjective","competitor","filler",1,"yellow","highlighter",1,0,0,0,0.119047619047619
"no_contrast","unreliable","adjective","other","filler",1,"yellow","highlighter",1,0,0,0,0.53968253968254
"no_contrast","unreliable","adjective","target","filler",1,"yellow","plate",1,1,1,1,0.163059163059163
"no_contrast","unreliable","adjective","competitor","filler",1,"yellow","plate",1,0,0,0,0.369408369408369
"no_contrast","unreliable","adjective","other","filler",1,"yellow","plate",1,0,0,0,0.467532467532468
"no_contrast","unreliable","adjective","target","filler",1,"yellow","watch",1,1,1,1,0.101190476190476
"no_contrast","unreliable","adjective","competitor","filler",1,"yellow","watch",1,0,0,0,0.275793650793651
"no_contrast","unreliable","adjective","other","filler",1,"yellow","watch",1,0,0,0,0.623015873015873
"no_contrast","unreliable","adjective","target","filler",2,"barn","mailbox",1,0.833333333333333,0.5,1,0.138888888888889
"no_contrast","unreliable","adjective","competitor","filler",2,"barn","mailbox",1,0,0,0,0.251984126984127
"no_contrast","unreliable","adjective","other","filler",2,"barn","mailbox",1,0.166666666666667,0,0.5,0.609126984126984
"no_contrast","unreliable","adjective","target","filler",2,"black","shorts",1,1,1,1,0.276190476190476
"no_contrast","unreliable","adjective","competitor","filler",2,"black","shorts",1,0,0,0,0.146031746031746
"no_contrast","unreliable","adjective","other","filler",2,"black","shorts",1,0,0,0,0.577777777777778
"no_contrast","unreliable","adjective","target","filler",2,"blue","balloon",1,1,1,1,0.423809523809524
"no_contrast","unreliable","adjective","competitor","filler",2,"blue","balloon",1,0,0,0,0.168253968253968
"no_contrast","unreliable","adjective","other","filler",2,"blue","balloon",1,0,0,0,0.407936507936508
"no_contrast","unreliable","adjective","target","filler",2,"blue","bow",1,1,1,1,0.3718820861678
"no_contrast","unreliable","adjective","competitor","filler",2,"blue","bow",1,0,0,0,0.106575963718821
"no_contrast","unreliable","adjective","other","filler",2,"blue","bow",1,0,0,0,0.521541950113379
"no_contrast","unreliable","adjective","target","filler",2,"cocktail","umbrella",1,1,1,1,0.176190476190476
"no_contrast","unreliable","adjective","competitor","filler",2,"cocktail","umbrella",1,0,0,0,0.3
"no_contrast","unreliable","adjective","other","filler",2,"cocktail","umbrella",1,0,0,0,0.523809523809524
"no_contrast","unreliable","adjective","target","filler",2,"coffee","cup",1,1,1,1,0.185185185185185
"no_contrast","unreliable","adjective","competitor","filler",2,"coffee","cup",1,0,0,0,0.521164021164021
"no_contrast","unreliable","adjective","other","filler",2,"coffee","cup",1,0,0,0,0.293650793650794
"no_contrast","unreliable","adjective","target","filler",2,"convertible","car",1,1,1,1,0.155202821869489
"no_contrast","unreliable","adjective","competitor","filler",2,"convertible","car",1,0,0,0,0.206349206349206
"no_contrast","unreliable","adjective","other","filler",2,"convertible","car",1,0,0,0,0.638447971781305
"no_contrast","unreliable","adjective","target","filler",2,"dog","robot",1,1,1,1,0.0337301587301587
"no_contrast","unreliable","adjective","competitor","filler",2,"dog","robot",1,0,0,0,0.46031746031746
"no_contrast","unreliable","adjective","other","filler",2,"dog","robot",1,0,0,0,0.505952380952381
"no_contrast","unreliable","adjective","target","filler",2,"electric","guitar",1,1,1,1,0.421768707482993
"no_contrast","unreliable","adjective","competitor","filler",2,"electric","guitar",1,0,0,0,0.195011337868481
"no_contrast","unreliable","adjective","other","filler",2,"electric","guitar",1,0,0,0,0.383219954648526
"no_contrast","unreliable","adjective","target","filler",2,"electric","kettle",1,1,1,1,0.103174603174603
"no_contrast","unreliable","adjective","competitor","filler",2,"electric","kettle",1,0,0,0,0.425925925925926
"no_contrast","unreliable","adjective","other","filler",2,"electric","kettle",1,0,0,0,0.470899470899471
"no_contrast","unreliable","adjective","target","filler",2,"fivecent","coins",1,1,1,1,0.277777777777778
"no_contrast","unreliable","adjective","competitor","filler",2,"fivecent","coins",1,0,0,0,0.30952380952381
"no_contrast","unreliable","adjective","other","filler",2,"fivecent","coins",1,0,0,0,0.412698412698413
"no_contrast","unreliable","adjective","target","filler",2,"fountain","pen",1,1,1,1,0.126984126984127
"no_contrast","unreliable","adjective","competitor","filler",2,"fountain","pen",1,0,0,0,0.341269841269841
"no_contrast","unreliable","adjective","other","filler",2,"fountain","pen",1,0,0,0,0.531746031746032
"no_contrast","unreliable","adjective","target","filler",2,"glass","bottle",1,1,1,1,0.353896103896104
"no_contrast","unreliable","adjective","competitor","filler",2,"glass","bottle",1,0,0,0,0.246753246753247
"no_contrast","unreliable","adjective","other","filler",2,"glass","bottle",1,0,0,0,0.399350649350649
"no_contrast","unreliable","adjective","target","filler",2,"glazed","donut",1,1,1,1,0.295238095238095
"no_contrast","unreliable","adjective","competitor","filler",2,"glazed","donut",1,0,0,0,0.441269841269841
"no_contrast","unreliable","adjective","other","filler",2,"glazed","donut",1,0,0,0,0.263492063492063
"no_contrast","unreliable","adjective","target","filler",2,"gold","bracelet",1,1,1,1,0.312169312169312
"no_contrast","unreliable","adjective","competitor","filler",2,"gold","bracelet",1,0,0,0,0.435626102292769
"no_contrast","unreliable","adjective","other","filler",2,"gold","bracelet",1,0,0,0,0.252204585537919
"no_contrast","unreliable","adjective","target","filler",2,"green","bellpeppers",1,1,1,1,0.419871794871795
"no_contrast","unreliable","adjective","competitor","filler",2,"green","bellpeppers",1,0,0,0,0.269230769230769
"no_contrast","unreliable","adjective","other","filler",2,"green","bellpeppers",1,0,0,0,0.310897435897436
"no_contrast","unreliable","adjective","target","filler",2,"green","cabbage",1,1,1,1,0.293650793650794
"no_contrast","unreliable","adjective","competitor","filler",2,"green","cabbage",1,0,0,0,0.51984126984127
"no_contrast","unreliable","adjective","other","filler",2,"green","cabbage",1,0,0,0,0.186507936507937
"no_contrast","unreliable","adjective","target","filler",2,"green","lightbulb",1,1,1,1,0.335600907029478
"no_contrast","unreliable","adjective","competitor","filler",2,"green","lightbulb",1,0,0,0,0.285714285714286
"no_contrast","unreliable","adjective","other","filler",2,"green","lightbulb",1,0,0,0,0.378684807256236
"no_contrast","unreliable","adjective","target","filler",2,"green","mixer",1,0.875,0.625,1,0.349206349206349
"no_contrast","unreliable","adjective","competitor","filler",2,"green","mixer",1,0,0,0,0.130952380952381
"no_contrast","unreliable","adjective","other","filler",2,"green","mixer",1,0.125,0,0.375,0.51984126984127
"no_contrast","unreliable","adjective","target","filler",2,"hand","mirror",1,1,1,1,0.217893217893218
"no_contrast","unreliable","adjective","competitor","filler",2,"hand","mirror",1,0,0,0,0.258297258297258
"no_contrast","unreliable","adjective","other","filler",2,"hand","mirror",1,0,0,0,0.523809523809524
"no_contrast","unreliable","adjective","target","filler",2,"hawaiian","shirt",1,1,1,1,0.273015873015873
"no_contrast","unreliable","adjective","competitor","filler",2,"hawaiian","shirt",1,0,0,0,0.333333333333333
"no_contrast","unreliable","adjective","other","filler",2,"hawaiian","shirt",1,0,0,0,0.393650793650794
"no_contrast","unreliable","adjective","target","filler",2,"heart","candy",1,1,1,1,0.40952380952381
"no_contrast","unreliable","adjective","competitor","filler",2,"heart","candy",1,0,0,0,0.333333333333333
"no_contrast","unreliable","adjective","other","filler",2,"heart","candy",1,0,0,0,0.257142857142857
"no_contrast","unreliable","adjective","target","filler",2,"lion","doorknocker",1,1,1,1,0.213523131672598
"no_contrast","unreliable","adjective","competitor","filler",2,"lion","doorknocker",1,0,0,0,0.250889679715303
"no_contrast","unreliable","adjective","other","filler",2,"lion","doorknocker",1,0,0,0,0.5355871886121
"no_contrast","unreliable","adjective","target","filler",2,"metal","sink",1,0.571428571428571,0.282142857142857,1,0.314814814814815
"no_contrast","unreliable","adjective","competitor","filler",2,"metal","sink",1,0,0,0,0.341269841269841
"no_contrast","unreliable","adjective","other","filler",2,"metal","sink",1,0.428571428571429,0.142857142857143,0.857142857142857,0.343915343915344
"no_contrast","unreliable","adjective","target","filler",2,"mobile","phone",1,1,1,1,0.409171075837742
"no_contrast","unreliable","adjective","competitor","filler",2,"mobile","phone",1,0,0,0,0.303350970017637
"no_contrast","unreliable","adjective","other","filler",2,"mobile","phone",1,0,0,0,0.287477954144621
"no_contrast","unreliable","adjective","target","filler",2,"narrow","tire",1,0.666666666666667,0.333333333333333,1,0.0975056689342404
"no_contrast","unreliable","adjective","competitor","filler",2,"narrow","tire",1,0,0,0,0.394557823129252
"no_contrast","unreliable","adjective","other","filler",2,"narrow","tire",1,0.333333333333333,0,0.666666666666667,0.507936507936508
"no_contrast","unreliable","adjective","target","filler",2,"nuts","chocolatebar",1,1,1,1,0.373015873015873
"no_contrast","unreliable","adjective","competitor","filler",2,"nuts","chocolatebar",1,0,0,0,0.241269841269841
"no_contrast","unreliable","adjective","other","filler",2,"nuts","chocolatebar",1,0,0,0,0.385714285714286
"no_contrast","unreliable","adjective","target","filler",2,"one","dollarbills",1,0.75,0.375,1,0.128968253968254
"no_contrast","unreliable","adjective","competitor","filler",2,"one","dollarbills",1,0,0,0,0.373015873015873
"no_contrast","unreliable","adjective","other","filler",2,"one","dollarbills",1,0.25,0,0.625,0.498015873015873
"no_contrast","unreliable","adjective","target","filler",2,"open","backpack",1,1,1,1,0.0939153439153439
"no_contrast","unreliable","adjective","competitor","filler",2,"open","backpack",1,0,0,0,0.264550264550265
"no_contrast","unreliable","adjective","other","filler",2,"open","backpack",1,0,0,0,0.641534391534392
"no_contrast","unreliable","adjective","target","filler",2,"open","book",1,1,1,1,0
"no_contrast","unreliable","adjective","competitor","filler",2,"open","book",1,0,0,0,0.478458049886621
"no_contrast","unreliable","adjective","other","filler",2,"open","book",1,0,0,0,0.521541950113379
"no_contrast","unreliable","adjective","target","filler",2,"open","box",1,1,1,1,0.312698412698413
"no_contrast","unreliable","adjective","competitor","filler",2,"open","box",1,0,0,0,0.228571428571429
"no_contrast","unreliable","adjective","other","filler",2,"open","box",1,0,0,0,0.458730158730159
"no_contrast","unreliable","adjective","target","filler",2,"open","coffin",1,1,1,1,0.297520661157025
"no_contrast","unreliable","adjective","competitor","filler",2,"open","coffin",1,0,0,0,0.121900826446281
"no_contrast","unreliable","adjective","other","filler",2,"open","coffin",1,0,0,0,0.580578512396694
"no_contrast","unreliable","adjective","target","filler",2,"open","lock",1,1,1,1,0.371890547263682
"no_contrast","unreliable","adjective","competitor","filler",2,"open","lock",1,0,0,0,0.32089552238806
"no_contrast","unreliable","adjective","other","filler",2,"open","lock",1,0,0,0,0.307213930348259
"no_contrast","unreliable","adjective","target","filler",2,"pink","cooler",1,0.75,0.25,1,0.148148148148148
"no_contrast","unreliable","adjective","competitor","filler",2,"pink","cooler",1,0,0,0,0.292768959435626
"no_contrast","unreliable","adjective","other","filler",2,"pink","cooler",1,0.25,0,0.75,0.559082892416226
"no_contrast","unreliable","adjective","target","filler",2,"pink","eraser",1,1,1,1,0.0396825396825397
"no_contrast","unreliable","adjective","competitor","filler",2,"pink","eraser",1,0,0,0,0.497354497354497
"no_contrast","unreliable","adjective","other","filler",2,"pink","eraser",1,0,0,0,0.462962962962963
"no_contrast","unreliable","adjective","target","filler",2,"plastic","fork",1,0.75,0.25,1,0.0987654320987654
"no_contrast","unreliable","adjective","competitor","filler",2,"plastic","fork",1,0,0,0,0.232804232804233
"no_contrast","unreliable","adjective","other","filler",2,"plastic","fork",1,0.25,0,0.75,0.668430335097002
"no_contrast","unreliable","adjective","target","filler",2,"rainbow","slinky",1,1,1,1,0.126984126984127
"no_contrast","unreliable","adjective","competitor","filler",2,"rainbow","slinky",1,0,0,0,0.444444444444444
"no_contrast","unreliable","adjective","other","filler",2,"rainbow","slinky",1,0,0,0,0.428571428571429
"no_contrast","unreliable","adjective","target","filler",2,"reading","glasses",1,1,1,1,0.149206349206349
"no_contrast","unreliable","adjective","competitor","filler",2,"reading","glasses",1,0,0,0,0.311111111111111
"no_contrast","unreliable","adjective","other","filler",2,"reading","glasses",1,0,0,0,0.53968253968254
"no_contrast","unreliable","adjective","target","filler",2,"red","apple",1,1,1,1,0.325396825396825
"no_contrast","unreliable","adjective","competitor","filler",2,"red","apple",1,0,0,0,0.311507936507937
"no_contrast","unreliable","adjective","other","filler",2,"red","apple",1,0,0,0,0.363095238095238
"no_contrast","unreliable","adjective","target","filler",2,"red","bathingsuit",1,1,1,1,0.149659863945578
"no_contrast","unreliable","adjective","competitor","filler",2,"red","bathingsuit",1,0,0,0,0.251700680272109
"no_contrast","unreliable","adjective","other","filler",2,"red","bathingsuit",1,0,0,0,0.598639455782313
"no_contrast","unreliable","adjective","target","filler",2,"red","pin",1,1,1,1,0.189090909090909
"no_contrast","unreliable","adjective","competitor","filler",2,"red","pin",1,0,0,0,0.516363636363636
"no_contrast","unreliable","adjective","other","filler",2,"red","pin",1,0,0,0,0.294545454545455
"no_contrast","unreliable","adjective","target","filler",2,"red","toothbrush",1,0.5,0,1,0.167800453514739
"no_contrast","unreliable","adjective","competitor","filler",2,"red","toothbrush",1,0,0,0,0.321995464852608
"no_contrast","unreliable","adjective","other","filler",2,"red","toothbrush",1,0.5,0,1,0.510204081632653
"no_contrast","unreliable","adjective","target","filler",2,"red","wine",1,0.833333333333333,0.5,1,0.39047619047619
"no_contrast","unreliable","adjective","competitor","filler",2,"red","wine",1,0,0,0,0.152380952380952
"no_contrast","unreliable","adjective","other","filler",2,"red","wine",1,0.166666666666667,0,0.5,0.457142857142857
"no_contrast","unreliable","adjective","target","filler",2,"round","chocolatecandy",1,0.666666666666667,0.333333333333333,1,0.417989417989418
"no_contrast","unreliable","adjective","competitor","filler",2,"round","chocolatecandy",1,0,0,0,0.0767195767195767
"no_contrast","unreliable","adjective","other","filler",2,"round","chocolatecandy",1,0.333333333333333,0,0.666666666666667,0.505291005291005
"no_contrast","unreliable","adjective","target","filler",2,"round","cracker",1,0.75,0.25,1,0.243386243386243
