"cond","pragContext","window","Region","trialType","quarter","feature","noun","list","prop_selections","ymin_selections","ymax_selections","prop_looks"
"contrast","reliable","adjective","competitor","filler",3,"lion","doorknocker",2,0,0,0,0.323214285714286
"contrast","reliable","adjective","other","filler",3,"lion","doorknocker",2,0,0,0,0.369642857142857
"contrast","reliable","adjective","target","filler",3,"metal","sink",2,0.75,0.5,1,0.109126984126984
"contrast","reliable","adjective","competitor","filler",3,"metal","sink",2,0,0,0,0.313492063492063
"contrast","reliable","adjective","other","filler",3,"metal","sink",2,0.25,0,0.625,0.577380952380952
"contrast","reliable","adjective","target","filler",3,"mobile","phone",2,0.857142857142857,0.571428571428571,1,0.325396825396825
"contrast","reliable","adjective","competitor","filler",3,"mobile","phone",2,0,0,0,0.579365079365079
"contrast","reliable","adjective","other","filler",3,"mobile","phone",2,0.142857142857143,0,0.428571428571429,0.0952380952380952
"contrast","reliable","adjective","target","filler",3,"nuts","chocolatebar",2,1,1,1,0.332010582010582
"contrast","reliable","adjective","competitor","filler",3,"nuts","chocolatebar",2,0,0,0,0.224867724867725
"contrast","reliable","adjective","other","filler",3,"nuts","chocolatebar",2,0,0,0,0.443121693121693
"contrast","reliable","adjective","target","filler",3,"one","dollarbills",2,1,1,1,0.380952380952381
"contrast","reliable","adjective","competitor","filler",3,"one","dollarbills",2,0,0,0,0.158730158730159
"contrast","reliable","adjective","other","filler",3,"one","dollarbills",2,0,0,0,0.46031746031746
"contrast","reliable","adjective","target","filler",3,"open","backpack",2,1,1,1,0.688888888888889
"contrast","reliable","adjective","competitor","filler",3,"open","backpack",2,0,0,0,0.0825396825396825
"contrast","reliable","adjective","other","filler",3,"open","backpack",2,0,0,0,0.228571428571429
"contrast","reliable","adjective","target","filler",3,"open","book",2,1,1,1,0.218253968253968
"contrast","reliable","adjective","competitor","filler",3,"open","book",2,0,0,0,0.341269841269841
"contrast","reliable","adjective","other","filler",3,"open","book",2,0,0,0,0.44047619047619
"contrast","reliable","adjective","target","filler",3,"open","box",2,0.666666666666667,0,1,0.252204585537919
"contrast","reliable","adjective","competitor","filler",3,"open","box",2,0,0,0,0.410934744268078
"contrast","reliable","adjective","other","filler",3,"open","box",2,0.333333333333333,0,1,0.336860670194004
"contrast","reliable","adjective","target","filler",3,"open","coffin",2,0.833333333333333,0.5,1,0.264550264550265
"contrast","reliable","adjective","competitor","filler",3,"open","coffin",2,0,0,0,0.303350970017637
"contrast","reliable","adjective","other","filler",3,"open","coffin",2,0.166666666666667,0,0.5,0.432098765432099
"contrast","reliable","adjective","target","filler",3,"open","lock",2,1,1,1,0.426807760141093
"contrast","reliable","adjective","competitor","filler",3,"open","lock",2,0,0,0,0.165784832451499
"contrast","reliable","adjective","other","filler",3,"open","lock",2,0,0,0,0.407407407407407
"contrast","reliable","adjective","target","filler",3,"pink","cooler",2,1,1,1,0.19533527696793
"contrast","reliable","adjective","competitor","filler",3,"pink","cooler",2,0,0,0,0.266763848396501
"contrast","reliable","adjective","other","filler",3,"pink","cooler",2,0,0,0,0.537900874635568
"contrast","reliable","adjective","target","filler",3,"pink","eraser",2,1,1,1,0.265206812652068
"contrast","reliable","adjective","competitor","filler",3,"pink","eraser",2,0,0,0,0.435523114355231
"contrast","reliable","adjective","other","filler",3,"pink","eraser",2,0,0,0,0.299270072992701
"contrast","reliable","adjective","target","filler",3,"plastic","fork",2,1,1,1,0.206349206349206
"contrast","reliable","adjective","competitor","filler",3,"plastic","fork",2,0,0,0,0.396825396825397
"contrast","reliable","adjective","other","filler",3,"plastic","fork",2,0,0,0,0.396825396825397
"contrast","reliable","adjective","target","filler",3,"rainbow","slinky",2,1,1,1,0.273851590106007
"contrast","reliable","adjective","competitor","filler",3,"rainbow","slinky",2,0,0,0,0.332155477031802
"contrast","reliable","adjective","other","filler",3,"rainbow","slinky",2,0,0,0,0.393992932862191
"contrast","reliable","adjective","target","filler",3,"reading","glasses",2,1,1,1,0.21031746031746
"contrast","reliable","adjective","competitor","filler",3,"reading","glasses",2,0,0,0,0.553571428571429
"contrast","reliable","adjective","other","filler",3,"reading","glasses",2,0,0,0,0.236111111111111
"contrast","reliable","adjective","target","filler",3,"red","apple",2,1,1,1,0.353174603174603
"contrast","reliable","adjective","competitor","filler",3,"red","apple",2,0,0,0,0.192460317460317
"contrast","reliable","adjective","other","filler",3,"red","apple",2,0,0,0,0.454365079365079
"contrast","reliable","adjective","target","filler",3,"red","bathingsuit",2,1,1,1,0.405643738977072
"contrast","reliable","adjective","competitor","filler",3,"red","bathingsuit",2,0,0,0,0.199294532627866
"contrast","reliable","adjective","other","filler",3,"red","bathingsuit",2,0,0,0,0.395061728395062
"contrast","reliable","adjective","target","filler",3,"red","pin",2,1,1,1,0.265873015873016
"contrast","reliable","adjective","competitor","filler",3,"red","pin",2,0,0,0,0.545634920634921
"contrast","reliable","adjective","other","filler",3,"red","pin",2,0,0,0,0.188492063492063
"contrast","reliable","adjective","target","filler",3,"red","toothbrush",2,1,1,1,0.244258872651357
"contrast","reliable","adjective","competitor","filler",3,"red","toothbrush",2,0,0,0,0.269311064718163
"contrast","reliable","adjective","other","filler",3,"red","toothbrush",2,0,0,0,0.48643006263048
"contrast","reliable","adjective","target","filler",3,"red","wine",2,1,1,1,0.499118165784832
"contrast","reliable","adjective","competitor","filler",3,"red","wine",2,0,0,0,0.199294532627866
"contrast","reliable","adjective","other","filler",3,"red","wine",2,0,0,0,0.301587301587302
"contrast","reliable","adjective","target","filler",3,"round","chocolatecandy",2,1,1,1,0.317460317460317
"contrast","reliable","adjective","competitor","filler",3,"round","chocolatecandy",2,0,0,0,0.325396825396825
"contrast","reliable","adjective","other","filler",3,"round","chocolatecandy",2,0,0,0,0.357142857142857
"contrast","reliable","adjective","target","filler",3,"round","cracker",2,1,1,1,0.120634920634921
"contrast","reliable","adjective","competitor","filler",3,"round","cracker",2,0,0,0,0.320634920634921
"contrast","reliable","adjective","other","filler",3,"round","cracker",2,0,0,0,0.558730158730159
"contrast","reliable","adjective","target","filler",3,"round","loafofbread",2,1,1,1,0.0981240981240981
"contrast","reliable","adjective","competitor","filler",3,"round","loafofbread",2,0,0,0,0.31024531024531
"contrast","reliable","adjective","other","filler",3,"round","loafofbread",2,0,0,0,0.591630591630592
"contrast","reliable","adjective","target","filler",3,"round","tupperware",2,1,1,1,0.425396825396825
"contrast","reliable","adjective","competitor","filler",3,"round","tupperware",2,0,0,0,0.171428571428571
"contrast","reliable","adjective","other","filler",3,"round","tupperware",2,0,0,0,0.403174603174603
"contrast","reliable","adjective","target","filler",3,"rubber","duck",2,1,1,1,0.246913580246914
"contrast","reliable","adjective","competitor","filler",3,"rubber","duck",2,0,0,0,0.238095238095238
"contrast","reliable","adjective","other","filler",3,"rubber","duck",2,0,0,0,0.514991181657848
"contrast","reliable","adjective","target","filler",3,"shorthair","puppet",2,1,1,1,0.238095238095238
"contrast","reliable","adjective","competitor","filler",3,"shorthair","puppet",2,0,0,0,0.305114638447972
"contrast","reliable","adjective","other","filler",3,"shorthair","puppet",2,0,0,0,0.45679012345679
"contrast","reliable","adjective","target","filler",3,"spotted","cow",2,1,1,1,0.220779220779221
"contrast","reliable","adjective","competitor","filler",3,"spotted","cow",2,0,0,0,0.366522366522367
"contrast","reliable","adjective","other","filler",3,"spotted","cow",2,0,0,0,0.412698412698413
"contrast","reliable","adjective","target","filler",3,"strawberry","icecream",2,1,1,1,0.507936507936508
"contrast","reliable","adjective","competitor","filler",3,"strawberry","icecream",2,0,0,0,0.17989417989418
"contrast","reliable","adjective","other","filler",3,"strawberry","icecream",2,0,0,0,0.312169312169312
"contrast","reliable","adjective","target","filler",3,"strawberry","pie",2,1,1,1,0.315873015873016
"contrast","reliable","adjective","competitor","filler",3,"strawberry","pie",2,0,0,0,0.406349206349206
"contrast","reliable","adjective","other","filler",3,"strawberry","pie",2,0,0,0,0.277777777777778
"contrast","reliable","adjective","target","filler",3,"tricolor","pasta",2,1,1,1,0.312169312169312
"contrast","reliable","adjective","competitor","filler",3,"tricolor","pasta",2,0,0,0,0.343915343915344
"contrast","reliable","adjective","other","filler",3,"tricolor","pasta",2,0,0,0,0.343915343915344
"contrast","reliable","adjective","target","filler",3,"twoslot","toaster",2,0.75,0.25,1,0.503968253968254
"contrast","reliable","adjective","competitor","filler",3,"twoslot","toaster",2,0,0,0,0.0833333333333333
"contrast","reliable","adjective","other","filler",3,"twoslot","toaster",2,0.25,0,0.75,0.412698412698413
"contrast","reliable","adjective","target","filler",3,"whole","lemon",2,1,1,1,0.294784580498866
"contrast","reliable","adjective","competitor","filler",3,"whole","lemon",2,0,0,0,0.226757369614512
"contrast","reliable","adjective","other","filler",3,"whole","lemon",2,0,0,0,0.478458049886621
"contrast","reliable","adjective","target","filler",3,"wood","hanger",2,0.5,0,1,0.309615384615385
"contrast","reliable","adjective","competitor","filler",3,"wood","hanger",2,0,0,0,0.236538461538462
"contrast","reliable","adjective","other","filler",3,"wood","hanger",2,0.5,0,1,0.453846153846154
"contrast","reliable","adjective","target","filler",3,"wrapped","candy",2,1,1,1,0.392287234042553
"contrast","reliable","adjective","competitor","filler",3,"wrapped","candy",2,0,0,0,0.38563829787234
"contrast","reliable","adjective","other","filler",3,"wrapped","candy",2,0,0,0,0.222074468085106
"contrast","reliable","adjective","target","filler",3,"yellow","highlighter",2,1,1,1,0.410430839002268
"contrast","reliable","adjective","competitor","filler",3,"yellow","highlighter",2,0,0,0,0.485260770975057
"contrast","reliable","adjective","other","filler",3,"yellow","highlighter",2,0,0,0,0.104308390022676
"contrast","reliable","adjective","target","filler",3,"yellow","plate",2,1,1,1,0.173015873015873
"contrast","reliable","adjective","competitor","filler",3,"yellow","plate",2,0,0,0,0.242857142857143
"contrast","reliable","adjective","other","filler",3,"yellow","plate",2,0,0,0,0.584126984126984
"contrast","reliable","adjective","target","filler",3,"yellow","watch",2,0.5,0,1,0.136904761904762
"contrast","reliable","adjective","competitor","filler",3,"yellow","watch",2,0,0,0,0.408730158730159
"contrast","reliable","adjective","other","filler",3,"yellow","watch",2,0.5,0,1,0.454365079365079
"contrast","reliable","adjective","target","filler",4,"barn","mailbox",2,1,1,1,0.317460317460317
"contrast","reliable","adjective","competitor","filler",4,"barn","mailbox",2,0,0,0,0.146825396825397
"contrast","reliable","adjective","other","filler",4,"barn","mailbox",2,0,0,0,0.535714285714286
"contrast","reliable","adjective","target","filler",4,"black","shorts",2,1,1,1,0.238095238095238
"contrast","reliable","adjective","competitor","filler",4,"black","shorts",2,0,0,0,0.00529100529100529
"contrast","reliable","adjective","other","filler",4,"black","shorts",2,0,0,0,0.756613756613757
"contrast","reliable","adjective","target","filler",4,"blue","balloon",2,1,1,1,0.149659863945578
"contrast","reliable","adjective","competitor","filler",4,"blue","balloon",2,0,0,0,0.344671201814059
"contrast","reliable","adjective","other","filler",4,"blue","balloon",2,0,0,0,0.505668934240363
"contrast","reliable","adjective","target","filler",4,"blue","bow",2,1,1,1,0.349358974358974
"contrast","reliable","adjective","competitor","filler",4,"blue","bow",2,0,0,0,0.240384615384615
"contrast","reliable","adjective","other","filler",4,"blue","bow",2,0,0,0,0.41025641025641
"contrast","reliable","adjective","target","filler",4,"cocktail","umbrella",2,0.5,0.166666666666667,0.833333333333333,0.275862068965517
"contrast","reliable","adjective","competitor","filler",4,"cocktail","umbrella",2,0,0,0,0.125226860254083
"contrast","reliable","adjective","other","filler",4,"cocktail","umbrella",2,0.5,0.166666666666667,0.833333333333333,0.598911070780399
"contrast","reliable","adjective","target","filler",4,"coffee","cup",2,0.75,0.25,1,0.244444444444444
"contrast","reliable","adjective","competitor","filler",4,"coffee","cup",2,0,0,0,0.501587301587302
"contrast","reliable","adjective","other","filler",4,"coffee","cup",2,0.25,0,0.75,0.253968253968254
"contrast","reliable","adjective","target","filler",4,"convertible","car",2,1,1,1,0.236897274633124
"contrast","reliable","adjective","competitor","filler",4,"convertible","car",2,0,0,0,0.345911949685535
"contrast","reliable","adjective","other","filler",4,"convertible","car",2,0,0,0,0.417190775681342
"contrast","reliable","adjective","target","filler",4,"dog","robot",2,1,1,1,0.516129032258065
"contrast","reliable","adjective","competitor","filler",4,"dog","robot",2,0,0,0,0.0524193548387097
"contrast","reliable","adjective","other","filler",4,"dog","robot",2,0,0,0,0.431451612903226
"contrast","reliable","adjective","target","filler",4,"electric","guitar",2,1,1,1,0.364620938628159
"contrast","reliable","adjective","competitor","filler",4,"electric","guitar",2,0,0,0,0.346570397111913
"contrast","reliable","adjective","other","filler",4,"electric","guitar",2,0,0,0,0.288808664259928
"contrast","reliable","adjective","target","filler",4,"electric","kettle",2,1,1,1,0.192460317460317
"contrast","reliable","adjective","competitor","filler",4,"electric","kettle",2,0,0,0,0.353174603174603
"contrast","reliable","adjective","other","filler",4,"electric","kettle",2,0,0,0,0.454365079365079
"contrast","reliable","adjective","target","filler",4,"fivecent","coins",2,1,1,1,0.176587301587302
"contrast","reliable","adjective","competitor","filler",4,"fivecent","coins",2,0,0,0,0.311507936507937
"contrast","reliable","adjective","other","filler",4,"fivecent","coins",2,0,0,0,0.511904761904762
"contrast","reliable","adjective","target","filler",4,"fountain","pen",2,1,1,1,0.331065759637188
"contrast","reliable","adjective","competitor","filler",4,"fountain","pen",2,0,0,0,0.183673469387755
"contrast","reliable","adjective","other","filler",4,"fountain","pen",2,0,0,0,0.485260770975057
"contrast","reliable","adjective","target","filler",4,"glass","bottle",2,1,1,1,0.223985890652557
"contrast","reliable","adjective","competitor","filler",4,"glass","bottle",2,0,0,0,0.262786596119929
"contrast","reliable","adjective","other","filler",4,"glass","bottle",2,0,0,0,0.513227513227513
"contrast","reliable","adjective","target","filler",4,"glazed","donut",2,1,1,1,0.345215759849906
"contrast","reliable","adjective","competitor","filler",4,"glazed","donut",2,0,0,0,0.395872420262664
"contrast","reliable","adjective","other","filler",4,"glazed","donut",2,0,0,0,0.25891181988743
"contrast","reliable","adjective","target","filler",4,"gold","bracelet",2,1,1,1,0.494708994708995
"contrast","reliable","adjective","competitor","filler",4,"gold","bracelet",2,0,0,0,0.251322751322751
"contrast","reliable","adjective","other","filler",4,"gold","bracelet",2,0,0,0,0.253968253968254
"contrast","reliable","adjective","target","filler",4,"green","bellpeppers",2,1,1,1,0.311111111111111
"contrast","reliable","adjective","competitor","filler",4,"green","bellpeppers",2,0,0,0,0.16984126984127
"contrast","reliable","adjective","other","filler",4,"green","bellpeppers",2,0,0,0,0.519047619047619
"contrast","reliable","adjective","target","filler",4,"green","cabbage",2,1,1,1,0.169373549883991
"contrast","reliable","adjective","competitor","filler",4,"green","cabbage",2,0,0,0,0.482598607888631
"contrast","reliable","adjective","other","filler",4,"green","cabbage",2,0,0,0,0.348027842227378
"contrast","reliable","adjective","target","filler",4,"green","lightbulb",2,0,0,0,0.393548387096774
"contrast","reliable","adjective","competitor","filler",4,"green","lightbulb",2,0,0,0,0.290322580645161
"contrast","reliable","adjective","other","filler",4,"green","lightbulb",2,1,1,1,0.316129032258064
"contrast","reliable","adjective","target","filler",4,"green","mixer",2,1,1,1,0.310657596371882
"contrast","reliable","adjective","competitor","filler",4,"green","mixer",2,0,0,0,0.260770975056689
"contrast","reliable","adjective","other","filler",4,"green","mixer",2,0,0,0,0.428571428571429
"contrast","reliable","adjective","target","filler",4,"hand","mirror",2,1,1,1,0.149446494464945
"contrast","reliable","adjective","competitor","filler",4,"hand","mirror",2,0,0,0,0.372693726937269
"contrast","reliable","adjective","other","filler",4,"hand","mirror",2,0,0,0,0.477859778597786
"contrast","reliable","adjective","target","filler",4,"hawaiian","shirt",2,1,1,1,0.299319727891156
"contrast","reliable","adjective","competitor","filler",4,"hawaiian","shirt",2,0,0,0,0.219954648526077
"contrast","reliable","adjective","other","filler",4,"hawaiian","shirt",2,0,0,0,0.480725623582766
"contrast","reliable","adjective","target","filler",4,"heart","candy",2,1,1,1,0.301587301587302
"contrast","reliable","adjective","competitor","filler",4,"heart","candy",2,0,0,0,0.158730158730159
"contrast","reliable","adjective","other","filler",4,"heart","candy",2,0,0,0,0.53968253968254
"contrast","reliable","adjective","target","filler",4,"lion","doorknocker",2,1,1,1,0.321995464852608
"contrast","reliable","adjective","competitor","filler",4,"lion","doorknocker",2,0,0,0,0.054421768707483
"contrast","reliable","adjective","other","filler",4,"lion","doorknocker",2,0,0,0,0.623582766439909
"contrast","reliable","adjective","target","filler",4,"metal","sink",2,0,0,0,0.388888888888889
"contrast","reliable","adjective","competitor","filler",4,"metal","sink",2,0,0,0,0.206349206349206
"contrast","reliable","adjective","other","filler",4,"metal","sink",2,1,1,1,0.404761904761905
"contrast","reliable","adjective","target","filler",4,"mobile","phone",2,1,1,1,0.33015873015873
"contrast","reliable","adjective","competitor","filler",4,"mobile","phone",2,0,0,0,0.344444444444444
"contrast","reliable","adjective","other","filler",4,"mobile","phone",2,0,0,0,0.325396825396825
"contrast","reliable","adjective","target","filler",4,"narrow","tire",2,0.875,0.625,1,0.255489021956088
"contrast","reliable","adjective","competitor","filler",4,"narrow","tire",2,0,0,0,0.3812375249501
"contrast","reliable","adjective","other","filler",4,"narrow","tire",2,0.125,0,0.375,0.363273453093812
"contrast","reliable","adjective","target","filler",4,"nuts","chocolatebar",2,1,1,1,0.303854875283447
"contrast","reliable","adjective","competitor","filler",4,"nuts","chocolatebar",2,0,0,0,0.208616780045351
"contrast","reliable","adjective","other","filler",4,"nuts","chocolatebar",2,0,0,0,0.487528344671202
"contrast","reliable","adjective","target","filler",4,"one","dollarbills",2,0.75,0.25,1,0.180952380952381
"contrast","reliable","adjective","competitor","filler",4,"one","dollarbills",2,0,0,0,0.323809523809524
"contrast","reliable","adjective","other","filler",4,"one","dollarbills",2,0.25,0,0.75,0.495238095238095
"contrast","reliable","adjective","target","filler",4,"open","backpack",2,1,1,1,0.0793650793650794
"contrast","reliable","adjective","competitor","filler",4,"open","backpack",2,0,0,0,0.55328798185941
"contrast","reliable","adjective","other","filler",4,"open","backpack",2,0,0,0,0.36734693877551
"contrast","reliable","adjective","target","filler",4,"open","book",2,1,1,1,0.542328042328042
"contrast","reliable","adjective","competitor","filler",4,"open","book",2,0,0,0,0.169312169312169
"contrast","reliable","adjective","other","filler",4,"open","book",2,0,0,0,0.288359788359788
"contrast","reliable","adjective","target","filler",4,"open","box",2,1,1,1,0.339285714285714
"contrast","reliable","adjective","competitor","filler",4,"open","box",2,0,0,0,0.246031746031746
"contrast","reliable","adjective","other","filler",4,"open","box",2,0,0,0,0.41468253968254
"contrast","reliable","adjective","target","filler",4,"open","coffin",2,1,1,1,0.382716049382716
"contrast","reliable","adjective","competitor","filler",4,"open","coffin",2,0,0,0,0.188712522045855
"contrast","reliable","adjective","other","filler",4,"open","coffin",2,0,0,0,0.428571428571429
"contrast","reliable","adjective","target","filler",4,"open","lock",2,1,1,1,0.54421768707483
"contrast","reliable","adjective","competitor","filler",4,"open","lock",2,0,0,0,0.235827664399093
"contrast","reliable","adjective","other","filler",4,"open","lock",2,0,0,0,0.219954648526077
"contrast","reliable","adjective","target","filler",4,"pink","cooler",2,1,1,1,0.275132275132275
"contrast","reliable","adjective","competitor","filler",4,"pink","cooler",2,0,0,0,0.164021164021164
"contrast","reliable","adjective","other","filler",4,"pink","cooler",2,0,0,0,0.560846560846561
"contrast","reliable","adjective","target","filler",4,"pink","eraser",2,1,1,1,0.102040816326531
"contrast","reliable","adjective","competitor","filler",4,"pink","eraser",2,0,0,0,0.27437641723356
"contrast","reliable","adjective","other","filler",4,"pink","eraser",2,0,0,0,0.623582766439909
"contrast","reliable","adjective","target","filler",4,"plastic","fork",2,0.833333333333333,0.5,1,0.26984126984127
"contrast","reliable","adjective","competitor","filler",4,"plastic","fork",2,0,0,0,0.240740740740741
"contrast","reliable","adjective","other","filler",4,"plastic","fork",2,0.166666666666667,0,0.5,0.489417989417989
"contrast","reliable","adjective","target","filler",4,"rainbow","slinky",2,1,1,1,0.364948453608247
"contrast","reliable","adjective","competitor","filler",4,"rainbow","slinky",2,0,0,0,0.34020618556701
"contrast","reliable","adjective","other","filler",4,"rainbow","slinky",2,0,0,0,0.294845360824742
"contrast","reliable","adjective","target","filler",4,"reading","glasses",2,1,1,1,0.231040564373898
"contrast","reliable","adjective","competitor","filler",4,"reading","glasses",2,0,0,0,0.389770723104056
"contrast","reliable","adjective","other","filler",4,"reading","glasses",2,0,0,0,0.379188712522046
"contrast","reliable","adjective","target","filler",4,"red","apple",2,1,1,1,0.282828282828283
"contrast","reliable","adjective","competitor","filler",4,"red","apple",2,0,0,0,0.245310245310245
"contrast","reliable","adjective","other","filler",4,"red","apple",2,0,0,0,0.471861471861472
"contrast","reliable","adjective","target","filler",4,"red","bathingsuit",2,1,1,1,0.409722222222222
"contrast","reliable","adjective","competitor","filler",4,"red","bathingsuit",2,0,0,0,0.280092592592593
"contrast","reliable","adjective","other","filler",4,"red","bathingsuit",2,0,0,0,0.310185185185185
"contrast","reliable","adjective","target","filler",4,"red","pin",2,1,1,1,0.170391061452514
"contrast","reliable","adjective","competitor","filler",4,"red","pin",2,0,0,0,0.508379888268156
"contrast","reliable","adjective","other","filler",4,"red","pin",2,0,0,0,0.32122905027933
"contrast","reliable","adjective","target","filler",4,"red","toothbrush",2,1,1,1,0.267195767195767
"contrast","reliable","adjective","competitor","filler",4,"red","toothbrush",2,0,0,0,0.444444444444444
"contrast","reliable","adjective","other","filler",4,"red","toothbrush",2,0,0,0,0.288359788359788
"contrast","reliable","adjective","target","filler",4,"red","wine",2,1,1,1,0.420634920634921
"contrast","reliable","adjective","competitor","filler",4,"red","wine",2,0,0,0,0.103174603174603
"contrast","reliable","adjective","other","filler",4,"red","wine",2,0,0,0,0.476190476190476
"contrast","reliable","adjective","target","filler",4,"round","chocolatecandy",2,1,1,1,0.30952380952381
"contrast","reliable","adjective","competitor","filler",4,"round","chocolatecandy",2,0,0,0,0.305555555555556
"contrast","reliable","adjective","other","filler",4,"round","chocolatecandy",2,0,0,0,0.384920634920635
"contrast","reliable","adjective","target","filler",4,"round","cracker",2,1,1,1,0.11976911976912
"contrast","reliable","adjective","competitor","filler",4,"round","cracker",2,0,0,0,0.357864357864358
"contrast","reliable","adjective","other","filler",4,"round","cracker",2,0,0,0,0.522366522366522
"contrast","reliable","adjective","target","filler",4,"round","loafofbread",2,1,1,1,0.0825396825396825
"contrast","reliable","adjective","competitor","filler",4,"round","loafofbread",2,0,0,0,0.571428571428571
"contrast","reliable","adjective","other","filler",4,"round","loafofbread",2,0,0,0,0.346031746031746
"contrast","reliable","adjective","target","filler",4,"round","tupperware",2,1,1,1,0.115440115440115
"contrast","reliable","adjective","competitor","filler",4,"round","tupperware",2,0,0,0,0.477633477633478
"contrast","reliable","adjective","other","filler",4,"round","tupperware",2,0,0,0,0.406926406926407
"contrast","reliable","adjective","target","filler",4,"rubber","duck",2,1,1,1,0.244444444444444
"contrast","reliable","adjective","competitor","filler",4,"rubber","duck",2,0,0,0,0.346031746031746
"contrast","reliable","adjective","other","filler",4,"rubber","duck",2,0,0,0,0.40952380952381
"contrast","reliable","adjective","target","filler",4,"shorthair","puppet",2,1,1,1,0.204123711340206
"contrast","reliable","adjective","competitor","filler",4,"shorthair","puppet",2,0,0,0,0.232989690721649
"contrast","reliable","adjective","other","filler",4,"shorthair","puppet",2,0,0,0,0.562886597938144
"contrast","reliable","adjective","target","filler",4,"spotted","cow",2,1,1,1,0.305555555555556
"contrast","reliable","adjective","competitor","filler",4,"spotted","cow",2,0,0,0,0.234126984126984
"contrast","reliable","adjective","other","filler",4,"spotted","cow",2,0,0,0,0.46031746031746
"contrast","reliable","adjective","target","filler",4,"strawberry","icecream",2,1,1,1,0.130952380952381
"contrast","reliable","adjective","competitor","filler",4,"strawberry","icecream",2,0,0,0,0.265873015873016
"contrast","reliable","adjective","other","filler",4,"strawberry","icecream",2,0,0,0,0.603174603174603
"contrast","reliable","adjective","target","filler",4,"strawberry","pie",2,1,1,1,0.141093474426808
"contrast","reliable","adjective","competitor","filler",4,"strawberry","pie",2,0,0,0,0.222222222222222
"contrast","reliable","adjective","other","filler",4,"strawberry","pie",2,0,0,0,0.63668430335097
"contrast","reliable","adjective","target","filler",4,"tricolor","pasta",2,0.5,0,1,0.208823529411765
"contrast","reliable","adjective","competitor","filler",4,"tricolor","pasta",2,0,0,0,0.3
"contrast","reliable","adjective","other","filler",4,"tricolor","pasta",2,0.5,0,1,0.491176470588235
"contrast","reliable","adjective","target","filler",4,"twoslot","toaster",2,1,1,1,0.262786596119929
"contrast","reliable","adjective","competitor","filler",4,"twoslot","toaster",2,0,0,0,0.195767195767196
"contrast","reliable","adjective","other","filler",4,"twoslot","toaster",2,0,0,0,0.541446208112875
"contrast","reliable","adjective","target","filler",4,"whole","lemon",2,1,1,1,0.279761904761905
"contrast","reliable","adjective","competitor","filler",4,"whole","lemon",2,0,0,0,0.382936507936508
"contrast","reliable","adjective","other","filler",4,"whole","lemon",2,0,0,0,0.337301587301587
"contrast","reliable","adjective","target","filler",4,"wood","hanger",2,0.6,0.2,1,0.150793650793651
"contrast","reliable","adjective","competitor","filler",4,"wood","hanger",2,0,0,0,0.416666666666667
"contrast","reliable","adjective","other","filler",4,"wood","hanger",2,0.4,0,0.8,0.432539682539683
"contrast","reliable","adjective","target","filler",4,"wrapped","candy",2,0.8,0.4,1,0.182539682539683
"contrast","reliable","adjective","competitor","filler",4,"wrapped","candy",2,0,0,0,0.363095238095238
"contrast","reliable","adjective","other","filler",4,"wrapped","candy",2,0.2,0,0.6,0.454365079365079
"contrast","reliable","adjective","target","filler",4,"yellow","highlighter",2,1,1,1,0.306878306878307
"contrast","reliable","adjective","competitor","filler",4,"yellow","highlighter",2,0,0,0,0.148148148148148
"contrast","reliable","adjective","other","filler",4,"yellow","highlighter",2,0,0,0,0.544973544973545
"contrast","reliable","adjective","target","filler",4,"yellow","plate",2,1,1,1,0.100529100529101
"contrast","reliable","adjective","competitor","filler",4,"yellow","plate",2,0,0,0,0.404761904761905
"contrast","reliable","adjective","other","filler",4,"yellow","plate",2,0,0,0,0.494708994708995
"contrast","reliable","adjective","target","filler",4,"yellow","watch",2,0.75,0.25,1,0.334405144694534
"contrast","reliable","adjective","competitor","filler",4,"yellow","watch",2,0,0,0,0.294212218649518
"contrast","reliable","adjective","other","filler",4,"yellow","watch",2,0.25,0,0.75,0.371382636655949
"contrast","reliable","adjective","target","test",1,"big","brush",2,1,1,1,0.519274376417234
"contrast","reliable","adjective","competitor","test",1,"big","brush",2,0,0,0,0.424036281179138
"contrast","reliable","adjective","other","test",1,"big","brush",2,0,0,0,0.0566893424036281
"contrast","reliable","adjective","target","test",1,"big","bunny",2,1,1,1,0.796296296296296
"contrast","reliable","adjective","competitor","test",1,"big","bunny",2,0,0,0,0.0502645502645503
"contrast","reliable","adjective","other","test",1,"big","bunny",2,0,0,0,0.153439153439153
"contrast","reliable","adjective","target","test",1,"big","camera",2,1,1,1,0.484126984126984
"contrast","reliable","adjective","competitor","test",1,"big","camera",2,0,0,0,0.185714285714286
"contrast","reliable","adjective","other","test",1,"big","camera",2,0,0,0,0.33015873015873
"contrast","reliable","adjective","target","test",1,"big","dress",2,0.666666666666667,0,1,0.325396825396825
"contrast","reliable","adjective","competitor","test",1,"big","dress",2,0.333333333333333,0,1,0.407936507936508
"contrast","reliable","adjective","other","test",1,"big","dress",2,0,0,0,0.266666666666667
"contrast","reliable","adjective","target","test",1,"big","grapes",2,1,1,1,0.421356421356421
"contrast","reliable","adjective","competitor","test",1,"big","grapes",2,0,0,0,0.385281385281385
"contrast","reliable","adjective","other","test",1,"big","grapes",2,0,0,0,0.193362193362193
"contrast","reliable","adjective","target","test",1,"big","kayak",2,0.75,0.25,1,0.396825396825397
