condition,target.adjective,target.noun,target.color,group,itemid,Window,Region,adjType,totalLooks,Sum,Proportion
nocontrast,short,line,red,TmoreC,32,adj_early,competitor,rel,20,92,0.217391304347826
nocontrast,short,line,red,TmoreC,32,adj_early,distractor,rel,12,96,0.125
nocontrast,short,line,red,TmoreC,32,adj_early,distractor.contrast,rel,12,66,0.181818181818182
nocontrast,short,line,red,TmoreC,32,adj_early,target,rel,68,237,0.286919831223629
nocontrast,short,line,red,TmoreC,32,adj_late,competitor,rel,29,101,0.287128712871287
nocontrast,short,line,red,TmoreC,32,adj_late,distractor,rel,0,121,0
nocontrast,short,line,red,TmoreC,32,adj_late,distractor.contrast,rel,24,96,0.25
nocontrast,short,line,red,TmoreC,32,adj_late,target,rel,174,311,0.559485530546624
nocontrast,short,line,red,TmoreC,32,noun,competitor,rel,6,110,0.0545454545454545
nocontrast,short,line,red,TmoreC,32,noun,distractor,rel,0,101,0
nocontrast,short,line,red,TmoreC,32,noun,distractor.contrast,rel,0,81,0
nocontrast,short,line,red,TmoreC,32,noun,target,rel,29,330,0.0878787878787879
nocontrast,short,line,red,TmoreC,32,prior,competitor,rel,73,78,0.935897435897436
nocontrast,short,line,red,TmoreC,32,prior,distractor,rel,42,96,0.4375
nocontrast,short,line,red,TmoreC,32,prior,distractor.contrast,rel,94,73,1.28767123287671
nocontrast,short,line,red,TmoreC,32,prior,target,rel,73,256,0.28515625
nocontrast,short,spiral,red,TlessC,28,adj_early,competitor,rel,24,102,0.235294117647059
nocontrast,short,spiral,red,TlessC,28,adj_early,distractor,rel,4,118,0.0338983050847458
nocontrast,short,spiral,red,TlessC,28,adj_early,distractor.contrast,rel,31,71,0.436619718309859
nocontrast,short,spiral,red,TlessC,28,adj_early,target,rel,47,320,0.146875
nocontrast,short,spiral,red,TlessC,28,adj_late,competitor,rel,64,129,0.496124031007752
nocontrast,short,spiral,red,TlessC,28,adj_late,distractor,rel,0,137,0
nocontrast,short,spiral,red,TlessC,28,adj_late,distractor.contrast,rel,7,79,0.0886075949367089
nocontrast,short,spiral,red,TlessC,28,adj_late,target,rel,97,311,0.311897106109325
nocontrast,short,spiral,red,TlessC,28,noun,competitor,rel,9,112,0.0803571428571429
nocontrast,short,spiral,red,TlessC,28,noun,distractor,rel,0,134,0
nocontrast,short,spiral,red,TlessC,28,noun,distractor.contrast,rel,1,57,0.0175438596491228
nocontrast,short,spiral,red,TlessC,28,noun,target,rel,35,315,0.111111111111111
nocontrast,short,spiral,red,TlessC,28,prior,competitor,rel,99,123,0.804878048780488
nocontrast,short,spiral,red,TlessC,28,prior,distractor,rel,56,148,0.378378378378378
nocontrast,short,spiral,red,TlessC,28,prior,distractor.contrast,rel,58,67,0.865671641791045
nocontrast,short,spiral,red,TlessC,28,prior,target,rel,35,340,0.102941176470588
nocontrast,short,spiral,red,TmoreC,28,adj_early,competitor,rel,47,106,0.443396226415094
nocontrast,short,spiral,red,TmoreC,28,adj_early,distractor,rel,15,115,0.130434782608696
nocontrast,short,spiral,red,TmoreC,28,adj_early,distractor.contrast,rel,18,58,0.310344827586207
nocontrast,short,spiral,red,TmoreC,28,adj_early,target,rel,48,219,0.219178082191781
nocontrast,short,spiral,red,TmoreC,28,adj_late,competitor,rel,24,97,0.247422680412371
nocontrast,short,spiral,red,TmoreC,28,adj_late,distractor,rel,42,138,0.304347826086957
nocontrast,short,spiral,red,TmoreC,28,adj_late,distractor.contrast,rel,35,74,0.472972972972973
nocontrast,short,spiral,red,TmoreC,28,adj_late,target,rel,86,241,0.356846473029046
nocontrast,short,spiral,red,TmoreC,28,noun,competitor,rel,5,114,0.043859649122807
nocontrast,short,spiral,red,TmoreC,28,noun,distractor,rel,7,122,0.0573770491803279
nocontrast,short,spiral,red,TmoreC,28,noun,distractor.contrast,rel,9,68,0.132352941176471
nocontrast,short,spiral,red,TmoreC,28,noun,target,rel,36,271,0.132841328413284
nocontrast,short,spiral,red,TmoreC,28,prior,competitor,rel,121,111,1.09009009009009
nocontrast,short,spiral,red,TmoreC,28,prior,distractor,rel,117,144,0.8125
nocontrast,short,spiral,red,TmoreC,28,prior,distractor.contrast,rel,15,82,0.182926829268293
nocontrast,short,spiral,red,TmoreC,28,prior,target,rel,63,278,0.226618705035971
nocontrast,small,square,blue,TlessC,34,adj_early,competitor,rel,12,105,0.114285714285714
nocontrast,small,square,blue,TlessC,34,adj_early,distractor,rel,35,157,0.222929936305732
nocontrast,small,square,blue,TlessC,34,adj_early,distractor.contrast,rel,21,30,0.7
nocontrast,small,square,blue,TlessC,34,adj_early,target,rel,30,259,0.115830115830116
nocontrast,small,square,blue,TlessC,34,adj_late,competitor,rel,31,119,0.260504201680672
nocontrast,small,square,blue,TlessC,34,adj_late,distractor,rel,21,175,0.12
nocontrast,small,square,blue,TlessC,34,adj_late,distractor.contrast,rel,25,36,0.694444444444444
nocontrast,small,square,blue,TlessC,34,adj_late,target,rel,90,303,0.297029702970297
nocontrast,small,square,blue,TlessC,34,noun,competitor,rel,2,126,0.0158730158730159
nocontrast,small,square,blue,TlessC,34,noun,distractor,rel,2,152,0.0131578947368421
nocontrast,small,square,blue,TlessC,34,noun,distractor.contrast,rel,0,39,0
nocontrast,small,square,blue,TlessC,34,noun,target,rel,6,310,0.0193548387096774
nocontrast,small,square,blue,TlessC,34,prior,competitor,rel,46,114,0.403508771929825
nocontrast,small,square,blue,TlessC,34,prior,distractor,rel,68,152,0.447368421052632
nocontrast,small,square,blue,TlessC,34,prior,distractor.contrast,rel,46,46,1
nocontrast,small,square,blue,TlessC,34,prior,target,rel,108,223,0.484304932735426
nocontrast,small,square,blue,TmoreC,34,adj_early,competitor,rel,24,114,0.210526315789474
nocontrast,small,square,blue,TmoreC,34,adj_early,distractor,rel,38,176,0.215909090909091
nocontrast,small,square,blue,TmoreC,34,adj_early,distractor.contrast,rel,26,29,0.896551724137931
nocontrast,small,square,blue,TmoreC,34,adj_early,target,rel,29,313,0.0926517571884984
nocontrast,small,square,blue,TmoreC,34,adj_late,competitor,rel,93,103,0.902912621359223
nocontrast,small,square,blue,TmoreC,34,adj_late,distractor,rel,26,170,0.152941176470588
nocontrast,small,square,blue,TmoreC,34,adj_late,distractor.contrast,rel,27,36,0.75
nocontrast,small,square,blue,TmoreC,34,adj_late,target,rel,32,321,0.0996884735202492
nocontrast,small,square,blue,TmoreC,34,noun,competitor,rel,2,104,0.0192307692307692
nocontrast,small,square,blue,TmoreC,34,noun,distractor,rel,2,190,0.0105263157894737
nocontrast,small,square,blue,TmoreC,34,noun,distractor.contrast,rel,1,30,0.0333333333333333
nocontrast,small,square,blue,TmoreC,34,noun,target,rel,3,224,0.0133928571428571
nocontrast,small,square,blue,TmoreC,34,prior,competitor,rel,50,96,0.520833333333333
nocontrast,small,square,blue,TmoreC,34,prior,distractor,rel,133,187,0.711229946524064
nocontrast,small,square,blue,TmoreC,34,prior,distractor.contrast,rel,60,30,2
nocontrast,small,square,blue,TmoreC,34,prior,target,rel,24,230,0.104347826086957
nocontrast,small,triangle,yellow,TlessC,24,adj_early,competitor,rel,27,108,0.25
nocontrast,small,triangle,yellow,TlessC,24,adj_early,distractor,rel,12,203,0.0591133004926108
nocontrast,small,triangle,yellow,TlessC,24,adj_early,distractor.contrast,rel,11,33,0.333333333333333
nocontrast,small,triangle,yellow,TlessC,24,adj_early,target,rel,39,279,0.139784946236559
nocontrast,small,triangle,yellow,TlessC,24,adj_late,competitor,rel,61,98,0.622448979591837
nocontrast,small,triangle,yellow,TlessC,24,adj_late,distractor,rel,2,213,0.00938967136150235
nocontrast,small,triangle,yellow,TlessC,24,adj_late,distractor.contrast,rel,10,36,0.277777777777778
nocontrast,small,triangle,yellow,TlessC,24,adj_late,target,rel,48,239,0.200836820083682
nocontrast,small,triangle,yellow,TlessC,24,noun,competitor,rel,9,103,0.087378640776699
nocontrast,small,triangle,yellow,TlessC,24,noun,distractor,rel,3,174,0.0172413793103448
nocontrast,small,triangle,yellow,TlessC,24,noun,distractor.contrast,rel,0,50,0
nocontrast,small,triangle,yellow,TlessC,24,noun,target,rel,16,280,0.0571428571428571
nocontrast,small,triangle,yellow,TlessC,24,prior,competitor,rel,69,93,0.741935483870968
nocontrast,small,triangle,yellow,TlessC,24,prior,distractor,rel,15,174,0.0862068965517241
nocontrast,small,triangle,yellow,TlessC,24,prior,distractor.contrast,rel,83,54,1.53703703703704
nocontrast,small,triangle,yellow,TlessC,24,prior,target,rel,75,320,0.234375
nocontrast,small,triangle,yellow,TmoreC,24,adj_early,competitor,rel,36,103,0.349514563106796
nocontrast,small,triangle,yellow,TmoreC,24,adj_early,distractor,rel,29,178,0.162921348314607
nocontrast,small,triangle,yellow,TmoreC,24,adj_early,distractor.contrast,rel,7,10,0.7
nocontrast,small,triangle,yellow,TmoreC,24,adj_early,target,rel,14,307,0.0456026058631922
nocontrast,small,triangle,yellow,TmoreC,24,adj_late,competitor,rel,25,56,0.446428571428571
nocontrast,small,triangle,yellow,TmoreC,24,adj_late,distractor,rel,8,164,0.0487804878048781
nocontrast,small,triangle,yellow,TmoreC,24,adj_late,distractor.contrast,rel,2,10,0.2
nocontrast,small,triangle,yellow,TmoreC,24,adj_late,target,rel,117,205,0.570731707317073
nocontrast,small,triangle,yellow,TmoreC,24,noun,competitor,rel,3,96,0.03125
nocontrast,small,triangle,yellow,TmoreC,24,noun,distractor,rel,0,154,0
nocontrast,small,triangle,yellow,TmoreC,24,noun,distractor.contrast,rel,3,29,0.103448275862069
nocontrast,small,triangle,yellow,TmoreC,24,noun,target,rel,23,309,0.0744336569579288
nocontrast,small,triangle,yellow,TmoreC,24,prior,competitor,rel,102,74,1.37837837837838
nocontrast,small,triangle,yellow,TmoreC,24,prior,distractor,rel,59,147,0.401360544217687
nocontrast,small,triangle,yellow,TmoreC,24,prior,distractor.contrast,rel,23,30,0.766666666666667
nocontrast,small,triangle,yellow,TmoreC,24,prior,target,rel,12,270,0.0444444444444444
nocontrast,straight,line,blue,TlessC,13,adj_early,competitor,max,40,68,0.588235294117647
nocontrast,straight,line,blue,TlessC,13,adj_early,distractor,max,11,147,0.0748299319727891
nocontrast,straight,line,blue,TlessC,13,adj_early,distractor.contrast,max,5,43,0.116279069767442
nocontrast,straight,line,blue,TlessC,13,adj_early,target,max,39,225,0.173333333333333
nocontrast,straight,line,blue,TlessC,13,adj_late,competitor,max,86,102,0.843137254901961
nocontrast,straight,line,blue,TlessC,13,adj_late,distractor,max,0,199,0
nocontrast,straight,line,blue,TlessC,13,adj_late,distractor.contrast,max,0,60,0
nocontrast,straight,line,blue,TlessC,13,adj_late,target,max,90,282,0.319148936170213
nocontrast,straight,line,blue,TlessC,13,noun,competitor,max,25,123,0.203252032520325
nocontrast,straight,line,blue,TlessC,13,noun,distractor,max,0,182,0
nocontrast,straight,line,blue,TlessC,13,noun,distractor.contrast,max,0,49,0
nocontrast,straight,line,blue,TlessC,13,noun,target,max,29,374,0.0775401069518717
nocontrast,straight,line,blue,TlessC,13,prior,competitor,max,42,107,0.392523364485981
nocontrast,straight,line,blue,TlessC,13,prior,distractor,max,124,195,0.635897435897436
nocontrast,straight,line,blue,TlessC,13,prior,distractor.contrast,max,57,59,0.966101694915254
nocontrast,straight,line,blue,TlessC,13,prior,target,max,1,267,0.00374531835205993
nocontrast,straight,line,blue,TmoreC,13,adj_early,competitor,max,45,78,0.576923076923077
nocontrast,straight,line,blue,TmoreC,13,adj_early,distractor,max,10,135,0.0740740740740741
nocontrast,straight,line,blue,TmoreC,13,adj_early,distractor.contrast,max,17,34,0.5
nocontrast,straight,line,blue,TmoreC,13,adj_early,target,max,45,211,0.213270142180095
nocontrast,straight,line,blue,TmoreC,13,adj_late,competitor,max,52,98,0.530612244897959
nocontrast,straight,line,blue,TmoreC,13,adj_late,distractor,max,0,156,0
nocontrast,straight,line,blue,TmoreC,13,adj_late,distractor.contrast,max,3,43,0.0697674418604651
nocontrast,straight,line,blue,TmoreC,13,adj_late,target,max,143,302,0.473509933774834
nocontrast,straight,line,blue,TmoreC,13,noun,competitor,max,3,96,0.03125
nocontrast,straight,line,blue,TmoreC,13,noun,distractor,max,0,120,0
nocontrast,straight,line,blue,TmoreC,13,noun,distractor.contrast,max,0,59,0
nocontrast,straight,line,blue,TmoreC,13,noun,target,max,52,278,0.18705035971223
nocontrast,straight,line,blue,TmoreC,13,prior,competitor,max,39,117,0.333333333333333
nocontrast,straight,line,blue,TmoreC,13,prior,distractor,max,93,149,0.624161073825503
nocontrast,straight,line,blue,TmoreC,13,prior,distractor.contrast,max,106,65,1.63076923076923
nocontrast,straight,line,blue,TmoreC,13,prior,target,max,55,350,0.157142857142857
nocontrast,straight,line,red,TlessC,18,adj_early,competitor,max,33,74,0.445945945945946
nocontrast,straight,line,red,TlessC,18,adj_early,distractor,max,11,95,0.115789473684211
nocontrast,straight,line,red,TlessC,18,adj_early,distractor.contrast,max,5,84,0.0595238095238095
nocontrast,straight,line,red,TlessC,18,adj_early,target,max,34,197,0.17258883248731
nocontrast,straight,line,red,TlessC,18,adj_late,competitor,max,65,96,0.677083333333333
nocontrast,straight,line,red,TlessC,18,adj_late,distractor,max,12,108,0.111111111111111
nocontrast,straight,line,red,TlessC,18,adj_late,distractor.contrast,max,11,102,0.107843137254902
nocontrast,straight,line,red,TlessC,18,adj_late,target,max,55,200,0.275
nocontrast,straight,line,red,TlessC,18,noun,competitor,max,15,104,0.144230769230769
nocontrast,straight,line,red,TlessC,18,noun,distractor,max,0,89,0
nocontrast,straight,line,red,TlessC,18,noun,distractor.contrast,max,0,82,0
nocontrast,straight,line,red,TlessC,18,noun,target,max,30,256,0.1171875
nocontrast,straight,line,red,TlessC,18,prior,competitor,max,41,140,0.292857142857143
nocontrast,straight,line,red,TlessC,18,prior,distractor,max,60,123,0.48780487804878
nocontrast,straight,line,red,TlessC,18,prior,distractor.contrast,max,39,117,0.333333333333333
nocontrast,straight,line,red,TlessC,18,prior,target,max,53,320,0.165625
nocontrast,straight,line,red,TmoreC,18,adj_early,competitor,max,26,104,0.25
nocontrast,straight,line,red,TmoreC,18,adj_early,distractor,max,20,171,0.116959064327485
nocontrast,straight,line,red,TmoreC,18,adj_early,distractor.contrast,max,0,32,0
nocontrast,straight,line,red,TmoreC,18,adj_early,target,max,53,337,0.15727002967359
nocontrast,straight,line,red,TmoreC,18,adj_late,competitor,max,4,90,0.0444444444444444
nocontrast,straight,line,red,TmoreC,18,adj_late,distractor,max,0,155,0
nocontrast,straight,line,red,TmoreC,18,adj_late,distractor.contrast,max,0,34,0
nocontrast,straight,line,red,TmoreC,18,adj_late,target,max,185,271,0.682656826568266
nocontrast,straight,line,red,TmoreC,18,noun,competitor,max,2,111,0.018018018018018
nocontrast,straight,line,red,TmoreC,18,noun,distractor,max,0,161,0
nocontrast,straight,line,red,TmoreC,18,noun,distractor.contrast,max,0,32,0
nocontrast,straight,line,red,TmoreC,18,noun,target,max,54,354,0.152542372881356
nocontrast,straight,line,red,TmoreC,18,prior,competitor,max,41,127,0.322834645669291
nocontrast,straight,line,red,TmoreC,18,prior,distractor,max,118,185,0.637837837837838
nocontrast,straight,line,red,TmoreC,18,prior,distractor.contrast,max,117,36,3.25
nocontrast,straight,line,red,TmoreC,18,prior,target,max,19,322,0.0590062111801242
nocontrast,tall,cylinder,yellow,TlessC,37,adj_early,competitor,rel,27,112,0.241071428571429
nocontrast,tall,cylinder,yellow,TlessC,37,adj_early,distractor,rel,20,148,0.135135135135135
nocontrast,tall,cylinder,yellow,TlessC,37,adj_early,distractor.contrast,rel,15,296,0.0506756756756757
nocontrast,tall,cylinder,yellow,TlessC,37,adj_early,target,rel,34,78,0.435897435897436
nocontrast,tall,cylinder,yellow,TlessC,37,adj_late,competitor,rel,50,126,0.396825396825397
nocontrast,tall,cylinder,yellow,TlessC,37,adj_late,distractor,rel,16,220,0.0727272727272727
nocontrast,tall,cylinder,yellow,TlessC,37,adj_late,distractor.contrast,rel,27,84,0.321428571428571
nocontrast,tall,cylinder,yellow,TlessC,37,adj_late,target,rel,59,148,0.398648648648649
nocontrast,tall,cylinder,yellow,TlessC,37,noun,competitor,rel,9,238,0.0378151260504202
nocontrast,tall,cylinder,yellow,TlessC,37,noun,distractor,rel,2,90,0.0222222222222222
nocontrast,tall,cylinder,yellow,TlessC,37,noun,distractor.contrast,rel,9,164,0.0548780487804878
nocontrast,tall,cylinder,yellow,TlessC,37,noun,target,rel,18,270,0.0666666666666667
nocontrast,tall,cylinder,yellow,TlessC,37,prior,competitor,rel,101,114,0.885964912280702
nocontrast,tall,cylinder,yellow,TlessC,37,prior,distractor,rel,115,95,1.21052631578947
nocontrast,tall,cylinder,yellow,TlessC,37,prior,distractor.contrast,rel,80,85,0.941176470588235
nocontrast,tall,cylinder,yellow,TlessC,37,prior,target,rel,29,278,0.10431654676259
nocontrast,tall,cylinder,yellow,TmoreC,37,adj_early,competitor,rel,38,85,0.447058823529412
nocontrast,tall,cylinder,yellow,TmoreC,37,adj_early,distractor,rel,24,109,0.220183486238532
nocontrast,tall,cylinder,yellow,TmoreC,37,adj_early,distractor.contrast,rel,20,104,0.192307692307692
nocontrast,tall,cylinder,yellow,TmoreC,37,adj_early,target,rel,27,125,0.216
nocontrast,tall,cylinder,yellow,TmoreC,37,adj_late,competitor,rel,36,81,0.444444444444444
nocontrast,tall,cylinder,yellow,TmoreC,37,adj_late,distractor,rel,17,84,0.202380952380952
nocontrast,tall,cylinder,yellow,TmoreC,37,adj_late,distractor.contrast,rel,15,88,0.170454545454545
nocontrast,tall,cylinder,yellow,TmoreC,37,adj_late,target,rel,92,323,0.284829721362229
nocontrast,tall,cylinder,yellow,TmoreC,37,noun,competitor,rel,8,117,0.0683760683760684
nocontrast,tall,cylinder,yellow,TmoreC,37,noun,distractor,rel,0,90,0
nocontrast,tall,cylinder,yellow,TmoreC,37,noun,distractor.contrast,rel,0,93,0
nocontrast,tall,cylinder,yellow,TmoreC,37,noun,target,rel,29,257,0.11284046692607
nocontrast,tall,cylinder,yellow,TmoreC,37,prior,competitor,rel,44,104,0.423076923076923
nocontrast,tall,cylinder,yellow,TmoreC,37,prior,distractor,rel,53,193,0.274611398963731
nocontrast,tall,cylinder,yellow,TmoreC,37,prior,distractor.contrast,rel,6,31,0.193548387096774
nocontrast,tall,cylinder,yellow,TmoreC,37,prior,target,rel,95,287,0.331010452961672
nocontrast,tall,spiral,blue,TlessC,27,adj_early,competitor,rel,85,98,0.86734693877551
nocontrast,tall,spiral,blue,TlessC,27,adj_early,distractor,rel,6,156,0.0384615384615385
nocontrast,tall,spiral,blue,TlessC,27,adj_early,distractor.contrast,rel,17,25,0.68
nocontrast,tall,spiral,blue,TlessC,27,adj_early,target,rel,19,200,0.095
nocontrast,tall,spiral,blue,TlessC,27,adj_late,competitor,rel,99,99,1
nocontrast,tall,spiral,blue,TlessC,27,adj_late,distractor,rel,0,156,0
nocontrast,tall,spiral,blue,TlessC,27,adj_late,distractor.contrast,rel,15,29,0.517241379310345
nocontrast,tall,spiral,blue,TlessC,27,adj_late,target,rel,28,250,0.112
nocontrast,tall,spiral,blue,TlessC,27,noun,competitor,rel,22,112,0.196428571428571
nocontrast,tall,spiral,blue,TlessC,27,noun,distractor,rel,5,183,0.0273224043715847
nocontrast,tall,spiral,blue,TlessC,27,noun,distractor.contrast,rel,6,30,0.2
nocontrast,tall,spiral,blue,TlessC,27,noun,target,rel,27,265,0.10188679245283
nocontrast,tall,spiral,blue,TlessC,27,prior,competitor,rel,142,108,1.31481481481481
nocontrast,tall,spiral,blue,TlessC,27,prior,distractor,rel,104,97,1.07216494845361
nocontrast,tall,spiral,blue,TlessC,27,prior,distractor.contrast,rel,67,28,2.39285714285714
nocontrast,tall,spiral,blue,TlessC,27,prior,target,rel,53,345,0.153623188405797
nocontrast,tall,spiral,blue,TmoreC,27,adj_early,competitor,rel,39,96,0.40625
nocontrast,tall,spiral,blue,TmoreC,27,adj_early,distractor,rel,24,94,0.25531914893617
nocontrast,tall,spiral,blue,TmoreC,27,adj_early,distractor.contrast,rel,23,57,0.403508771929825
nocontrast,tall,spiral,blue,TmoreC,27,adj_early,target,rel,49,248,0.19758064516129
nocontrast,tall,spiral,blue,TmoreC,27,adj_late,competitor,rel,56,91,0.615384615384615
nocontrast,tall,spiral,blue,TmoreC,27,adj_late,distractor,rel,14,111,0.126126126126126
nocontrast,tall,spiral,blue,TmoreC,27,adj_late,distractor.contrast,rel,14,67,0.208955223880597
nocontrast,tall,spiral,blue,TmoreC,27,adj_late,target,rel,70,266,0.263157894736842
nocontrast,tall,spiral,blue,TmoreC,27,noun,competitor,rel,6,74,0.0810810810810811
nocontrast,tall,spiral,blue,TmoreC,27,noun,distractor,rel,0,113,0
nocontrast,tall,spiral,blue,TmoreC,27,noun,distractor.contrast,rel,0,86,0
nocontrast,tall,spiral,blue,TmoreC,27,noun,target,rel,61,220,0.277272727272727
nocontrast,tall,spiral,blue,TmoreC,27,prior,competitor,rel,86,81,1.06172839506173
nocontrast,tall,spiral,blue,TmoreC,27,prior,distractor,rel,58,95,0.610526315789474
nocontrast,tall,spiral,blue,TmoreC,27,prior,distractor.contrast,rel,28,67,0.417910447761194
nocontrast,tall,spiral,blue,TmoreC,27,prior,target,rel,120,296,0.405405405405405
nocontrast,thick,line,blue,TlessC,39,adj_early,competitor,rel,30,120,0.25
nocontrast,thick,line,blue,TlessC,39,adj_early,distractor,rel,0,116,0
nocontrast,thick,line,blue,TlessC,39,adj_early,distractor.contrast,rel,0,81,0
nocontrast,thick,line,blue,TlessC,39,adj_early,target,rel,84,293,0.286689419795222
nocontrast,thick,line,blue,TlessC,39,adj_late,competitor,rel,23,104,0.221153846153846
nocontrast,thick,line,blue,TlessC,39,adj_late,distractor,rel,0,111,0
nocontrast,thick,line,blue,TlessC,39,adj_late,distractor.contrast,rel,0,69,0
nocontrast,thick,line,blue,TlessC,39,adj_late,target,rel,73,309,0.236245954692557
nocontrast,thick,line,blue,TlessC,39,noun,competitor,rel,32,112,0.285714285714286
nocontrast,thick,line,blue,TlessC,39,noun,distractor,rel,0,112,0
nocontrast,thick,line,blue,TlessC,39,noun,distractor.contrast,rel,0,70,0
nocontrast,thick,line,blue,TlessC,39,noun,target,rel,53,291,0.18213058419244
nocontrast,thick,line,blue,TlessC,39,prior,competitor,rel,62,120,0.516666666666667
nocontrast,thick,line,blue,TlessC,39,prior,distractor,rel,23,139,0.165467625899281
nocontrast,thick,line,blue,TlessC,39,prior,distractor.contrast,rel,145,57,2.54385964912281
nocontrast,thick,line,blue,TlessC,39,prior,target,rel,64,341,0.187683284457478
nocontrast,thick,line,blue,TmoreC,39,adj_early,competitor,rel,35,136,0.257352941176471
nocontrast,thick,line,blue,TmoreC,39,adj_early,distractor,rel,0,155,0
nocontrast,thick,line,blue,TmoreC,39,adj_early,distractor.contrast,rel,5,65,0.0769230769230769
nocontrast,thick,line,blue,TmoreC,39,adj_early,target,rel,95,360,0.263888888888889
nocontrast,thick,line,blue,TmoreC,39,adj_late,competitor,rel,2,116,0.0172413793103448
nocontrast,thick,line,blue,TmoreC,39,adj_late,distractor,rel,9,124,0.0725806451612903
nocontrast,thick,line,blue,TmoreC,39,adj_late,distractor.contrast,rel,7,66,0.106060606060606
nocontrast,thick,line,blue,TmoreC,39,adj_late,target,rel,94,354,0.265536723163842
nocontrast,thick,line,blue,TmoreC,39,noun,competitor,rel,3,98,0.0306122448979592
nocontrast,thick,line,blue,TmoreC,39,noun,distractor,rel,7,121,0.0578512396694215
nocontrast,thick,line,blue,TmoreC,39,noun,distractor.contrast,rel,0,66,0
nocontrast,thick,line,blue,TmoreC,39,noun,target,rel,94,219,0.429223744292237
nocontrast,thick,line,blue,TmoreC,39,prior,competitor,rel,51,117,0.435897435897436
nocontrast,thick,line,blue,TmoreC,39,prior,distractor,rel,37,134,0.276119402985075
nocontrast,thick,line,blue,TmoreC,39,prior,distractor.contrast,rel,78,75,1.04
nocontrast,thick,line,blue,TmoreC,39,prior,target,rel,114,310,0.367741935483871
nocontrast,thick,line,yellow,TlessC,29,adj_early,competitor,rel,62,84,0.738095238095238
nocontrast,thick,line,yellow,TlessC,29,adj_early,distractor,rel,0,118,0
nocontrast,thick,line,yellow,TlessC,29,adj_early,distractor.contrast,rel,10,66,0.151515151515152
nocontrast,thick,line,yellow,TlessC,29,adj_early,target,rel,36,220,0.163636363636364
nocontrast,thick,line,yellow,TlessC,29,adj_late,competitor,rel,23,98,0.23469387755102
nocontrast,thick,line,yellow,TlessC,29,adj_late,distractor,rel,0,162,0
nocontrast,thick,line,yellow,TlessC,29,adj_late,distractor.contrast,rel,0,27,0
nocontrast,thick,line,yellow,TlessC,29,adj_late,target,rel,75,230,0.326086956521739
nocontrast,thick,line,yellow,TlessC,29,noun,competitor,rel,0,112,0
nocontrast,thick,line,yellow,TlessC,29,noun,distractor,rel,0,169,0
nocontrast,thick,line,yellow,TlessC,29,noun,distractor.contrast,rel,0,30,0
nocontrast,thick,line,yellow,TlessC,29,noun,target,rel,98,269,0.364312267657993
nocontrast,thick,line,yellow,TlessC,29,prior,competitor,rel,115,106,1.08490566037736
nocontrast,thick,line,yellow,TlessC,29,prior,distractor,rel,86,125,0.688
nocontrast,thick,line,yellow,TlessC,29,prior,distractor.contrast,rel,136,36,3.77777777777778
nocontrast,thick,line,yellow,TlessC,29,prior,target,rel,34,235,0.14468085106383
nocontrast,thick,line,yellow,TmoreC,29,adj_early,competitor,rel,10,109,0.0917431192660551
nocontrast,thick,line,yellow,TmoreC,29,adj_early,distractor,rel,11,160,0.06875
nocontrast,thick,line,yellow,TmoreC,29,adj_early,distractor.contrast,rel,8,40,0.2
nocontrast,thick,line,yellow,TmoreC,29,adj_early,target,rel,75,329,0.227963525835866
nocontrast,thick,line,yellow,TmoreC,29,adj_late,competitor,rel,10,77,0.12987012987013
nocontrast,thick,line,yellow,TmoreC,29,adj_late,distractor,rel,0,151,0
nocontrast,thick,line,yellow,TmoreC,29,adj_late,distractor.contrast,rel,10,30,0.333333333333333
nocontrast,thick,line,yellow,TmoreC,29,adj_late,target,rel,90,280,0.321428571428571
nocontrast,thick,line,yellow,TmoreC,29,noun,competitor,rel,19,107,0.177570093457944
nocontrast,thick,line,yellow,TmoreC,29,noun,distractor,rel,0,166,0
nocontrast,thick,line,yellow,TmoreC,29,noun,distractor.contrast,rel,0,35,0
nocontrast,thick,line,yellow,TmoreC,29,noun,target,rel,68,270,0.251851851851852
nocontrast,thick,line,yellow,TmoreC,29,prior,competitor,rel,70,95,0.736842105263158
nocontrast,thick,line,yellow,TmoreC,29,prior,distractor,rel,76,177,0.429378531073446
nocontrast,thick,line,yellow,TmoreC,29,prior,distractor.contrast,rel,35,29,1.20689655172414
nocontrast,thick,line,yellow,TmoreC,29,prior,target,rel,93,224,0.415178571428571
nocontrast,thin,line,blue,TlessC,30,adj_early,competitor,rel,47,95,0.494736842105263
nocontrast,thin,line,blue,TlessC,30,adj_early,distractor,rel,11,191,0.0575916230366492
nocontrast,thin,line,blue,TlessC,30,adj_early,distractor.contrast,rel,7,33,0.212121212121212
nocontrast,thin,line,blue,TlessC,30,adj_early,target,rel,37,264,0.140151515151515
nocontrast,thin,line,blue,TlessC,30,adj_late,competitor,rel,82,105,0.780952380952381
nocontrast,thin,line,blue,TlessC,30,adj_late,distractor,rel,15,202,0.0742574257425743
nocontrast,thin,line,blue,TlessC,30,adj_late,distractor.contrast,rel,0,30,0
nocontrast,thin,line,blue,TlessC,30,adj_late,target,rel,60,272,0.220588235294118
nocontrast,thin,line,blue,TlessC,30,noun,competitor,rel,18,112,0.160714285714286
nocontrast,thin,line,blue,TlessC,30,noun,distractor,rel,0,227,0
nocontrast,thin,line,blue,TlessC,30,noun,distractor.contrast,rel,0,35,0
