condition,target.adjective,target.noun,target.color,group,itemid,Window,Region,adjType,AdjWindow,totalLooks,Sum,Proportion
contrast,small,square,blue,TmoreC,34,prior,distractor,rel,none,49,187,0.262032085561497
contrast,small,square,blue,TmoreC,34,prior,distractor.contrast,rel,none,66,30,2.2
contrast,small,square,blue,TmoreC,34,prior,target,rel,none,35,230,0.152173913043478
contrast,small,triangle,yellow,TlessC,24,adjective,competitor,rel,early,38,108,0.351851851851852
contrast,small,triangle,yellow,TlessC,24,adjective,competitor,rel,late,46,203,0.226600985221675
contrast,small,triangle,yellow,TlessC,24,adjective,distractor,rel,early,15,33,0.454545454545455
contrast,small,triangle,yellow,TlessC,24,adjective,distractor,rel,late,15,279,0.0537634408602151
contrast,small,triangle,yellow,TlessC,24,adjective,distractor.contrast,rel,early,12,98,0.122448979591837
contrast,small,triangle,yellow,TlessC,24,adjective,distractor.contrast,rel,late,49,213,0.230046948356808
contrast,small,triangle,yellow,TlessC,24,adjective,target,rel,early,31,36,0.861111111111111
contrast,small,triangle,yellow,TlessC,24,adjective,target,rel,late,44,239,0.184100418410042
contrast,small,triangle,yellow,TlessC,24,noun,competitor,rel,none,4,103,0.0388349514563107
contrast,small,triangle,yellow,TlessC,24,noun,distractor,rel,none,5,174,0.028735632183908
contrast,small,triangle,yellow,TlessC,24,noun,distractor.contrast,rel,none,5,50,0.1
contrast,small,triangle,yellow,TlessC,24,noun,target,rel,none,15,280,0.0535714285714286
contrast,small,triangle,yellow,TlessC,24,prior,competitor,rel,none,117,93,1.25806451612903
contrast,small,triangle,yellow,TlessC,24,prior,distractor,rel,none,69,174,0.396551724137931
contrast,small,triangle,yellow,TlessC,24,prior,distractor.contrast,rel,none,18,54,0.333333333333333
contrast,small,triangle,yellow,TlessC,24,prior,target,rel,none,105,320,0.328125
contrast,small,triangle,yellow,TmoreC,24,adjective,competitor,rel,early,12,103,0.116504854368932
contrast,small,triangle,yellow,TmoreC,24,adjective,competitor,rel,late,1,178,0.00561797752808989
contrast,small,triangle,yellow,TmoreC,24,adjective,distractor,rel,early,18,10,1.8
contrast,small,triangle,yellow,TmoreC,24,adjective,distractor,rel,late,30,307,0.0977198697068404
contrast,small,triangle,yellow,TmoreC,24,adjective,distractor.contrast,rel,early,3,56,0.0535714285714286
contrast,small,triangle,yellow,TmoreC,24,adjective,distractor.contrast,rel,late,10,164,0.0609756097560976
contrast,small,triangle,yellow,TmoreC,24,adjective,target,rel,early,41,10,4.1
contrast,small,triangle,yellow,TmoreC,24,adjective,target,rel,late,106,205,0.517073170731707
contrast,small,triangle,yellow,TmoreC,24,noun,competitor,rel,none,0,96,0
contrast,small,triangle,yellow,TmoreC,24,noun,distractor,rel,none,3,154,0.0194805194805195
contrast,small,triangle,yellow,TmoreC,24,noun,distractor.contrast,rel,none,3,29,0.103448275862069
contrast,small,triangle,yellow,TmoreC,24,noun,target,rel,none,24,309,0.0776699029126214
contrast,small,triangle,yellow,TmoreC,24,prior,competitor,rel,none,58,74,0.783783783783784
contrast,small,triangle,yellow,TmoreC,24,prior,distractor,rel,none,56,147,0.380952380952381
contrast,small,triangle,yellow,TmoreC,24,prior,distractor.contrast,rel,none,62,30,2.06666666666667
contrast,small,triangle,yellow,TmoreC,24,prior,target,rel,none,94,270,0.348148148148148
contrast,straight,line,blue,TlessC,13,adjective,competitor,max,early,30,68,0.441176470588235
contrast,straight,line,blue,TlessC,13,adjective,competitor,max,late,63,147,0.428571428571429
contrast,straight,line,blue,TlessC,13,adjective,distractor,max,early,12,43,0.27906976744186
contrast,straight,line,blue,TlessC,13,adjective,distractor,max,late,1,225,0.00444444444444444
contrast,straight,line,blue,TlessC,13,adjective,distractor.contrast,max,early,18,102,0.176470588235294
contrast,straight,line,blue,TlessC,13,adjective,distractor.contrast,max,late,16,199,0.0804020100502513
contrast,straight,line,blue,TlessC,13,adjective,target,max,early,8,60,0.133333333333333
contrast,straight,line,blue,TlessC,13,adjective,target,max,late,67,282,0.23758865248227
contrast,straight,line,blue,TlessC,13,noun,competitor,max,none,13,123,0.105691056910569
contrast,straight,line,blue,TlessC,13,noun,distractor,max,none,0,182,0
contrast,straight,line,blue,TlessC,13,noun,distractor.contrast,max,none,5,49,0.102040816326531
contrast,straight,line,blue,TlessC,13,noun,target,max,none,25,374,0.0668449197860963
contrast,straight,line,blue,TlessC,13,prior,competitor,max,none,37,107,0.345794392523364
contrast,straight,line,blue,TlessC,13,prior,distractor,max,none,41,195,0.21025641025641
contrast,straight,line,blue,TlessC,13,prior,distractor.contrast,max,none,125,59,2.11864406779661
contrast,straight,line,blue,TlessC,13,prior,target,max,none,22,267,0.0823970037453183
contrast,straight,line,blue,TmoreC,13,adjective,competitor,max,early,34,78,0.435897435897436
contrast,straight,line,blue,TmoreC,13,adjective,competitor,max,late,7,135,0.0518518518518519
contrast,straight,line,blue,TmoreC,13,adjective,distractor,max,early,0,34,0
contrast,straight,line,blue,TmoreC,13,adjective,distractor,max,late,0,211,0
contrast,straight,line,blue,TmoreC,13,adjective,distractor.contrast,max,early,27,98,0.275510204081633
contrast,straight,line,blue,TmoreC,13,adjective,distractor.contrast,max,late,17,156,0.108974358974359
contrast,straight,line,blue,TmoreC,13,adjective,target,max,early,41,43,0.953488372093023
contrast,straight,line,blue,TmoreC,13,adjective,target,max,late,175,302,0.579470198675497
contrast,straight,line,blue,TmoreC,13,noun,competitor,max,none,0,96,0
contrast,straight,line,blue,TmoreC,13,noun,distractor,max,none,0,120,0
contrast,straight,line,blue,TmoreC,13,noun,distractor.contrast,max,none,5,59,0.0847457627118644
contrast,straight,line,blue,TmoreC,13,noun,target,max,none,55,278,0.197841726618705
contrast,straight,line,blue,TmoreC,13,prior,competitor,max,none,73,117,0.623931623931624
contrast,straight,line,blue,TmoreC,13,prior,distractor,max,none,97,149,0.651006711409396
contrast,straight,line,blue,TmoreC,13,prior,distractor.contrast,max,none,29,65,0.446153846153846
contrast,straight,line,blue,TmoreC,13,prior,target,max,none,83,350,0.237142857142857
contrast,straight,line,red,TlessC,18,adjective,competitor,max,early,42,74,0.567567567567568
contrast,straight,line,red,TlessC,18,adjective,competitor,max,late,87,95,0.91578947368421
contrast,straight,line,red,TlessC,18,adjective,distractor,max,early,5,84,0.0595238095238095
contrast,straight,line,red,TlessC,18,adjective,distractor,max,late,0,197,0
contrast,straight,line,red,TlessC,18,adjective,distractor.contrast,max,early,39,96,0.40625
contrast,straight,line,red,TlessC,18,adjective,distractor.contrast,max,late,46,108,0.425925925925926
contrast,straight,line,red,TlessC,18,adjective,target,max,early,37,102,0.362745098039216
contrast,straight,line,red,TlessC,18,adjective,target,max,late,49,200,0.245
contrast,straight,line,red,TlessC,18,noun,competitor,max,none,27,104,0.259615384615385
contrast,straight,line,red,TlessC,18,noun,distractor,max,none,0,89,0
contrast,straight,line,red,TlessC,18,noun,distractor.contrast,max,none,9,82,0.109756097560976
contrast,straight,line,red,TlessC,18,noun,target,max,none,13,256,0.05078125
contrast,straight,line,red,TlessC,18,prior,competitor,max,none,47,140,0.335714285714286
contrast,straight,line,red,TlessC,18,prior,distractor,max,none,175,123,1.42276422764228
contrast,straight,line,red,TlessC,18,prior,distractor.contrast,max,none,15,117,0.128205128205128
contrast,straight,line,red,TlessC,18,prior,target,max,none,137,320,0.428125
contrast,straight,line,red,TmoreC,18,adjective,competitor,max,early,12,104,0.115384615384615
contrast,straight,line,red,TmoreC,18,adjective,competitor,max,late,22,171,0.128654970760234
contrast,straight,line,red,TmoreC,18,adjective,distractor,max,early,10,32,0.3125
contrast,straight,line,red,TmoreC,18,adjective,distractor,max,late,0,337,0
contrast,straight,line,red,TmoreC,18,adjective,distractor.contrast,max,early,18,90,0.2
contrast,straight,line,red,TmoreC,18,adjective,distractor.contrast,max,late,10,155,0.0645161290322581
contrast,straight,line,red,TmoreC,18,adjective,target,max,early,67,34,1.97058823529412
contrast,straight,line,red,TmoreC,18,adjective,target,max,late,163,271,0.601476014760148
contrast,straight,line,red,TmoreC,18,noun,competitor,max,none,7,111,0.0630630630630631
contrast,straight,line,red,TmoreC,18,noun,distractor,max,none,0,161,0
contrast,straight,line,red,TmoreC,18,noun,distractor.contrast,max,none,2,32,0.0625
contrast,straight,line,red,TmoreC,18,noun,target,max,none,50,354,0.141242937853107
contrast,straight,line,red,TmoreC,18,prior,competitor,max,none,62,127,0.488188976377953
contrast,straight,line,red,TmoreC,18,prior,distractor,max,none,146,185,0.789189189189189
contrast,straight,line,red,TmoreC,18,prior,distractor.contrast,max,none,14,36,0.388888888888889
contrast,straight,line,red,TmoreC,18,prior,target,max,none,45,322,0.139751552795031
contrast,tall,cylinder,yellow,TlessC,37,adjective,competitor,rel,early,19,112,0.169642857142857
contrast,tall,cylinder,yellow,TlessC,37,adjective,competitor,rel,late,14,148,0.0945945945945946
contrast,tall,cylinder,yellow,TlessC,37,adjective,distractor,rel,early,0,296,0
contrast,tall,cylinder,yellow,TlessC,37,adjective,distractor,rel,late,22,78,0.282051282051282
contrast,tall,cylinder,yellow,TlessC,37,adjective,distractor.contrast,rel,early,0,126,0
contrast,tall,cylinder,yellow,TlessC,37,adjective,distractor.contrast,rel,late,23,220,0.104545454545455
contrast,tall,cylinder,yellow,TlessC,37,adjective,target,rel,early,59,84,0.702380952380952
contrast,tall,cylinder,yellow,TlessC,37,adjective,target,rel,late,76,148,0.513513513513513
contrast,tall,cylinder,yellow,TlessC,37,noun,competitor,rel,none,0,238,0
contrast,tall,cylinder,yellow,TlessC,37,noun,distractor,rel,none,4,90,0.0444444444444444
contrast,tall,cylinder,yellow,TlessC,37,noun,distractor.contrast,rel,none,8,164,0.0487804878048781
contrast,tall,cylinder,yellow,TlessC,37,noun,target,rel,none,22,270,0.0814814814814815
contrast,tall,cylinder,yellow,TlessC,37,prior,competitor,rel,none,109,114,0.956140350877193
contrast,tall,cylinder,yellow,TlessC,37,prior,distractor,rel,none,20,95,0.210526315789474
contrast,tall,cylinder,yellow,TlessC,37,prior,distractor.contrast,rel,none,38,85,0.447058823529412
contrast,tall,cylinder,yellow,TlessC,37,prior,target,rel,none,44,278,0.158273381294964
contrast,tall,cylinder,yellow,TmoreC,37,adjective,competitor,rel,early,12,85,0.141176470588235
contrast,tall,cylinder,yellow,TmoreC,37,adjective,competitor,rel,late,6,109,0.055045871559633
contrast,tall,cylinder,yellow,TmoreC,37,adjective,distractor,rel,early,11,104,0.105769230769231
contrast,tall,cylinder,yellow,TmoreC,37,adjective,distractor,rel,late,1,125,0.008
contrast,tall,cylinder,yellow,TmoreC,37,adjective,distractor.contrast,rel,early,6,81,0.0740740740740741
contrast,tall,cylinder,yellow,TmoreC,37,adjective,distractor.contrast,rel,late,30,84,0.357142857142857
contrast,tall,cylinder,yellow,TmoreC,37,adjective,target,rel,early,69,88,0.784090909090909
contrast,tall,cylinder,yellow,TmoreC,37,adjective,target,rel,late,119,323,0.368421052631579
contrast,tall,cylinder,yellow,TmoreC,37,noun,competitor,rel,none,0,117,0
contrast,tall,cylinder,yellow,TmoreC,37,noun,distractor,rel,none,4,90,0.0444444444444444
contrast,tall,cylinder,yellow,TmoreC,37,noun,distractor.contrast,rel,none,4,93,0.043010752688172
contrast,tall,cylinder,yellow,TmoreC,37,noun,target,rel,none,35,257,0.136186770428016
contrast,tall,cylinder,yellow,TmoreC,37,prior,competitor,rel,none,60,104,0.576923076923077
contrast,tall,cylinder,yellow,TmoreC,37,prior,distractor,rel,none,53,193,0.274611398963731
contrast,tall,cylinder,yellow,TmoreC,37,prior,distractor.contrast,rel,none,108,31,3.48387096774194
contrast,tall,cylinder,yellow,TmoreC,37,prior,target,rel,none,81,287,0.282229965156794
contrast,tall,spiral,blue,TlessC,27,adjective,competitor,rel,early,47,98,0.479591836734694
contrast,tall,spiral,blue,TlessC,27,adjective,competitor,rel,late,47,156,0.301282051282051
contrast,tall,spiral,blue,TlessC,27,adjective,distractor,rel,early,13,25,0.52
contrast,tall,spiral,blue,TlessC,27,adjective,distractor,rel,late,14,200,0.07
contrast,tall,spiral,blue,TlessC,27,adjective,distractor.contrast,rel,early,12,99,0.121212121212121
contrast,tall,spiral,blue,TlessC,27,adjective,distractor.contrast,rel,late,7,156,0.0448717948717949
contrast,tall,spiral,blue,TlessC,27,adjective,target,rel,early,24,29,0.827586206896552
contrast,tall,spiral,blue,TlessC,27,adjective,target,rel,late,52,250,0.208
contrast,tall,spiral,blue,TlessC,27,noun,competitor,rel,none,17,112,0.151785714285714
contrast,tall,spiral,blue,TlessC,27,noun,distractor,rel,none,4,183,0.0218579234972678
contrast,tall,spiral,blue,TlessC,27,noun,distractor.contrast,rel,none,0,30,0
contrast,tall,spiral,blue,TlessC,27,noun,target,rel,none,38,265,0.143396226415094
contrast,tall,spiral,blue,TlessC,27,prior,competitor,rel,none,35,108,0.324074074074074
contrast,tall,spiral,blue,TlessC,27,prior,distractor,rel,none,120,97,1.23711340206186
contrast,tall,spiral,blue,TlessC,27,prior,distractor.contrast,rel,none,79,28,2.82142857142857
contrast,tall,spiral,blue,TlessC,27,prior,target,rel,none,44,345,0.127536231884058
contrast,tall,spiral,blue,TmoreC,27,adjective,competitor,rel,early,25,96,0.260416666666667
contrast,tall,spiral,blue,TmoreC,27,adjective,competitor,rel,late,27,94,0.287234042553192
contrast,tall,spiral,blue,TmoreC,27,adjective,distractor,rel,early,6,57,0.105263157894737
contrast,tall,spiral,blue,TmoreC,27,adjective,distractor,rel,late,9,248,0.0362903225806452
contrast,tall,spiral,blue,TmoreC,27,adjective,distractor.contrast,rel,early,30,91,0.32967032967033
contrast,tall,spiral,blue,TmoreC,27,adjective,distractor.contrast,rel,late,42,111,0.378378378378378
contrast,tall,spiral,blue,TmoreC,27,adjective,target,rel,early,56,67,0.835820895522388
contrast,tall,spiral,blue,TmoreC,27,adjective,target,rel,late,71,266,0.266917293233083
contrast,tall,spiral,blue,TmoreC,27,noun,competitor,rel,none,12,74,0.162162162162162
contrast,tall,spiral,blue,TmoreC,27,noun,distractor,rel,none,0,113,0
contrast,tall,spiral,blue,TmoreC,27,noun,distractor.contrast,rel,none,10,86,0.116279069767442
contrast,tall,spiral,blue,TmoreC,27,noun,target,rel,none,43,220,0.195454545454545
contrast,tall,spiral,blue,TmoreC,27,prior,competitor,rel,none,90,81,1.11111111111111
contrast,tall,spiral,blue,TmoreC,27,prior,distractor,rel,none,114,95,1.2
contrast,tall,spiral,blue,TmoreC,27,prior,distractor.contrast,rel,none,65,67,0.970149253731343
contrast,tall,spiral,blue,TmoreC,27,prior,target,rel,none,81,296,0.273648648648649
contrast,thick,line,blue,TlessC,39,adjective,competitor,rel,early,15,120,0.125
contrast,thick,line,blue,TlessC,39,adjective,competitor,rel,late,27,116,0.232758620689655
contrast,thick,line,blue,TlessC,39,adjective,distractor,rel,early,3,81,0.037037037037037
contrast,thick,line,blue,TlessC,39,adjective,distractor,rel,late,0,293,0
contrast,thick,line,blue,TlessC,39,adjective,distractor.contrast,rel,early,7,104,0.0673076923076923
contrast,thick,line,blue,TlessC,39,adjective,distractor.contrast,rel,late,8,111,0.0720720720720721
contrast,thick,line,blue,TlessC,39,adjective,target,rel,early,49,69,0.710144927536232
contrast,thick,line,blue,TlessC,39,adjective,target,rel,late,60,309,0.194174757281553
contrast,thick,line,blue,TlessC,39,noun,competitor,rel,none,24,112,0.214285714285714
contrast,thick,line,blue,TlessC,39,noun,distractor,rel,none,6,112,0.0535714285714286
contrast,thick,line,blue,TlessC,39,noun,distractor.contrast,rel,none,9,70,0.128571428571429
contrast,thick,line,blue,TlessC,39,noun,target,rel,none,45,291,0.154639175257732
contrast,thick,line,blue,TlessC,39,prior,competitor,rel,none,33,120,0.275
contrast,thick,line,blue,TlessC,39,prior,distractor,rel,none,42,139,0.302158273381295
contrast,thick,line,blue,TlessC,39,prior,distractor.contrast,rel,none,86,57,1.50877192982456
contrast,thick,line,blue,TlessC,39,prior,target,rel,none,36,341,0.105571847507331
contrast,thick,line,blue,TmoreC,39,adjective,competitor,rel,early,6,136,0.0441176470588235
contrast,thick,line,blue,TmoreC,39,adjective,competitor,rel,late,7,155,0.0451612903225806
contrast,thick,line,blue,TmoreC,39,adjective,distractor,rel,early,0,65,0
contrast,thick,line,blue,TmoreC,39,adjective,distractor,rel,late,0,360,0
contrast,thick,line,blue,TmoreC,39,adjective,distractor.contrast,rel,early,11,116,0.0948275862068965
contrast,thick,line,blue,TmoreC,39,adjective,distractor.contrast,rel,late,10,124,0.0806451612903226
contrast,thick,line,blue,TmoreC,39,adjective,target,rel,early,79,66,1.1969696969697
contrast,thick,line,blue,TmoreC,39,adjective,target,rel,late,91,354,0.257062146892655
contrast,thick,line,blue,TmoreC,39,noun,competitor,rel,none,0,98,0
contrast,thick,line,blue,TmoreC,39,noun,distractor,rel,none,0,121,0
contrast,thick,line,blue,TmoreC,39,noun,distractor.contrast,rel,none,17,66,0.257575757575758
contrast,thick,line,blue,TmoreC,39,noun,target,rel,none,85,219,0.388127853881279
contrast,thick,line,blue,TmoreC,39,prior,competitor,rel,none,14,117,0.11965811965812
contrast,thick,line,blue,TmoreC,39,prior,distractor,rel,none,52,134,0.388059701492537
contrast,thick,line,blue,TmoreC,39,prior,distractor.contrast,rel,none,75,75,1
contrast,thick,line,blue,TmoreC,39,prior,target,rel,none,59,310,0.190322580645161
contrast,thick,line,yellow,TlessC,29,adjective,competitor,rel,early,22,84,0.261904761904762
contrast,thick,line,yellow,TlessC,29,adjective,competitor,rel,late,32,118,0.271186440677966
contrast,thick,line,yellow,TlessC,29,adjective,distractor,rel,early,17,66,0.257575757575758
contrast,thick,line,yellow,TlessC,29,adjective,distractor,rel,late,3,220,0.0136363636363636
contrast,thick,line,yellow,TlessC,29,adjective,distractor.contrast,rel,early,33,98,0.336734693877551
contrast,thick,line,yellow,TlessC,29,adjective,distractor.contrast,rel,late,11,162,0.0679012345679012
contrast,thick,line,yellow,TlessC,29,adjective,target,rel,early,32,27,1.18518518518519
contrast,thick,line,yellow,TlessC,29,adjective,target,rel,late,43,230,0.18695652173913
contrast,thick,line,yellow,TlessC,29,noun,competitor,rel,none,7,112,0.0625
contrast,thick,line,yellow,TlessC,29,noun,distractor,rel,none,2,169,0.0118343195266272
contrast,thick,line,yellow,TlessC,29,noun,distractor.contrast,rel,none,0,30,0
contrast,thick,line,yellow,TlessC,29,noun,target,rel,none,73,269,0.271375464684015
contrast,thick,line,yellow,TlessC,29,prior,competitor,rel,none,67,106,0.632075471698113
contrast,thick,line,yellow,TlessC,29,prior,distractor,rel,none,36,125,0.288
contrast,thick,line,yellow,TlessC,29,prior,distractor.contrast,rel,none,37,36,1.02777777777778
contrast,thick,line,yellow,TlessC,29,prior,target,rel,none,116,235,0.493617021276596
contrast,thick,line,yellow,TmoreC,29,adjective,competitor,rel,early,0,109,0
contrast,thick,line,yellow,TmoreC,29,adjective,competitor,rel,late,2,160,0.0125
contrast,thick,line,yellow,TmoreC,29,adjective,distractor,rel,early,12,40,0.3
contrast,thick,line,yellow,TmoreC,29,adjective,distractor,rel,late,0,329,0
contrast,thick,line,yellow,TmoreC,29,adjective,distractor.contrast,rel,early,5,77,0.0649350649350649
contrast,thick,line,yellow,TmoreC,29,adjective,distractor.contrast,rel,late,0,151,0
contrast,thick,line,yellow,TmoreC,29,adjective,target,rel,early,123,30,4.1
contrast,thick,line,yellow,TmoreC,29,adjective,target,rel,late,121,280,0.432142857142857
contrast,thick,line,yellow,TmoreC,29,noun,competitor,rel,none,9,107,0.0841121495327103
contrast,thick,line,yellow,TmoreC,29,noun,distractor,rel,none,0,166,0
contrast,thick,line,yellow,TmoreC,29,noun,distractor.contrast,rel,none,0,35,0
contrast,thick,line,yellow,TmoreC,29,noun,target,rel,none,108,270,0.4
contrast,thick,line,yellow,TmoreC,29,prior,competitor,rel,none,43,95,0.452631578947368
contrast,thick,line,yellow,TmoreC,29,prior,distractor,rel,none,67,177,0.378531073446328
contrast,thick,line,yellow,TmoreC,29,prior,distractor.contrast,rel,none,88,29,3.03448275862069
contrast,thick,line,yellow,TmoreC,29,prior,target,rel,none,122,224,0.544642857142857
contrast,thin,line,blue,TlessC,30,adjective,competitor,rel,early,8,95,0.0842105263157895
contrast,thin,line,blue,TlessC,30,adjective,competitor,rel,late,40,191,0.209424083769634
contrast,thin,line,blue,TlessC,30,adjective,distractor,rel,early,0,33,0
contrast,thin,line,blue,TlessC,30,adjective,distractor,rel,late,0,264,0
contrast,thin,line,blue,TlessC,30,adjective,distractor.contrast,rel,early,16,105,0.152380952380952
contrast,thin,line,blue,TlessC,30,adjective,distractor.contrast,rel,late,17,202,0.0841584158415842
contrast,thin,line,blue,TlessC,30,adjective,target,rel,early,80,30,2.66666666666667
contrast,thin,line,blue,TlessC,30,adjective,target,rel,late,114,272,0.419117647058824
contrast,thin,line,blue,TlessC,30,noun,competitor,rel,none,10,112,0.0892857142857143
contrast,thin,line,blue,TlessC,30,noun,distractor,rel,none,0,227,0
contrast,thin,line,blue,TlessC,30,noun,distractor.contrast,rel,none,7,35,0.2
contrast,thin,line,blue,TlessC,30,noun,target,rel,none,15,282,0.0531914893617021
contrast,thin,line,blue,TlessC,30,prior,competitor,rel,none,49,106,0.462264150943396
contrast,thin,line,blue,TlessC,30,prior,distractor,rel,none,42,168,0.25
contrast,thin,line,blue,TlessC,30,prior,distractor.contrast,rel,none,129,45,2.86666666666667
contrast,thin,line,blue,TlessC,30,prior,target,rel,none,117,248,0.471774193548387
contrast,thin,line,blue,TmoreC,30,adjective,competitor,rel,early,0,128,0
contrast,thin,line,blue,TmoreC,30,adjective,competitor,rel,late,22,187,0.117647058823529
contrast,thin,line,blue,TmoreC,30,adjective,distractor,rel,early,0,57,0
contrast,thin,line,blue,TmoreC,30,adjective,distractor,rel,late,0,316,0
contrast,thin,line,blue,TmoreC,30,adjective,distractor.contrast,rel,early,31,98,0.316326530612245
contrast,thin,line,blue,TmoreC,30,adjective,distractor.contrast,rel,late,34,167,0.203592814371257
contrast,thin,line,blue,TmoreC,30,adjective,target,rel,early,59,10,5.9
contrast,thin,line,blue,TmoreC,30,adjective,target,rel,late,99,268,0.369402985074627
contrast,thin,line,blue,TmoreC,30,noun,competitor,rel,none,12,117,0.102564102564103
contrast,thin,line,blue,TmoreC,30,noun,distractor,rel,none,0,178,0
contrast,thin,line,blue,TmoreC,30,noun,distractor.contrast,rel,none,7,8,0.875
contrast,thin,line,blue,TmoreC,30,noun,target,rel,none,15,267,0.0561797752808989
contrast,thin,line,blue,TmoreC,30,prior,competitor,rel,none,32,89,0.359550561797753
contrast,thin,line,blue,TmoreC,30,prior,distractor,rel,none,63,121,0.520661157024793
contrast,thin,line,blue,TmoreC,30,prior,distractor.contrast,rel,none,123,28,4.39285714285714
contrast,thin,line,blue,TmoreC,30,prior,target,rel,none,53,242,0.21900826446281
contrast,thin,line,red,TlessC,40,adjective,competitor,rel,early,20,86,0.232558139534884
contrast,thin,line,red,TlessC,40,adjective,competitor,rel,late,43,152,0.282894736842105
contrast,thin,line,red,TlessC,40,adjective,distractor,rel,early,19,29,0.655172413793103
contrast,thin,line,red,TlessC,40,adjective,distractor,rel,late,0,196,0
contrast,thin,line,red,TlessC,40,adjective,distractor.contrast,rel,early,16,95,0.168421052631579
contrast,thin,line,red,TlessC,40,adjective,distractor.contrast,rel,late,2,176,0.0113636363636364
contrast,thin,line,red,TlessC,40,adjective,target,rel,early,56,54,1.03703703703704
contrast,thin,line,red,TlessC,40,adjective,target,rel,late,116,224,0.517857142857143
contrast,thin,line,red,TlessC,40,noun,competitor,rel,none,0,117,0
contrast,thin,line,red,TlessC,40,noun,distractor,rel,none,0,198,0
contrast,thin,line,red,TlessC,40,noun,distractor.contrast,rel,none,3,55,0.0545454545454545
contrast,thin,line,red,TlessC,40,noun,target,rel,none,29,293,0.0989761092150171
contrast,thin,line,red,TlessC,40,prior,competitor,rel,none,88,83,1.06024096385542
contrast,thin,line,red,TlessC,40,prior,distractor,rel,none,146,143,1.02097902097902
contrast,thin,line,red,TlessC,40,prior,distractor.contrast,rel,none,26,45,0.577777777777778
contrast,thin,line,red,TlessC,40,prior,target,rel,none,94,193,0.487046632124352
contrast,thin,line,red,TmoreC,40,adjective,competitor,rel,early,23,99,0.232323232323232
contrast,thin,line,red,TmoreC,40,adjective,competitor,rel,late,24,189,0.126984126984127
contrast,thin,line,red,TmoreC,40,adjective,distractor,rel,early,0,56,0
contrast,thin,line,red,TmoreC,40,adjective,distractor,rel,late,0,295,0
contrast,thin,line,red,TmoreC,40,adjective,distractor.contrast,rel,early,29,96,0.302083333333333
contrast,thin,line,red,TmoreC,40,adjective,distractor.contrast,rel,late,14,152,0.0921052631578947
contrast,thin,line,red,TmoreC,40,adjective,target,rel,early,75,38,1.97368421052632
contrast,thin,line,red,TmoreC,40,adjective,target,rel,late,147,325,0.452307692307692
contrast,thin,line,red,TmoreC,40,noun,competitor,rel,none,3,109,0.0275229357798165
contrast,thin,line,red,TmoreC,40,noun,distractor,rel,none,0,160,0
contrast,thin,line,red,TmoreC,40,noun,distractor.contrast,rel,none,0,37,0
contrast,thin,line,red,TmoreC,40,noun,target,rel,none,33,198,0.166666666666667
contrast,thin,line,red,TmoreC,40,prior,competitor,rel,none,46,127,0.362204724409449
contrast,thin,line,red,TmoreC,40,prior,distractor,rel,none,82,142,0.577464788732394
contrast,thin,line,red,TmoreC,40,prior,distractor.contrast,rel,none,82,60,1.36666666666667
contrast,thin,line,red,TmoreC,40,prior,target,rel,none,112,366,0.306010928961749
contrast,wide,oval,green,TlessC,25,adjective,competitor,rel,early,17,135,0.125925925925926
contrast,wide,oval,green,TlessC,25,adjective,competitor,rel,late,64,154,0.415584415584416
contrast,wide,oval,green,TlessC,25,adjective,distractor,rel,early,62,67,0.925373134328358
contrast,wide,oval,green,TlessC,25,adjective,distractor,rel,late,52,292,0.178082191780822
contrast,wide,oval,green,TlessC,25,adjective,distractor.contrast,rel,early,24,114,0.210526315789474
contrast,wide,oval,green,TlessC,25,adjective,distractor.contrast,rel,late,16,96,0.166666666666667
contrast,wide,oval,green,TlessC,25,adjective,target,rel,early,9,85,0.105882352941176
contrast,wide,oval,green,TlessC,25,adjective,target,rel,late,16,294,0.054421768707483
contrast,wide,oval,green,TlessC,25,prior,competitor,rel,none,108,135,0.8
contrast,wide,oval,green,TlessC,25,prior,distractor,rel,none,94,112,0.839285714285714
contrast,wide,oval,green,TlessC,25,prior,distractor.contrast,rel,none,76,104,0.730769230769231
contrast,wide,oval,green,TlessC,25,prior,target,rel,none,18,280,0.0642857142857143
contrast,wide,oval,green,TmoreC,25,adjective,competitor,rel,early,8,108,0.0740740740740741
contrast,wide,oval,green,TmoreC,25,adjective,competitor,rel,late,37,98,0.377551020408163
contrast,wide,oval,green,TmoreC,25,adjective,distractor,rel,early,38,98,0.387755102040816
contrast,wide,oval,green,TmoreC,25,adjective,distractor,rel,late,24,371,0.0646900269541779
contrast,wide,oval,green,TmoreC,25,adjective,distractor.contrast,rel,early,11,104,0.105769230769231
contrast,wide,oval,green,TmoreC,25,adjective,distractor.contrast,rel,late,11,110,0.1
contrast,wide,oval,green,TmoreC,25,adjective,target,rel,early,21,87,0.241379310344828
contrast,wide,oval,green,TmoreC,25,adjective,target,rel,late,54,274,0.197080291970803
contrast,wide,oval,green,TmoreC,25,prior,competitor,rel,none,89,102,0.872549019607843
contrast,wide,oval,green,TmoreC,25,prior,distractor,rel,none,73,157,0.464968152866242
contrast,wide,oval,green,TmoreC,25,prior,distractor.contrast,rel,none,23,27,0.851851851851852
contrast,wide,oval,green,TmoreC,25,prior,target,rel,none,35,279,0.125448028673835
contrast,wide,rectangle,yellow,TlessC,35,adjective,competitor,rel,early,18,103,0.174757281553398
