condition,target.adjective,target.noun,target.color,group,itemid,Window,Region,adjType,AdjWindow,totalLooks,Sum,Proportion
contrast,wide,rectangle,yellow,TlessC,35,adjective,competitor,rel,late,17,132,0.128787878787879
contrast,wide,rectangle,yellow,TlessC,35,adjective,distractor,rel,early,10,28,0.357142857142857
contrast,wide,rectangle,yellow,TlessC,35,adjective,distractor,rel,late,0,257,0
contrast,wide,rectangle,yellow,TlessC,35,adjective,distractor.contrast,rel,early,49,109,0.44954128440367
contrast,wide,rectangle,yellow,TlessC,35,adjective,distractor.contrast,rel,late,30,112,0.267857142857143
contrast,wide,rectangle,yellow,TlessC,35,adjective,target,rel,early,7,29,0.241379310344828
contrast,wide,rectangle,yellow,TlessC,35,adjective,target,rel,late,101,305,0.331147540983607
contrast,wide,rectangle,yellow,TlessC,35,prior,competitor,rel,none,75,119,0.630252100840336
contrast,wide,rectangle,yellow,TlessC,35,prior,distractor,rel,none,86,174,0.494252873563218
contrast,wide,rectangle,yellow,TlessC,35,prior,distractor.contrast,rel,none,38,34,1.11764705882353
contrast,wide,rectangle,yellow,TlessC,35,prior,target,rel,none,39,332,0.117469879518072
contrast,wide,rectangle,yellow,TmoreC,35,adjective,competitor,rel,early,23,100,0.23
contrast,wide,rectangle,yellow,TmoreC,35,adjective,competitor,rel,late,6,169,0.0355029585798817
contrast,wide,rectangle,yellow,TmoreC,35,adjective,distractor,rel,early,32,234,0.136752136752137
contrast,wide,rectangle,yellow,TmoreC,35,adjective,distractor,rel,late,3,99,0.0303030303030303
contrast,wide,rectangle,yellow,TmoreC,35,adjective,distractor.contrast,rel,early,17,151,0.112582781456954
contrast,wide,rectangle,yellow,TmoreC,35,adjective,distractor.contrast,rel,late,102,177,0.576271186440678
contrast,wide,rectangle,yellow,TmoreC,35,adjective,target,rel,early,18,103,0.174757281553398
contrast,wide,rectangle,yellow,TmoreC,35,adjective,target,rel,late,53,171,0.309941520467836
contrast,wide,rectangle,yellow,TmoreC,35,prior,competitor,rel,none,57,288,0.197916666666667
contrast,wide,rectangle,yellow,TmoreC,35,prior,distractor,rel,none,100,94,1.06382978723404
contrast,wide,rectangle,yellow,TmoreC,35,prior,distractor.contrast,rel,none,44,161,0.273291925465839
contrast,wide,rectangle,yellow,TmoreC,35,prior,target,rel,none,69,260,0.265384615384615
nocontrast,big,square,red,TlessC,23,adjective,competitor,rel,early,24,55,0.436363636363636
nocontrast,big,square,red,TlessC,23,adjective,competitor,rel,late,34,50,0.68
nocontrast,big,square,red,TlessC,23,adjective,distractor,rel,early,9,71,0.126760563380282
nocontrast,big,square,red,TlessC,23,adjective,distractor,rel,late,0,183,0
nocontrast,big,square,red,TlessC,23,adjective,distractor.contrast,rel,early,11,104,0.105769230769231
nocontrast,big,square,red,TlessC,23,adjective,distractor.contrast,rel,late,0,95,0
nocontrast,big,square,red,TlessC,23,adjective,target,rel,early,70,79,0.886075949367089
nocontrast,big,square,red,TlessC,23,adjective,target,rel,late,61,212,0.287735849056604
nocontrast,big,square,red,TlessC,23,noun,competitor,rel,none,21,93,0.225806451612903
nocontrast,big,square,red,TlessC,23,noun,distractor,rel,none,0,84,0
nocontrast,big,square,red,TlessC,23,noun,distractor.contrast,rel,none,0,73,0
nocontrast,big,square,red,TlessC,23,noun,target,rel,none,64,255,0.250980392156863
nocontrast,big,square,red,TlessC,23,prior,competitor,rel,none,90,71,1.26760563380282
nocontrast,big,square,red,TlessC,23,prior,distractor,rel,none,36,92,0.391304347826087
nocontrast,big,square,red,TlessC,23,prior,distractor.contrast,rel,none,75,93,0.806451612903226
nocontrast,big,square,red,TlessC,23,prior,target,rel,none,77,194,0.396907216494845
nocontrast,big,square,red,TmoreC,23,adjective,competitor,rel,early,0,87,0
nocontrast,big,square,red,TmoreC,23,adjective,competitor,rel,late,0,163,0
nocontrast,big,square,red,TmoreC,23,adjective,distractor,rel,early,10,30,0.333333333333333
nocontrast,big,square,red,TmoreC,23,adjective,distractor,rel,late,20,245,0.0816326530612245
nocontrast,big,square,red,TmoreC,23,adjective,distractor.contrast,rel,early,0,121,0
nocontrast,big,square,red,TmoreC,23,adjective,distractor.contrast,rel,late,0,197,0
nocontrast,big,square,red,TmoreC,23,adjective,target,rel,early,75,34,2.20588235294118
nocontrast,big,square,red,TmoreC,23,adjective,target,rel,late,89,308,0.288961038961039
nocontrast,big,square,red,TmoreC,23,noun,competitor,rel,none,0,106,0
nocontrast,big,square,red,TmoreC,23,noun,distractor,rel,none,2,176,0.0113636363636364
nocontrast,big,square,red,TmoreC,23,noun,distractor.contrast,rel,none,7,32,0.21875
nocontrast,big,square,red,TmoreC,23,noun,target,rel,none,95,360,0.263888888888889
nocontrast,big,square,red,TmoreC,23,prior,competitor,rel,none,0,95,0
nocontrast,big,square,red,TmoreC,23,prior,distractor,rel,none,75,185,0.405405405405405
nocontrast,big,square,red,TmoreC,23,prior,distractor.contrast,rel,none,7,31,0.225806451612903
nocontrast,big,square,red,TmoreC,23,prior,target,rel,none,43,293,0.146757679180887
nocontrast,big,triangle,yellow,TlessC,33,adjective,competitor,rel,early,36,109,0.330275229357798
nocontrast,big,triangle,yellow,TlessC,33,adjective,competitor,rel,late,36,86,0.418604651162791
nocontrast,big,triangle,yellow,TlessC,33,adjective,distractor,rel,early,0,24,0
nocontrast,big,triangle,yellow,TlessC,33,adjective,distractor,rel,late,0,315,0
nocontrast,big,triangle,yellow,TlessC,33,adjective,distractor.contrast,rel,early,18,118,0.152542372881356
nocontrast,big,triangle,yellow,TlessC,33,adjective,distractor.contrast,rel,late,5,112,0.0446428571428571
nocontrast,big,triangle,yellow,TlessC,33,adjective,target,rel,early,27,65,0.415384615384615
nocontrast,big,triangle,yellow,TlessC,33,adjective,target,rel,late,43,357,0.120448179271709
nocontrast,big,triangle,yellow,TlessC,33,noun,competitor,rel,none,7,92,0.0760869565217391
nocontrast,big,triangle,yellow,TlessC,33,noun,distractor,rel,none,0,96,0
nocontrast,big,triangle,yellow,TlessC,33,noun,distractor.contrast,rel,none,9,66,0.136363636363636
nocontrast,big,triangle,yellow,TlessC,33,noun,target,rel,none,72,237,0.30379746835443
nocontrast,big,triangle,yellow,TlessC,33,prior,competitor,rel,none,114,101,1.12871287128713
nocontrast,big,triangle,yellow,TlessC,33,prior,distractor,rel,none,21,121,0.173553719008264
nocontrast,big,triangle,yellow,TlessC,33,prior,distractor.contrast,rel,none,123,96,1.28125
nocontrast,big,triangle,yellow,TlessC,33,prior,target,rel,none,65,311,0.209003215434084
nocontrast,big,triangle,yellow,TmoreC,33,adjective,competitor,rel,early,68,110,0.618181818181818
nocontrast,big,triangle,yellow,TmoreC,33,adjective,competitor,rel,late,37,101,0.366336633663366
nocontrast,big,triangle,yellow,TmoreC,33,adjective,distractor,rel,early,1,81,0.0123456790123457
nocontrast,big,triangle,yellow,TmoreC,33,adjective,distractor,rel,late,0,330,0
nocontrast,big,triangle,yellow,TmoreC,33,adjective,distractor.contrast,rel,early,33,78,0.423076923076923
nocontrast,big,triangle,yellow,TmoreC,33,adjective,distractor.contrast,rel,late,20,96,0.208333333333333
nocontrast,big,triangle,yellow,TmoreC,33,adjective,target,rel,early,15,73,0.205479452054795
nocontrast,big,triangle,yellow,TmoreC,33,adjective,target,rel,late,33,256,0.12890625
nocontrast,big,triangle,yellow,TmoreC,33,noun,competitor,rel,none,9,102,0.0882352941176471
nocontrast,big,triangle,yellow,TmoreC,33,noun,distractor,rel,none,0,118,0
nocontrast,big,triangle,yellow,TmoreC,33,noun,distractor.contrast,rel,none,12,71,0.169014084507042
nocontrast,big,triangle,yellow,TmoreC,33,noun,target,rel,none,72,320,0.225
nocontrast,big,triangle,yellow,TmoreC,33,prior,competitor,rel,none,86,129,0.666666666666667
nocontrast,big,triangle,yellow,TmoreC,33,prior,distractor,rel,none,38,137,0.277372262773723
nocontrast,big,triangle,yellow,TmoreC,33,prior,distractor.contrast,rel,none,85,79,1.07594936708861
nocontrast,big,triangle,yellow,TmoreC,33,prior,target,rel,none,48,311,0.154340836012862
nocontrast,closed,circle,blue,TlessC,17,adjective,competitor,max,early,23,112,0.205357142857143
nocontrast,closed,circle,blue,TlessC,17,adjective,competitor,max,late,30,134,0.223880597014925
nocontrast,closed,circle,blue,TlessC,17,adjective,distractor,max,early,9,57,0.157894736842105
nocontrast,closed,circle,blue,TlessC,17,adjective,distractor,max,late,27,315,0.0857142857142857
nocontrast,closed,circle,blue,TlessC,17,adjective,distractor.contrast,max,early,18,123,0.146341463414634
nocontrast,closed,circle,blue,TlessC,17,adjective,distractor.contrast,max,late,18,148,0.121621621621622
nocontrast,closed,circle,blue,TlessC,17,adjective,target,max,early,54,67,0.805970149253731
nocontrast,closed,circle,blue,TlessC,17,adjective,target,max,late,118,340,0.347058823529412
nocontrast,closed,circle,blue,TlessC,17,noun,competitor,max,none,4,106,0.0377358490566038
nocontrast,closed,circle,blue,TlessC,17,noun,distractor,max,none,6,115,0.0521739130434783
nocontrast,closed,circle,blue,TlessC,17,noun,distractor.contrast,max,none,3,58,0.0517241379310345
nocontrast,closed,circle,blue,TlessC,17,noun,target,max,none,18,219,0.0821917808219178
nocontrast,closed,circle,blue,TlessC,17,prior,competitor,max,none,62,97,0.639175257731959
nocontrast,closed,circle,blue,TlessC,17,prior,distractor,max,none,54,138,0.391304347826087
nocontrast,closed,circle,blue,TlessC,17,prior,distractor.contrast,max,none,89,74,1.2027027027027
nocontrast,closed,circle,blue,TlessC,17,prior,target,max,none,82,241,0.340248962655602
nocontrast,closed,circle,blue,TmoreC,17,adjective,competitor,max,early,25,114,0.219298245614035
nocontrast,closed,circle,blue,TmoreC,17,adjective,competitor,max,late,19,122,0.155737704918033
nocontrast,closed,circle,blue,TmoreC,17,adjective,distractor,max,early,0,68,0
nocontrast,closed,circle,blue,TmoreC,17,adjective,distractor,max,late,0,271,0
nocontrast,closed,circle,blue,TmoreC,17,adjective,distractor.contrast,max,early,12,111,0.108108108108108
nocontrast,closed,circle,blue,TmoreC,17,adjective,distractor.contrast,max,late,13,144,0.0902777777777778
nocontrast,closed,circle,blue,TmoreC,17,adjective,target,max,early,61,82,0.74390243902439
nocontrast,closed,circle,blue,TmoreC,17,adjective,target,max,late,124,278,0.446043165467626
nocontrast,closed,circle,blue,TmoreC,17,noun,competitor,max,none,0,105,0
nocontrast,closed,circle,blue,TmoreC,17,noun,distractor,max,none,0,157,0
nocontrast,closed,circle,blue,TmoreC,17,noun,distractor.contrast,max,none,3,30,0.1
nocontrast,closed,circle,blue,TmoreC,17,noun,target,max,none,22,259,0.0849420849420849
nocontrast,closed,circle,blue,TmoreC,17,prior,competitor,max,none,72,119,0.605042016806723
nocontrast,closed,circle,blue,TmoreC,17,prior,distractor,max,none,15,175,0.0857142857142857
nocontrast,closed,circle,blue,TmoreC,17,prior,distractor.contrast,max,none,53,36,1.47222222222222
nocontrast,closed,circle,blue,TmoreC,17,prior,target,max,none,60,303,0.198019801980198
nocontrast,closed,circle,green,TlessC,12,adjective,competitor,max,early,33,126,0.261904761904762
nocontrast,closed,circle,green,TlessC,12,adjective,competitor,max,late,43,152,0.282894736842105
nocontrast,closed,circle,green,TlessC,12,adjective,distractor,max,early,14,39,0.358974358974359
nocontrast,closed,circle,green,TlessC,12,adjective,distractor,max,late,10,310,0.032258064516129
nocontrast,closed,circle,green,TlessC,12,adjective,distractor.contrast,max,early,2,114,0.0175438596491228
nocontrast,closed,circle,green,TlessC,12,adjective,distractor.contrast,max,late,0,152,0
nocontrast,closed,circle,green,TlessC,12,adjective,target,max,early,50,46,1.08695652173913
nocontrast,closed,circle,green,TlessC,12,adjective,target,max,late,103,223,0.461883408071749
nocontrast,closed,circle,green,TlessC,12,noun,competitor,max,none,11,114,0.0964912280701754
nocontrast,closed,circle,green,TlessC,12,noun,distractor,max,none,3,176,0.0170454545454545
nocontrast,closed,circle,green,TlessC,12,noun,distractor.contrast,max,none,0,29,0
nocontrast,closed,circle,green,TlessC,12,noun,target,max,none,15,313,0.0479233226837061
nocontrast,closed,circle,green,TlessC,12,prior,competitor,max,none,93,103,0.902912621359223
nocontrast,closed,circle,green,TlessC,12,prior,distractor,max,none,62,170,0.364705882352941
nocontrast,closed,circle,green,TlessC,12,prior,distractor.contrast,max,none,31,36,0.861111111111111
nocontrast,closed,circle,green,TlessC,12,prior,target,max,none,64,321,0.199376947040498
nocontrast,closed,circle,green,TmoreC,12,adjective,competitor,max,early,38,104,0.365384615384615
nocontrast,closed,circle,green,TmoreC,12,adjective,competitor,max,late,60,190,0.315789473684211
nocontrast,closed,circle,green,TmoreC,12,adjective,distractor,max,early,11,30,0.366666666666667
nocontrast,closed,circle,green,TmoreC,12,adjective,distractor,max,late,3,224,0.0133928571428571
nocontrast,closed,circle,green,TmoreC,12,adjective,distractor.contrast,max,early,4,96,0.0416666666666667
nocontrast,closed,circle,green,TmoreC,12,adjective,distractor.contrast,max,late,27,187,0.144385026737968
nocontrast,closed,circle,green,TmoreC,12,adjective,target,max,early,59,30,1.96666666666667
nocontrast,closed,circle,green,TmoreC,12,adjective,target,max,late,93,230,0.404347826086957
nocontrast,closed,circle,green,TmoreC,12,noun,competitor,max,none,3,108,0.0277777777777778
nocontrast,closed,circle,green,TmoreC,12,noun,distractor,max,none,0,203,0
nocontrast,closed,circle,green,TmoreC,12,noun,distractor.contrast,max,none,0,33,0
nocontrast,closed,circle,green,TmoreC,12,noun,target,max,none,27,279,0.0967741935483871
nocontrast,closed,circle,green,TmoreC,12,prior,competitor,max,none,102,98,1.04081632653061
nocontrast,closed,circle,green,TmoreC,12,prior,distractor,max,none,24,213,0.112676056338028
nocontrast,closed,circle,green,TmoreC,12,prior,distractor.contrast,max,none,98,36,2.72222222222222
nocontrast,closed,circle,green,TmoreC,12,prior,target,max,none,41,239,0.171548117154812
nocontrast,empty,cube,transparent,TlessC,15,adjective,competitor,max,early,41,103,0.398058252427184
nocontrast,empty,cube,transparent,TlessC,15,adjective,competitor,max,late,31,174,0.17816091954023
nocontrast,empty,cube,transparent,TlessC,15,adjective,distractor,max,early,0,50,0
nocontrast,empty,cube,transparent,TlessC,15,adjective,distractor,max,late,0,280,0
nocontrast,empty,cube,transparent,TlessC,15,adjective,distractor.contrast,max,early,2,93,0.021505376344086
nocontrast,empty,cube,transparent,TlessC,15,adjective,distractor.contrast,max,late,0,174,0
nocontrast,empty,cube,transparent,TlessC,15,adjective,target,max,early,65,54,1.2037037037037
nocontrast,empty,cube,transparent,TlessC,15,adjective,target,max,late,66,320,0.20625
nocontrast,empty,cube,transparent,TlessC,15,noun,competitor,max,none,8,103,0.0776699029126214
nocontrast,empty,cube,transparent,TlessC,15,noun,distractor,max,none,0,178,0
nocontrast,empty,cube,transparent,TlessC,15,noun,distractor.contrast,max,none,0,10,0
nocontrast,empty,cube,transparent,TlessC,15,noun,target,max,none,20,307,0.0651465798045603
nocontrast,empty,cube,transparent,TlessC,15,prior,competitor,max,none,122,56,2.17857142857143
nocontrast,empty,cube,transparent,TlessC,15,prior,distractor,max,none,12,164,0.0731707317073171
nocontrast,empty,cube,transparent,TlessC,15,prior,distractor.contrast,max,none,46,10,4.6
nocontrast,empty,cube,transparent,TlessC,15,prior,target,max,none,165,205,0.804878048780488
nocontrast,empty,cylinder,transparent,TlessC,20,adjective,competitor,max,early,42,96,0.4375
nocontrast,empty,cylinder,transparent,TlessC,20,adjective,competitor,max,late,22,154,0.142857142857143
nocontrast,empty,cylinder,transparent,TlessC,20,adjective,distractor,max,early,9,29,0.310344827586207
nocontrast,empty,cylinder,transparent,TlessC,20,adjective,distractor,max,late,0,309,0
nocontrast,empty,cylinder,transparent,TlessC,20,adjective,distractor.contrast,max,early,19,74,0.256756756756757
nocontrast,empty,cylinder,transparent,TlessC,20,adjective,distractor.contrast,max,late,9,147,0.0612244897959184
nocontrast,empty,cylinder,transparent,TlessC,20,adjective,target,max,early,26,30,0.866666666666667
nocontrast,empty,cylinder,transparent,TlessC,20,adjective,target,max,late,63,270,0.233333333333333
nocontrast,empty,cylinder,transparent,TlessC,20,noun,competitor,max,none,6,68,0.0882352941176471
nocontrast,empty,cylinder,transparent,TlessC,20,noun,distractor,max,none,0,147,0
nocontrast,empty,cylinder,transparent,TlessC,20,noun,distractor.contrast,max,none,3,43,0.0697674418604651
nocontrast,empty,cylinder,transparent,TlessC,20,noun,target,max,none,48,225,0.213333333333333
nocontrast,empty,cylinder,transparent,TlessC,20,prior,competitor,max,none,63,102,0.617647058823529
nocontrast,empty,cylinder,transparent,TlessC,20,prior,distractor,max,none,60,199,0.301507537688442
nocontrast,empty,cylinder,transparent,TlessC,20,prior,distractor.contrast,max,none,14,60,0.233333333333333
nocontrast,empty,cylinder,transparent,TlessC,20,prior,target,max,none,111,282,0.393617021276596
nocontrast,flat,circle,green,TlessC,11,adjective,competitor,max,early,35,123,0.284552845528455
nocontrast,flat,circle,green,TlessC,11,adjective,competitor,max,late,35,182,0.192307692307692
nocontrast,flat,circle,green,TlessC,11,adjective,distractor,max,early,24,49,0.489795918367347
nocontrast,flat,circle,green,TlessC,11,adjective,distractor,max,late,17,374,0.0454545454545455
nocontrast,flat,circle,green,TlessC,11,adjective,distractor.contrast,max,early,7,107,0.0654205607476635
nocontrast,flat,circle,green,TlessC,11,adjective,distractor.contrast,max,late,1,195,0.00512820512820513
nocontrast,flat,circle,green,TlessC,11,adjective,target,max,early,25,59,0.423728813559322
nocontrast,flat,circle,green,TlessC,11,adjective,target,max,late,58,267,0.217228464419476
nocontrast,flat,circle,green,TlessC,11,noun,competitor,max,none,8,78,0.102564102564103
nocontrast,flat,circle,green,TlessC,11,noun,distractor,max,none,4,135,0.0296296296296296
nocontrast,flat,circle,green,TlessC,11,noun,distractor.contrast,max,none,19,34,0.558823529411765
nocontrast,flat,circle,green,TlessC,11,noun,target,max,none,36,211,0.170616113744076
nocontrast,flat,circle,green,TlessC,11,prior,competitor,max,none,34,98,0.346938775510204
nocontrast,flat,circle,green,TlessC,11,prior,distractor,max,none,27,156,0.173076923076923
nocontrast,flat,circle,green,TlessC,11,prior,distractor.contrast,max,none,99,43,2.30232558139535
nocontrast,flat,circle,green,TlessC,11,prior,target,max,none,106,302,0.350993377483444
nocontrast,flat,circle,green,TmoreC,11,adjective,competitor,max,early,17,96,0.177083333333333
nocontrast,flat,circle,green,TmoreC,11,adjective,competitor,max,late,45,120,0.375
nocontrast,flat,circle,green,TmoreC,11,adjective,distractor,max,early,13,59,0.220338983050847
nocontrast,flat,circle,green,TmoreC,11,adjective,distractor,max,late,8,278,0.0287769784172662
nocontrast,flat,circle,green,TmoreC,11,adjective,distractor.contrast,max,early,0,117,0
nocontrast,flat,circle,green,TmoreC,11,adjective,distractor.contrast,max,late,0,149,0
nocontrast,flat,circle,green,TmoreC,11,adjective,target,max,early,44,65,0.676923076923077
nocontrast,flat,circle,green,TmoreC,11,adjective,target,max,late,60,350,0.171428571428571
nocontrast,flat,circle,green,TmoreC,11,noun,competitor,max,none,11,74,0.148648648648649
nocontrast,flat,circle,green,TmoreC,11,noun,distractor,max,none,2,95,0.0210526315789474
nocontrast,flat,circle,green,TmoreC,11,noun,distractor.contrast,max,none,1,84,0.0119047619047619
nocontrast,flat,circle,green,TmoreC,11,noun,target,max,none,72,197,0.365482233502538
nocontrast,flat,circle,green,TmoreC,11,prior,competitor,max,none,50,96,0.520833333333333
nocontrast,flat,circle,green,TmoreC,11,prior,distractor,max,none,77,108,0.712962962962963
nocontrast,flat,circle,green,TmoreC,11,prior,distractor.contrast,max,none,45,102,0.441176470588235
nocontrast,flat,circle,green,TmoreC,11,prior,target,max,none,48,200,0.24
nocontrast,flat,triangle,yellow,TlessC,16,adjective,competitor,max,early,24,104,0.230769230769231
nocontrast,flat,triangle,yellow,TlessC,16,adjective,competitor,max,late,33,89,0.370786516853933
nocontrast,flat,triangle,yellow,TlessC,16,adjective,distractor,max,early,26,82,0.317073170731707
nocontrast,flat,triangle,yellow,TlessC,16,adjective,distractor,max,late,7,256,0.02734375
nocontrast,flat,triangle,yellow,TlessC,16,adjective,distractor.contrast,max,early,21,140,0.15
nocontrast,flat,triangle,yellow,TlessC,16,adjective,distractor.contrast,max,late,18,123,0.146341463414634
nocontrast,flat,triangle,yellow,TlessC,16,adjective,target,max,early,10,117,0.0854700854700855
nocontrast,flat,triangle,yellow,TlessC,16,adjective,target,max,late,37,320,0.115625
nocontrast,flat,triangle,yellow,TlessC,16,noun,competitor,max,none,11,104,0.105769230769231
nocontrast,flat,triangle,yellow,TlessC,16,noun,distractor,max,none,0,171,0
nocontrast,flat,triangle,yellow,TlessC,16,noun,distractor.contrast,max,none,8,32,0.25
nocontrast,flat,triangle,yellow,TlessC,16,noun,target,max,none,48,337,0.142433234421365
nocontrast,flat,triangle,yellow,TlessC,16,prior,competitor,max,none,97,90,1.07777777777778
nocontrast,flat,triangle,yellow,TlessC,16,prior,distractor,max,none,81,155,0.52258064516129
nocontrast,flat,triangle,yellow,TlessC,16,prior,distractor.contrast,max,none,59,34,1.73529411764706
nocontrast,flat,triangle,yellow,TlessC,16,prior,target,max,none,59,271,0.217712177121771
nocontrast,flat,triangle,yellow,TmoreC,16,adjective,competitor,max,early,39,111,0.351351351351351
nocontrast,flat,triangle,yellow,TmoreC,16,adjective,competitor,max,late,38,161,0.236024844720497
nocontrast,flat,triangle,yellow,TmoreC,16,adjective,distractor,max,early,10,32,0.3125
nocontrast,flat,triangle,yellow,TmoreC,16,adjective,distractor,max,late,18,354,0.0508474576271186
nocontrast,flat,triangle,yellow,TmoreC,16,adjective,distractor.contrast,max,early,17,127,0.133858267716535
nocontrast,flat,triangle,yellow,TmoreC,16,adjective,distractor.contrast,max,late,3,185,0.0162162162162162
nocontrast,flat,triangle,yellow,TmoreC,16,adjective,target,max,early,54,36,1.5
nocontrast,flat,triangle,yellow,TmoreC,16,adjective,target,max,late,57,322,0.177018633540373
nocontrast,flat,triangle,yellow,TmoreC,16,noun,competitor,max,none,22,112,0.196428571428571
nocontrast,flat,triangle,yellow,TmoreC,16,noun,distractor,max,none,0,148,0
nocontrast,flat,triangle,yellow,TmoreC,16,noun,distractor.contrast,max,none,10,296,0.0337837837837838
nocontrast,flat,triangle,yellow,TmoreC,16,noun,target,max,none,49,78,0.628205128205128
nocontrast,flat,triangle,yellow,TmoreC,16,prior,competitor,max,none,106,126,0.841269841269841
nocontrast,flat,triangle,yellow,TmoreC,16,prior,distractor,max,none,50,220,0.227272727272727
nocontrast,flat,triangle,yellow,TmoreC,16,prior,distractor.contrast,max,none,79,84,0.94047619047619
nocontrast,flat,triangle,yellow,TmoreC,16,prior,target,max,none,58,148,0.391891891891892
nocontrast,full,cube,yellow,TlessC,14,adjective,competitor,max,early,37,238,0.15546218487395
nocontrast,full,cube,yellow,TlessC,14,adjective,competitor,max,late,40,90,0.444444444444444
nocontrast,full,cube,yellow,TlessC,14,adjective,distractor,max,early,7,164,0.0426829268292683
nocontrast,full,cube,yellow,TlessC,14,adjective,distractor,max,late,5,270,0.0185185185185185
nocontrast,full,cube,yellow,TlessC,14,adjective,distractor.contrast,max,early,40,114,0.350877192982456
nocontrast,full,cube,yellow,TlessC,14,adjective,distractor.contrast,max,late,7,95,0.0736842105263158
nocontrast,full,cube,yellow,TlessC,14,adjective,target,max,early,20,85,0.235294117647059
nocontrast,full,cube,yellow,TlessC,14,adjective,target,max,late,59,278,0.212230215827338
nocontrast,full,cube,yellow,TlessC,14,noun,competitor,max,none,21,85,0.247058823529412
nocontrast,full,cube,yellow,TlessC,14,noun,distractor,max,none,1,109,0.00917431192660551
nocontrast,full,cube,yellow,TlessC,14,noun,distractor.contrast,max,none,0,104,0
nocontrast,full,cube,yellow,TlessC,14,noun,target,max,none,47,125,0.376
nocontrast,full,cube,yellow,TlessC,14,prior,competitor,max,none,95,81,1.17283950617284
nocontrast,full,cube,yellow,TlessC,14,prior,distractor,max,none,58,84,0.69047619047619
nocontrast,full,cube,yellow,TlessC,14,prior,distractor.contrast,max,none,129,88,1.46590909090909
nocontrast,full,cube,yellow,TlessC,14,prior,target,max,none,27,323,0.0835913312693498
nocontrast,full,cube,yellow,TmoreC,14,adjective,competitor,max,early,36,117,0.307692307692308
nocontrast,full,cube,yellow,TmoreC,14,adjective,competitor,max,late,24,90,0.266666666666667
nocontrast,full,cube,yellow,TmoreC,14,adjective,distractor,max,early,16,93,0.172043010752688
nocontrast,full,cube,yellow,TmoreC,14,adjective,distractor,max,late,1,257,0.00389105058365759
nocontrast,full,cube,yellow,TmoreC,14,adjective,distractor.contrast,max,early,12,104,0.115384615384615
nocontrast,full,cube,yellow,TmoreC,14,adjective,distractor.contrast,max,late,2,193,0.0103626943005181
nocontrast,full,cube,yellow,TmoreC,14,adjective,target,max,early,48,31,1.54838709677419
nocontrast,full,cube,yellow,TmoreC,14,adjective,target,max,late,85,287,0.29616724738676
nocontrast,full,cube,yellow,TmoreC,14,noun,competitor,max,none,14,98,0.142857142857143
nocontrast,full,cube,yellow,TmoreC,14,noun,distractor,max,none,0,156,0
nocontrast,full,cube,yellow,TmoreC,14,noun,distractor.contrast,max,none,0,25,0
nocontrast,full,cube,yellow,TmoreC,14,noun,target,max,none,56,200,0.28
nocontrast,full,cube,yellow,TmoreC,14,prior,competitor,max,none,96,99,0.96969696969697
nocontrast,full,cube,yellow,TmoreC,14,prior,distractor,max,none,120,156,0.769230769230769
nocontrast,full,cube,yellow,TmoreC,14,prior,distractor.contrast,max,none,27,29,0.931034482758621
nocontrast,full,cube,yellow,TmoreC,14,prior,target,max,none,48,250,0.192
nocontrast,full,cylinder,blue,TlessC,19,adjective,competitor,max,early,45,112,0.401785714285714
nocontrast,full,cylinder,blue,TlessC,19,adjective,competitor,max,late,29,183,0.158469945355191
nocontrast,full,cylinder,blue,TlessC,19,adjective,distractor,max,early,38,30,1.26666666666667
nocontrast,full,cylinder,blue,TlessC,19,adjective,distractor,max,late,22,265,0.0830188679245283
nocontrast,full,cylinder,blue,TlessC,19,adjective,distractor.contrast,max,early,7,108,0.0648148148148148
nocontrast,full,cylinder,blue,TlessC,19,adjective,distractor.contrast,max,late,14,97,0.144329896907216
nocontrast,full,cylinder,blue,TlessC,19,adjective,target,max,early,30,28,1.07142857142857
nocontrast,full,cylinder,blue,TlessC,19,adjective,target,max,late,74,345,0.214492753623188
nocontrast,full,cylinder,blue,TlessC,19,noun,competitor,max,none,6,96,0.0625
nocontrast,full,cylinder,blue,TlessC,19,noun,distractor,max,none,3,94,0.0319148936170213
nocontrast,full,cylinder,blue,TlessC,19,noun,distractor.contrast,max,none,6,57,0.105263157894737
nocontrast,full,cylinder,blue,TlessC,19,noun,target,max,none,42,248,0.169354838709677
nocontrast,full,cylinder,blue,TlessC,19,prior,competitor,max,none,97,91,1.06593406593407
nocontrast,full,cylinder,blue,TlessC,19,prior,distractor,max,none,103,111,0.927927927927928
nocontrast,full,cylinder,blue,TlessC,19,prior,distractor.contrast,max,none,117,67,1.74626865671642
nocontrast,full,cylinder,blue,TlessC,19,prior,target,max,none,24,266,0.0902255639097744
nocontrast,full,cylinder,blue,TmoreC,19,adjective,competitor,max,early,72,74,0.972972972972973
nocontrast,full,cylinder,blue,TmoreC,19,adjective,competitor,max,late,44,113,0.389380530973451
nocontrast,full,cylinder,blue,TmoreC,19,adjective,distractor,max,early,24,86,0.27906976744186
nocontrast,full,cylinder,blue,TmoreC,19,adjective,distractor,max,late,15,220,0.0681818181818182
nocontrast,full,cylinder,blue,TmoreC,19,adjective,distractor.contrast,max,early,12,81,0.148148148148148
nocontrast,full,cylinder,blue,TmoreC,19,adjective,distractor.contrast,max,late,5,95,0.0526315789473684
nocontrast,full,cylinder,blue,TmoreC,19,adjective,target,max,early,28,67,0.417910447761194
