condition,target.adjective,target.noun,target.color,itemid,adjectivetype,Window,Region,totalLooks,Proportion
nocontrast,long,line,green,31,rel,noun,competitor,21,0.583333333333333
nocontrast,long,line,green,31,rel,noun,target,15,0.416666666666667
nocontrast,long,line,green,31,rel,prior,competitor,77,0.282051282051282
nocontrast,long,line,green,31,rel,prior,distractor,75,0.274725274725275
nocontrast,long,line,green,31,rel,prior,distractor.contrast,65,0.238095238095238
nocontrast,long,line,green,31,rel,prior,target,56,0.205128205128205
nocontrast,long,line,red,21,rel,adjective,competitor,64,0.248062015503876
nocontrast,long,line,red,21,rel,adjective,distractor,17,0.0658914728682171
nocontrast,long,line,red,21,rel,adjective,distractor.contrast,11,0.0426356589147287
nocontrast,long,line,red,21,rel,adjective,target,166,0.643410852713178
nocontrast,long,line,red,21,rel,noun,competitor,12,0.285714285714286
nocontrast,long,line,red,21,rel,noun,distractor.contrast,2,0.0476190476190476
nocontrast,long,line,red,21,rel,noun,target,28,0.666666666666667
nocontrast,long,line,red,21,rel,prior,competitor,43,0.169291338582677
nocontrast,long,line,red,21,rel,prior,distractor,34,0.133858267716535
nocontrast,long,line,red,21,rel,prior,distractor.contrast,98,0.385826771653543
nocontrast,long,line,red,21,rel,prior,target,79,0.311023622047244
nocontrast,narrow,oval,red,36,rel,adjective,competitor,117,0.438202247191011
nocontrast,narrow,oval,red,36,rel,adjective,distractor,60,0.224719101123595
nocontrast,narrow,oval,red,36,rel,adjective,distractor.contrast,29,0.108614232209738
nocontrast,narrow,oval,red,36,rel,adjective,target,61,0.228464419475655
nocontrast,narrow,oval,red,36,rel,prior,competitor,59,0.331460674157303
nocontrast,narrow,oval,red,36,rel,prior,distractor,18,0.101123595505618
nocontrast,narrow,oval,red,36,rel,prior,distractor.contrast,65,0.365168539325843
nocontrast,narrow,oval,red,36,rel,prior,target,36,0.202247191011236
nocontrast,narrow,rectangle,red,26,rel,adjective,competitor,43,0.186147186147186
nocontrast,narrow,rectangle,red,26,rel,adjective,distractor.contrast,5,0.0216450216450216
nocontrast,narrow,rectangle,red,26,rel,adjective,target,183,0.792207792207792
nocontrast,narrow,rectangle,red,26,rel,noun,competitor,1,0.111111111111111
nocontrast,narrow,rectangle,red,26,rel,noun,distractor.contrast,1,0.111111111111111
nocontrast,narrow,rectangle,red,26,rel,noun,target,7,0.777777777777778
nocontrast,narrow,rectangle,red,26,rel,prior,competitor,34,0.173469387755102
nocontrast,narrow,rectangle,red,26,rel,prior,distractor,17,0.086734693877551
nocontrast,narrow,rectangle,red,26,rel,prior,distractor.contrast,22,0.112244897959184
nocontrast,narrow,rectangle,red,26,rel,prior,target,123,0.627551020408163
nocontrast,short,cylinder,green,38,rel,adjective,competitor,114,0.478991596638655
nocontrast,short,cylinder,green,38,rel,adjective,distractor,34,0.142857142857143
nocontrast,short,cylinder,green,38,rel,adjective,distractor.contrast,28,0.117647058823529
nocontrast,short,cylinder,green,38,rel,adjective,target,62,0.260504201680672
nocontrast,short,cylinder,green,38,rel,prior,competitor,95,0.431818181818182
nocontrast,short,cylinder,green,38,rel,prior,distractor,62,0.281818181818182
nocontrast,short,cylinder,green,38,rel,prior,distractor.contrast,55,0.25
nocontrast,short,cylinder,green,38,rel,prior,target,8,0.0363636363636364
nocontrast,short,line,blue,22,rel,adjective,competitor,67,0.244525547445255
nocontrast,short,line,blue,22,rel,adjective,distractor,18,0.0656934306569343
nocontrast,short,line,blue,22,rel,adjective,distractor.contrast,11,0.0401459854014599
nocontrast,short,line,blue,22,rel,adjective,target,178,0.64963503649635
nocontrast,short,line,blue,22,rel,prior,competitor,96,0.45933014354067
nocontrast,short,line,blue,22,rel,prior,distractor,34,0.162679425837321
nocontrast,short,line,blue,22,rel,prior,distractor.contrast,54,0.258373205741627
nocontrast,short,line,blue,22,rel,prior,target,25,0.119617224880383
nocontrast,short,line,red,32,rel,adjective,competitor,84,0.270096463022508
nocontrast,short,line,red,32,rel,adjective,distractor,15,0.0482315112540193
nocontrast,short,line,red,32,rel,adjective,distractor.contrast,21,0.067524115755627
nocontrast,short,line,red,32,rel,adjective,target,191,0.614147909967846
nocontrast,short,line,red,32,rel,prior,competitor,57,0.248908296943231
nocontrast,short,line,red,32,rel,prior,distractor,63,0.275109170305677
nocontrast,short,line,red,32,rel,prior,distractor.contrast,72,0.314410480349345
nocontrast,short,line,red,32,rel,prior,target,37,0.161572052401747
nocontrast,short,spiral,red,28,rel,adjective,competitor,92,0.334545454545455
nocontrast,short,spiral,red,28,rel,adjective,distractor,1,0.00363636363636364
nocontrast,short,spiral,red,28,rel,adjective,distractor.contrast,29,0.105454545454545
nocontrast,short,spiral,red,28,rel,adjective,target,153,0.556363636363636
nocontrast,short,spiral,red,28,rel,noun,competitor,2,0.117647058823529
nocontrast,short,spiral,red,28,rel,noun,distractor.contrast,1,0.0588235294117647
nocontrast,short,spiral,red,28,rel,noun,target,14,0.823529411764706
nocontrast,short,spiral,red,28,rel,prior,competitor,84,0.383561643835616
nocontrast,short,spiral,red,28,rel,prior,distractor,50,0.228310502283105
nocontrast,short,spiral,red,28,rel,prior,distractor.contrast,51,0.232876712328767
nocontrast,short,spiral,red,28,rel,prior,target,34,0.155251141552511
nocontrast,small,square,blue,34,rel,adjective,competitor,42,0.167330677290837
nocontrast,small,square,blue,34,rel,adjective,distractor,49,0.195219123505976
nocontrast,small,square,blue,34,rel,adjective,distractor.contrast,43,0.171314741035857
nocontrast,small,square,blue,34,rel,adjective,target,117,0.466135458167331
nocontrast,small,square,blue,34,rel,prior,competitor,18,0.0845070422535211
nocontrast,small,square,blue,34,rel,prior,distractor,62,0.291079812206573
nocontrast,small,square,blue,34,rel,prior,distractor.contrast,49,0.230046948356808
nocontrast,small,square,blue,34,rel,prior,target,84,0.394366197183099
nocontrast,small,triangle,yellow,24,rel,adjective,competitor,88,0.411214953271028
nocontrast,small,triangle,yellow,24,rel,adjective,distractor,14,0.0654205607476635
nocontrast,small,triangle,yellow,24,rel,adjective,distractor.contrast,18,0.0841121495327103
nocontrast,small,triangle,yellow,24,rel,adjective,target,94,0.439252336448598
nocontrast,small,triangle,yellow,24,rel,prior,competitor,57,0.293814432989691
nocontrast,small,triangle,yellow,24,rel,prior,distractor,15,0.077319587628866
nocontrast,small,triangle,yellow,24,rel,prior,distractor.contrast,54,0.278350515463918
nocontrast,small,triangle,yellow,24,rel,prior,target,68,0.350515463917526
nocontrast,straight,line,blue,13,max,adjective,competitor,135,0.478723404255319
nocontrast,straight,line,blue,13,max,adjective,distractor,3,0.0106382978723404
nocontrast,straight,line,blue,13,max,adjective,target,144,0.51063829787234
nocontrast,straight,line,blue,13,max,noun,competitor,10,0.476190476190476
nocontrast,straight,line,blue,13,max,noun,target,11,0.523809523809524
nocontrast,straight,line,blue,13,max,prior,competitor,32,0.155339805825243
nocontrast,straight,line,blue,13,max,prior,distractor,110,0.533980582524272
nocontrast,straight,line,blue,13,max,prior,distractor.contrast,60,0.29126213592233
nocontrast,straight,line,blue,13,max,prior,target,4,0.0194174757281553
nocontrast,straight,line,red,18,max,adjective,competitor,98,0.422413793103448
nocontrast,straight,line,red,18,max,adjective,distractor,20,0.0862068965517241
nocontrast,straight,line,red,18,max,adjective,distractor.contrast,16,0.0689655172413793
nocontrast,straight,line,red,18,max,adjective,target,98,0.422413793103448
nocontrast,straight,line,red,18,max,noun,competitor,6,0.333333333333333
nocontrast,straight,line,red,18,max,noun,target,12,0.666666666666667
nocontrast,straight,line,red,18,max,prior,competitor,45,0.279503105590062
nocontrast,straight,line,red,18,max,prior,distractor,42,0.260869565217391
nocontrast,straight,line,red,18,max,prior,distractor.contrast,30,0.186335403726708
nocontrast,straight,line,red,18,max,prior,target,44,0.273291925465839
nocontrast,tall,cylinder,yellow,37,rel,adjective,competitor,78,0.308300395256917
nocontrast,tall,cylinder,yellow,37,rel,adjective,distractor,31,0.122529644268775
nocontrast,tall,cylinder,yellow,37,rel,adjective,distractor.contrast,46,0.181818181818182
nocontrast,tall,cylinder,yellow,37,rel,adjective,target,98,0.387351778656126
nocontrast,tall,cylinder,yellow,37,rel,noun,competitor,2,0.222222222222222
nocontrast,tall,cylinder,yellow,37,rel,noun,distractor,1,0.111111111111111
nocontrast,tall,cylinder,yellow,37,rel,noun,distractor.contrast,2,0.222222222222222
nocontrast,tall,cylinder,yellow,37,rel,noun,target,4,0.444444444444444
nocontrast,tall,cylinder,yellow,37,rel,prior,competitor,73,0.299180327868852
nocontrast,tall,cylinder,yellow,37,rel,prior,distractor,92,0.377049180327869
nocontrast,tall,cylinder,yellow,37,rel,prior,distractor.contrast,48,0.19672131147541
nocontrast,tall,cylinder,yellow,37,rel,prior,target,31,0.127049180327869
nocontrast,tall,spiral,blue,27,rel,adjective,competitor,182,0.676579925650558
nocontrast,tall,spiral,blue,27,rel,adjective,distractor,3,0.0111524163568773
nocontrast,tall,spiral,blue,27,rel,adjective,distractor.contrast,29,0.107806691449814
nocontrast,tall,spiral,blue,27,rel,adjective,target,55,0.204460966542751
nocontrast,tall,spiral,blue,27,rel,noun,competitor,9,0.3
nocontrast,tall,spiral,blue,27,rel,noun,distractor,3,0.1
nocontrast,tall,spiral,blue,27,rel,noun,distractor.contrast,3,0.1
nocontrast,tall,spiral,blue,27,rel,noun,target,15,0.5
nocontrast,tall,spiral,blue,27,rel,prior,competitor,124,0.410596026490066
nocontrast,tall,spiral,blue,27,rel,prior,distractor,74,0.245033112582781
nocontrast,tall,spiral,blue,27,rel,prior,distractor.contrast,61,0.201986754966887
nocontrast,tall,spiral,blue,27,rel,prior,target,43,0.142384105960265
nocontrast,thick,line,blue,39,rel,adjective,competitor,57,0.268867924528302
nocontrast,thick,line,blue,39,rel,adjective,target,155,0.731132075471698
nocontrast,thick,line,blue,39,rel,noun,competitor,23,0.418181818181818
nocontrast,thick,line,blue,39,rel,noun,target,32,0.581818181818182
nocontrast,thick,line,blue,39,rel,prior,competitor,42,0.181034482758621
nocontrast,thick,line,blue,39,rel,prior,distractor,8,0.0344827586206897
nocontrast,thick,line,blue,39,rel,prior,distractor.contrast,101,0.435344827586207
nocontrast,thick,line,blue,39,rel,prior,target,81,0.349137931034483
nocontrast,thick,line,yellow,29,rel,adjective,competitor,70,0.330188679245283
nocontrast,thick,line,yellow,29,rel,adjective,distractor.contrast,4,0.0188679245283019
nocontrast,thick,line,yellow,29,rel,adjective,target,138,0.650943396226415
nocontrast,thick,line,yellow,29,rel,noun,target,66,1
nocontrast,thick,line,yellow,29,rel,prior,competitor,97,0.361940298507463
nocontrast,thick,line,yellow,29,rel,prior,distractor,62,0.23134328358209
nocontrast,thick,line,yellow,29,rel,prior,distractor.contrast,82,0.305970149253731
nocontrast,thick,line,yellow,29,rel,prior,target,27,0.100746268656716
nocontrast,thin,line,blue,30,rel,adjective,competitor,139,0.52059925093633
nocontrast,thin,line,blue,30,rel,adjective,distractor,24,0.0898876404494382
nocontrast,thin,line,blue,30,rel,adjective,distractor.contrast,1,0.00374531835205993
nocontrast,thin,line,blue,30,rel,adjective,target,103,0.385767790262172
nocontrast,thin,line,blue,30,rel,prior,competitor,65,0.311004784688995
nocontrast,thin,line,blue,30,rel,prior,distractor,45,0.215311004784689
nocontrast,thin,line,blue,30,rel,prior,distractor.contrast,63,0.301435406698565
nocontrast,thin,line,blue,30,rel,prior,target,36,0.172248803827751
nocontrast,thin,line,red,40,rel,adjective,competitor,96,0.432432432432432
nocontrast,thin,line,red,40,rel,adjective,distractor,3,0.0135135135135135
nocontrast,thin,line,red,40,rel,adjective,distractor.contrast,9,0.0405405405405405
nocontrast,thin,line,red,40,rel,adjective,target,114,0.513513513513513
nocontrast,thin,line,red,40,rel,prior,competitor,51,0.218884120171674
nocontrast,thin,line,red,40,rel,prior,distractor,64,0.274678111587983
nocontrast,thin,line,red,40,rel,prior,distractor.contrast,49,0.210300429184549
nocontrast,thin,line,red,40,rel,prior,target,69,0.296137339055794
nocontrast,wide,oval,green,25,rel,adjective,competitor,112,0.459016393442623
nocontrast,wide,oval,green,25,rel,adjective,distractor,41,0.168032786885246
nocontrast,wide,oval,green,25,rel,adjective,distractor.contrast,26,0.10655737704918
nocontrast,wide,oval,green,25,rel,adjective,target,65,0.266393442622951
nocontrast,wide,oval,green,25,rel,prior,competitor,39,0.2
nocontrast,wide,oval,green,25,rel,prior,distractor,83,0.425641025641026
nocontrast,wide,oval,green,25,rel,prior,distractor.contrast,42,0.215384615384615
nocontrast,wide,oval,green,25,rel,prior,target,31,0.158974358974359
nocontrast,wide,rectangle,yellow,35,rel,adjective,competitor,8,0.0323886639676113
nocontrast,wide,rectangle,yellow,35,rel,adjective,distractor,111,0.449392712550607
nocontrast,wide,rectangle,yellow,35,rel,adjective,distractor.contrast,31,0.125506072874494
nocontrast,wide,rectangle,yellow,35,rel,adjective,target,97,0.392712550607287
nocontrast,wide,rectangle,yellow,35,rel,prior,competitor,68,0.28936170212766
nocontrast,wide,rectangle,yellow,35,rel,prior,distractor,108,0.459574468085106
nocontrast,wide,rectangle,yellow,35,rel,prior,distractor.contrast,46,0.195744680851064
nocontrast,wide,rectangle,yellow,35,rel,prior,target,13,0.0553191489361702
