"WorkerId","Answer.wrongAdj","Answer.wrongShape","Input.List","SceneID","Answer.choicePrior","Answer.choiceAdj","Answer.choiceWhole","Turn","sceneConfigs","timePrior","timeAdj","timeWhole","Condition","TargetNoun","TargetAdjective","TargetColor","AdjectiveType"
"A3URMVMNIEN5LX","No","No","TlessC1",114,"Distractor","Target","Target",57,"BADC","2317","2048","1185","F6_MNCpp","arrow","blue","blue","Col"
"A3URMVMNIEN5LX","No","No","TlessC1",115,"Competitor","Target","Target",64,"DACB","2161","2492","1534","F6_MNCpp","line","yellow","yellow","Col"
"A3URMVMNIEN5LX","No","No","TlessC1",116,"Distractor","Target","Target",6,"ACBD","4558","1968","1383","F6_MNCpp","oval","red","red","Col"
"A3URMVMNIEN5LX","No","No","TlessC1",117,"Target","Target","Target",11,"ABCD","7547","2243","4558","F6_MNCpp","rectangle","green","green","Col"
"A3URMVMNIEN5LX","No","No","TlessC1",118,"Target","Target","Target",85,"DCAB","2159","1283","1250","F6_MNCpp","heart","blue","blue","Col"
"A3URMVMNIEN5LX","No","No","TlessC1",119,"Distractor","Target","Target",115,"ACDB","2070","2376","1147","F6_MNCpp","star","yellow","yellow","Col"
"A3URMVMNIEN5LX","No","No","TlessC1",120,"Distractor","Target","Target",107,"DBAC","7003","2016","1184","F6_MNCpp","sun","red","red","Col"
"A2WH3GIS2KF8LU","No","No","TlessC1",1,"Contrast","Competitor","Target",99,"CDBA","2287","2392","1631","Contrast","square","bumpy","blue","Min"
"A2WH3GIS2KF8LU","No","No","TlessC1",2,"Target","Target","Target",37,"DCBA","5239","2799","1456","NoContrast","circle","open","blue","Min"
"A2WH3GIS2KF8LU","No","No","TlessC1",3,"Target","Target","Target",53,"BDAC","6273","2055","1712","Contrast","line","bent","green","Min"
"A2WH3GIS2KF8LU","No","No","TlessC1",4,"Competitor","Competitor","Target",54,"CDAB","4656","1984","1688","NoContrast","line","curved","red","Min"
"A2WH3GIS2KF8LU","No","No","TlessC1",5,"Target","Target","Target",85,"BACD","2056","1549","1659","Contrast","circle","spotted","yellow","Min"
"A2WH3GIS2KF8LU","No","No","TlessC1",6,"Target","Target","Target",11,"BACD","2176","1960","1569","NoContrast","square","striped","yellow","Min"
"A2WH3GIS2KF8LU","No","No","TlessC1",7,"Competitor","Competitor","Target",68,"ABDC","3193","2326","1432","Contrast","triangle","bumpy","red","Min"
"A2WH3GIS2KF8LU","No","No","TlessC1",8,"Competitor","Competitor","Target",56,"CDBA","5632","1591","1425","NoContrast","line","curved","blue","Min"
"A2WH3GIS2KF8LU","No","No","TlessC1",9,"Target","Target","Target",58,"CBDA","8280","1831","1385","Contrast","square","spotted","yellow","Min"
"A2WH3GIS2KF8LU","No","No","TlessC1",10,"Competitor","Competitor","Target",112,"CABD","2224","1927","1848","NoContrast","triangle","striped","red","Min"
"A2WH3GIS2KF8LU","No","No","TlessC1",11,"Distractor","Target","Target",101,"DBAC","2928","3319","5104","Contrast","cirlce","flat","green","Max"
"A2WH3GIS2KF8LU","No","No","TlessC1",12,"Target","Target","Target",119,"BADC","3208","1583","1528","NoContrast","cirlce","closed","green","Max"
"A2WH3GIS2KF8LU","No","No","TlessC1",13,"Target","Target","Target",74,"CBAD","2863","4281","1119","Contrast","line","straight","blue","Max"
"A2WH3GIS2KF8LU","No","No","TlessC1",14,"Target","Target","Target",109,"BDAC","3119","1401","1352","NoContrast","cube","full","yellow","Max"
"A2WH3GIS2KF8LU","No","No","TlessC1",15,"Distractor","Competitor","Target",18,"CDAB","2328","2680","1344","Contrast","cube","empty ","transparent","Max"
"A2WH3GIS2KF8LU","No","No","TlessC1",16,"Contrast","Competitor","Target",83,"BDCA","2528","7399","3137","NoContrast","triangle","flat","yellow","Max"
"A2WH3GIS2KF8LU","No","No","TlessC1",17,"Contrast","Target","Target",44,"CDAB","5408","3088","2095","Contrast","circle","closed","blue","Max"
"A2WH3GIS2KF8LU","No","No","TlessC1",18,"Distractor","Competitor","Competitor",5,"ADBC","2535","3839","4769","NoContrast","line","straight","red","Max"
"A2WH3GIS2KF8LU","No","No","TlessC1",19,"Competitor","Target","Target",29,"ADBC","12560","1792","1208","Contrast","cylinder","full","blue","Max"
"A2WH3GIS2KF8LU","No","No","TlessC1",20,"Competitor","Competitor","Target",118,"DBCA","2663","1368","1616","NoContrast","cylinder","empty ","transparent","Max"
"A2WH3GIS2KF8LU","No","No","TlessC1",21,"Competitor","Target","Target",43,"DABC","4128","1871","1640","Contrast","line","long","red","Rel"
"A2WH3GIS2KF8LU","No","No","TlessC1",22,"Competitor","Competitor","Target",35,"CBAD","5616","2544","1896","NoContrast","line","short ","blue","Rel"
