Input.List,SceneID,Weight,Nested,Procedure,Condition,TrialType,TargetNoun,TargetAdjective,TargetColor,PicFileTarget,PicFileCompetitor,PicFileDistractor1,PicFileContrastDistractor2,soundFile,itemID,AdjectiveID,AdjectiveOnset,NounOnset,AdjectiveType
TmoreC2,34,1,XPositions,TrialProc,Contrast,test,square,small,blue,images\big_bluesquare2.jpg,images\big_yellowtriangle3.jpg,images\green_garabato.jpg,images\big_redsquare5.jpg,sounds\K9_SmallSquare2.wav,34,15,499,1023,Rel
TmoreC2,35,1,XPositions,TrialProc,NoContrast,test,rectangle,wide,yellow,images\wide_yellowrectangle6.jpg,images\wide_redoval5.jpg,images\open_bluetriangle7.jpg,images\bent_greenline4.jpg,sounds\K9_WideRectangle1.wav,35,16,537,1078,Rel
TmoreC2,36,1,XPositions,TrialProc,Contrast,test,oval,narrow,red,images\wide_redoval2.jpg,images\wide_greenrectangle3.jpg,images\full1_bluesquare2.jpg,images\wide_yellowoval5.jpg,sounds\K9_NarrowOval3.wav,36,17,490,999,Rel
TmoreC2,37,1,XPositions,TrialProc,NoContrast,test,cylinder,tall,yellow,images\#tall_yellowcylinder6.jpg,images\#tall_bluespiral5.jpg,images\bent_redline1.jpg,images\green_wavyline.jpg,sounds\K9_TallCylinder.wav,37,18,496,979,Rel
TmoreC2,38,1,XPositions,TrialProc,Contrast,test,cylinder,short,green,images\#tall_greencylinder2.jpg,images\#tall_bluespiral3.jpg,images\yellow_cloud.jpg,images\#tall_redcylinder5.jpg,sounds\K9_ShortCylinder2.wav,38,19,515,988,Rel
TmoreC2,39,1,XPositions,TrialProc,NoContrast,test,line,thick,blue,images\#thick_blueline6.jpg,images\#thick_redarrow5.jpg,images\green_star.jpg,images\spotted_yellowsquare4.jpg,sounds\K9_ThickLine2.wav,39,20,525,884,Rel
TmoreC2,40,1,XPositions,TrialProc,Contrast,test,line,thin,red,images\#thick_redline2.jpg,images\#thick_greenarrow3.jpg,images\spotted_yellowcircle4.jpg,images\#thick_blueline5.jpg,sounds\K9_ThinLine1.wav,40,21,523,999,Rel
TmoreC2,41,1,XPositions,TrialProc,NoContrast,filler,square,red,red,images\bumpy_redsquare1.jpg,images\striped_redcircle1.jpg,images\yellow_cloud.jpg,images\striped_bluetriangle1.jpg,sounds\K7_RedSquare1.wav,1,22,527,987,Col
TmoreC2,42,1,XPositions,TrialProc,Contrast,filler,circle,green,green,images\spotted_greencircle1.jpg,images\spotted_greentriangle1.jpg,images\long_blueline7.jpg,images\spotted_yellowcircle1.jpg,sounds\K7_GreenCircle.wav,2,25,512,971,Col
TmoreC2,43,1,XPositions,TrialProc,NoContrast,filler,line,blue,blue,images\bent_blueline1.jpg,images\striped_bluetriangle1.jpg,images\big_redsquare1.jpg,images\wide_greenoval7.jpg,sounds\K8_BlueLine1.wav,3,23,533,1078,Col
TmoreC2,44,1,XPositions,TrialProc,Contrast,filler,triangle,yellow,yellow,images\bumpy_yellowtriangle1.jpg,images\yellow_star.jpg,images\bumpy_greencircle1.jpg,images\striped_bluetriangle1.jpg,sounds\K7_YellowTriangle1.wav,4,24,503,939,Col
TmoreC2,45,1,XPositions,TrialProc,NoContrast,filler,oval,red,red,images\wide_redoval7.jpg,images\spotted_redsquare1.jpg,images\long_blueline1.jpg,images\green_lightingplain.jpg,sounds\K7_RedOval1.wav,5,22,539,1107,Col
TmoreC2,46,1,XPositions,TrialProc,Contrast,filler,rectangle,green,green,images\wide_greenrectangle5.jpg,images\green_heart.jpg,images\bumpy_yellowtriangle1.jpg,images\wide_redrectangle5.jpg,sounds\K7_GreenRectangle2.wav,6,25,501,1017,Col
TmoreC2,47,1,XPositions,TrialProc,NoContrast,filler,square,blue,blue,images\bumpy_bluesquare1.jpg,images\blue_thick_bumpyline.jpg,images\striped_redcircle1.jpg,images\open_yellowtriangle1.jpg,sounds\K8_BlueSquare3.wav,7,23,563,1062,Col
TmoreC2,48,1,XPositions,TrialProc,Contrast,filler,circle,yellow,yellow,images\spotted_yellowcircle1.jpg,images\wide_yellowrectangle7.jpg,images\long_greenarrow7.jpg,images\striped_redcircle1.jpg,sounds\K8_YellowCircle1.wav,8,24,510,992,Col
TmoreC2,49,1,XPositions,TrialProc,NoContrast,filler,line,red,red,images\long_redline7.jpg,images\big_redsquare1.jpg,images\wide_yellowoval1.jpg,images\big_bluetriangle1.jpg,sounds\K8_RedLine2.wav,9,22,579,1012,Col
TmoreC2,50,1,XPositions,TrialProc,Contrast,filler,triangle,green,green,images\spotted_greentriangle1.jpg,images\#thick_greenarrow7.jpg,images\wide_redoval1.jpg,images\striped_bluetriangle1.jpg,sounds\K8_GreenTriangle1.wav,10,25,506,990,Col
TmoreC2,51,1,XPositions,TrialProc,NoContrast,filler,oval,yellow,yellow,images\wide_yellowoval7.jpg,images\bumpy_yellowtriangle1.jpg,images\green_heart.jpg,images\wide_redrectangle5.jpg,sounds\K8_YellowOval2.wav,11,24,544,1061,Col
TmoreC2,52,1,XPositions,TrialProc,Contrast,filler,rectangle,yellow,yellow,images\wide_yellowrectangle5.jpg,images\bumpy_yellowtriangle1.jpg,images\blue_thick_bumpyline.jpg,images\wide_greenrectangle5.jpg,sounds\K8_YellowRectangle1.wav,12,24,465,888,Col
TmoreC2,53,1,XPositions,TrialProc,NoContrast,filler,square,green,green,images\striped_greensquare1.jpg,images\spotted_greencircle1.jpg,images\red_wavyline.jpg,images\blue_star.jpg,sounds\K8_GreenSquare3.wav,13,25,536,998,Col
TmoreC2,54,1,XPositions,TrialProc,Contrast,filler,circle,red,red,images\striped_redcircle1.jpg,images\#thick_redarrow7.jpg,images\wide_greenrectangle5.jpg,images\spotted_yellowcircle1.jpg,sounds\K7_RedCircle1.wav,14,22,552,931,Col
TmoreC2,55,1,XPositions,TrialProc,NoContrast,filler,line,red,red,images\long_redline7.jpg,images\striped_redcircle1.jpg,images\bumpy_yellowtriangle1.jpg,images\full1_greensquare1.jpg,sounds\K8_RedLine2.wav,15,22,579,1012,Col
TmoreC2,56,1,XPositions,TrialProc,Contrast,filler,triangle,blue,blue,images\striped_bluetriangle1.jpg,images\blue_wavyline.jpg,images\spotted_greencircle1.jpg,images\striped_redtriangle1.jpg,sounds\K8_BlueTriangle3.wav,16,23,565,1010,Col
TmoreC2,57,1,XPositions,TrialProc,NoContrast,filler,square,yellow,yellow,images\striped_yellowsquare1.jpg,images\wide_yellowoval5.jpg,images\open_redtriangle1.jpg,images\bent_blueline5.jpg,sounds\K7_YellowSquare3.wav,17,24,497,936,Col
TmoreC2,58,1,XPositions,TrialProc,Contrast,filler,circle,blue,blue,images\bumpy_bluecircle1.jpg,images\striped_bluetriangle1.jpg,images\spotted_redsquare1.jpg,images\spotted_yellowcircle1.jpg,sounds\K8_BlueCircle1.wav,18,23,541,1010,Col
TmoreC2,59,1,XPositions,TrialProc,NoContrast,filler,line,yellow,yellow,images\#thick_yellowline2.jpg,images\big_yellowtriangle3.jpg,images\big_bluesquare3.jpg,images\wide_redoval1.jpg,sounds\K8_YellowLine3.wav,19,24,556,1034,Col
TmoreC2,60,1,XPositions,TrialProc,Contrast,filler,triangle,red,red,images\striped_redtriangle1.jpg,images\#thick_redarrow7.jpg,images\yellow_wavyline.jpg,images\spotted_greentriangle1.jpg,sounds\K8_RedTriangle1.wav,20,22,576,978,Col
TmoreC2,61,1,XPositions,TrialProc,F1_NmNcNc,filler,square,none,green,images\striped_greensquare1.jpg,images\blue_sun.jpg,images\open_redtriangle4.jpg,images\yellow_wavyline.jpg,sounds\K4_Square1.wav,21,26,432,432,none
TmoreC2,62,1,XPositions,TrialProc,F1_NmNcNc,filler,arrow,none,blue,images\curved_bluearrow4.jpg,images\spotted_greenpentagon.jpg,images\big_yellowtriangle1.jpg,images\wide_redoval7.jpg,sounds\K4_Arrow1.wav,22,26,522,522,none
TmoreC2,63,1,XPositions,TrialProc,F1_NmNcNc,filler,star,none,yellow,images\yellow_star.jpg,images\wide_greenrectangle1.jpg,images\open_bluesquare5.jpg,images\long_redarrow1.jpg,sounds\K4_Star1.wav,23,26,467,467,none
TmoreC2,64,1,XPositions,TrialProc,F1_NmNcNc,filler,spiral,none,red,images\#tall_redspiral7.jpg,images\big_bluesquare7.jpg,images\spotted_greencircle4.jpg,images\yellow_cloud.jpg,sounds\K4_Spiral1.wav,24,26,440,440,none
TmoreC2,65,1,XPositions,TrialProc,F1_NmNcNc,filler,cylinder,none,green,images\#tall_greencylinder6.jpg,images\#thick_blueline7.jpg,images\big_redsquare3.jpg,images\chereos_yellowoval.jpg,sounds\K4_Cylinder1.wav,25,26,449,449,none
TmoreC2,66,1,XPositions,TrialProc,F1_NmNcNc,filler,heart,none,blue,images\blue_heart.jpg,images\spotted_yellowcircle4.jpg,images\wide_redrectangle7.jpg,images\full_greencylinder5.jpg,sounds\K4_Heart1.wav,26,26,460,460,none
TmoreC2,67,1,XPositions,TrialProc,F1_NmNcNc,filler,triangle,none,yellow,images\bumpy_yellowtriangle1.jpg,images\long_blueline7.jpg,images\#tall_redcylinder1.jpg,images\green_lightingplain.jpg,sounds\K4_Triangle3.wav,27,26,467,467,none
TmoreC2,68,1,XPositions,TrialProc,F1_NmNcNc,filler,circle,none,red,images\striped_redcircle1.jpg,images\full1_bluesquare2.jpg,images\big_greentriangle3.jpg,images\yellow_sun.jpg,sounds\K4_Circle1.wav,28,26,464,464,none
TmoreC2,69,1,XPositions,TrialProc,F1_NmNcNc,filler,cloud,none,red,images\red_cloud.jpg,images\striped_greensquare4.jpg,images\bumpy_bluecircle5.jpg,images\#tall_yellowcylinder7.jpg,sounds\K4_Cloud1.wav,29,26,449,449,none
TmoreC2,70,1,XPositions,TrialProc,F1_NmNcNc,filler,cube,none,green,images\full_greencube7.jpg,images\spotted_yellowcircle4.jpg,images\#tall_bluespiral2.jpg,images\bumpy_redtriangle4.jpg,sounds\K4_Cube2.wav,30,26,556,556,none
TmoreC2,71,1,XPositions,TrialProc,F2_TisD,filler,square,red,red,images\fnewbumpy_redsquare1.jpg,images\spotted_greencircle1.jpg,images\spotted_greentriangle1.jpg,images\striped_bluetriangle1.jpg,sounds\K7_RedSquare1.wav,31,22,527,987,Col
TmoreC2,72,1,XPositions,TrialProc,F2_TisD,filler,triangle,green,green,images\fnewspotted_greentriangle1.jpg,images\wide_redrectangle7.jpg,images\striped_redcircle1.jpg,images\spotted_yellowcircle1.jpg,sounds\K8_GreenTriangle1.wav,32,25,506,990,Col
TmoreC2,73,1,XPositions,TrialProc,F2_TisD,filler,line,blue,blue,images\fnewbent_blueline1.jpg,images\bumpy_yellowtriangle1.jpg,images\striped_yellowsquare1.jpg,images\striped_greensquare1.jpg,sounds\K8_BlueLine1.wav,33,23,533,1078,Col
TmoreC2,74,1,XPositions,TrialProc,F2_TisD,filler,circle,yellow,yellow,images\fnewspotted_yellowcircle1.jpg,images\long_greenarrow7.jpg,images\long_greenline7.jpg,images\long_redline7.jpg,sounds\K8_YellowCircle1.wav,34,24,510,992,Col
TmoreC2,75,1,XPositions,TrialProc,F2_TisD,filler,oval,red,red,images\fnewwide_redoval3.jpg,images\spotted_greentriangle1.jpg,images\wide_greenrectangle5.jpg,images\wide_yellowrectangle5.jpg,sounds\K7_RedOval1.wav,35,22,539,1107,Col
TmoreC2,76,1,XPositions,TrialProc,F2_TisD,filler,square,green,green,images\fnewstriped_greensquare1.jpg,images\striped_redcircle1.jpg,images\striped_redtriangle1.jpg,images\striped_bluetriangle1.jpg,sounds\K8_GreenSquare3.wav,36,25,536,998,Col
TmoreC2,77,1,XPositions,TrialProc,F2_TisD,filler,triangle,blue,blue,images\fnewstriped_bluetriangle1.jpg,images\wide_yellowoval5.jpg,images\striped_yellowsquare1.jpg,images\striped_greensquare1.jpg,sounds\K8_BlueTriangle3.wav,37,23,565,1010,Col
TmoreC2,78,1,XPositions,TrialProc,F2_TisD,filler,line,yellow,yellow,images\fnew#thick_yellowline1.jpg,images\big_bluetriangle1.jpg,images\open_bluecircle1.jpg,images\open_greencircle1.jpg,sounds\K8_YellowLine3.wav,38,24,556,1034,Col
TmoreC2,79,1,XPositions,TrialProc,F2_TisD,filler,square,blue,blue,images\fnewbumpy_bluesquare1.jpg,images\bumpy_yellowtriangle1.jpg,images\wide_yellowoval5.jpg,images\wide_redoval5.jpg,sounds\K8_BlueSquare3.wav,39,23,563,1062,Col
TmoreC2,80,1,XPositions,TrialProc,F2_TisD,filler,rectangle,yellow,yellow,images\fnewwide_yellowrectangle1.jpg,images\bumpy_bluecircle1.jpg,images\striped_bluetriangle1.jpg,images\striped_redtriangle1.jpg,sounds\K8_YellowRectangle1.wav,40,24,465,888,Col
TmoreC2,81,1,XPositions,TrialProc,F3_NmCppTisD,filler,square,none,blue,images\bumpy_bluesquare1.jpg,images\spotted_greencircle1.jpg,images\spotted_greentriangle1.jpg,images\bent_redline4.jpg,sounds\K4_Square1.wav,41,26,432,432,none
TmoreC2,82,1,XPositions,TrialProc,F3_NmCppTisD,filler,circle,none,yellow,images\spotted_yellowcircle1.jpg,images\wide_redrectangle5.jpg,images\red_cloud.jpg,images\open_bluetriangle7.jpg,sounds\K4_Circle1.wav,42,26,464,464,none
TmoreC2,83,1,XPositions,TrialProc,F3_NmCppTisD,filler,triangle,none,red,images\striped_redtriangle1.jpg,images\full1_bluesquare2.jpg,images\diagonal_bluearrow.jpg,images\yellow_cloud.jpg,sounds\K4_Triangle3.wav,43,26,467,467,none
TmoreC2,84,1,XPositions,TrialProc,F3_NmCppTisD,filler,rectangle,none,green,images\wide_greenrectangle7.jpg,images\spotted_yellowcircle1.jpg,images\open_yellowtriangle1.jpg,images\curved_bluearrow4.jpg,sounds\K4_Rectangle2.wav,44,26,417,417,none
TmoreC2,85,1,XPositions,TrialProc,F3_NmCppTisD,filler,line,none,blue,images\long_blueline1.jpg,images\spotted_greentriangle1.jpg,images\wide_greenoval7.jpg,images\red_sun.jpg,sounds\K4_Line1.wav,45,26,457,457,none
TmoreC2,86,1,XPositions,TrialProc,F3_NmCppTisD,filler,oval,none,yellow,images\wide_yellowoval5.jpg,images\full1_bluesquare2.jpg,images\blue_star.jpg,images\curved_greenline4.jpg,sounds\K4_Oval1.wav,46,26,490,490,none
TmoreC2,87,1,XPositions,TrialProc,F3_NmCppTisD,filler,triangle,none,red,images\striped_redtriangle1.jpg,images\yellow_arch.jpg,images\#thick_yellowline7.jpg,images\green_heart.jpg,sounds\K4_Triangle3.wav,47,26,467,467,none
TmoreC2,88,1,XPositions,TrialProc,F3_NmCppTisD,filler,rectangle,none,green,images\wide_greenrectangle5.jpg,images\striped_redtriangle1.jpg,images\red_wavyline.jpg,images\yellow_star.jpg,sounds\K4_Rectangle2.wav,48,26,417,417,none
TmoreC2,89,1,XPositions,TrialProc,F3_NmCppTisD,filler,arrow,none,blue,images\bent_bluearrow1.jpg,images\open_redtriangle4.jpg,images\wide_redoval5.jpg,images\striped_yellowsquare1.jpg,sounds\K4_Arrow1.wav,49,26,522,522,none
TmoreC2,90,1,XPositions,TrialProc,F3_NmCppTisD,filler,oval,none,red,images\wide_redoval5.jpg,images\striped_bluetriangle1.jpg,images\bumpy_bluesquare1.jpg,images\#thick_greenarrow1.jpg,sounds\K4_Oval1.wav,50,26,490,490,none
TmoreC2,91,1,XPositions,TrialProc,F4_NmNCppCp,filler,square,none,yellow,images\striped_yellowsquare1.jpg,images\spotted_greentriangle1.jpg,images\#thick_blueline3.jpg,images\striped_redtriangle1.jpg,sounds\K4_Square1.wav,51,26,432,432,none
TmoreC2,92,1,XPositions,TrialProc,F4_NmNCppCp,filler,circle,none,red,images\striped_redcircle1.jpg,images\long_blueline7.jpg,images\striped_yellowsquare1.jpg,images\long_greenline7.jpg,sounds\K4_Circle1.wav,52,26,464,464,none
TmoreC2,93,1,XPositions,TrialProc,F4_NmNCppCp,filler,triangle,none,green,images\spotted_greentriangle1.jpg,images\wide_redoval1.jpg,images\curved_bluearrow4.jpg,images\wide_yellowoval1.jpg,sounds\K4_Triangle3.wav,53,26,467,467,none
TmoreC2,94,1,XPositions,TrialProc,F4_NmNCppCp,filler,arrow,none,blue,images\#thick_bluearrow1.jpg,images\open_yellowtriangle1.jpg,images\spotted_greencircle1.jpg,images\open_redtriangle1.jpg,sounds\K4_Arrow1.wav,54,26,522,522,none
TmoreC2,95,1,XPositions,TrialProc,F4_NmNCppCp,filler,line,none,yellow,images\#thick_yellowline1.jpg,images\striped_greensquare1.jpg,images\red_cloud.jpg,images\bumpy_bluesquare1.jpg,sounds\K4_Line1.wav,55,26,457,457,none
TmoreC2,96,1,XPositions,TrialProc,F4_NmNCppCp,filler,oval,none,red,images\wide_redoval3.jpg,images\long_greenline1.jpg,images\striped_yellowsquare1.jpg,images\long_blueline1.jpg,sounds\K4_Oval1.wav,56,26,490,490,none
TmoreC2,97,1,XPositions,TrialProc,F4_NmNCppCp,filler,rectangle,none,green,images\wide_greenrectangle5.jpg,images\yellow_wavyline.jpg,images\bumpy_bluecircle1.jpg,images\red_wavyline.jpg,sounds\K4_Rectangle2.wav,57,26,417,417,none
TmoreC2,98,1,XPositions,TrialProc,F4_NmNCppCp,filler,heart,none,blue,images\blue_heart.jpg,images\striped_redtriangle1.jpg,images\#thick_greenarrow7.jpg,images\bumpy_yellowtriangle1.jpg,sounds\K4_Heart1.wav,58,26,460,460,none
TmoreC2,99,1,XPositions,TrialProc,F4_NmNCppCp,filler,star,none,yellow,images\yellow_star.jpg,images\bumpy_bluesquare1.jpg,images\bent_greenline4.jpg,images\bumpy_redsquare1.jpg,sounds\K4_Star1.wav,59,26,467,467,none
TmoreC2,100,1,XPositions,TrialProc,F4_NmNCppCp,filler,sun,none,red,images\red_sun.jpg,images\curved_greenarrow4.jpg,images\wide_yellowrectangle5.jpg,images\curved_bluearrow4.jpg,sounds\K4_Sun1.wav,60,26,471,471,none
TmoreC2,101,1,XPositions,TrialProc,F5_MCppisD,filler,square,blue,blue,images\bumpy_bluesquare1.jpg,images\spotted_greencircle1.jpg,images\spotted_greentriangle1.jpg,images\bent_redline4.jpg,sounds\K8_BlueSquare3.wav,61,23,563,1062,Col
TmoreC2,102,1,XPositions,TrialProc,F5_MCppisD,filler,circle,yellow,yellow,images\spotted_yellowcircle1.jpg,images\wide_redrectangle5.jpg,images\red_cloud.jpg,images\open_bluetriangle7.jpg,sounds\K8_YellowCircle1.wav,62,24,510,992,Col
TmoreC2,103,1,XPositions,TrialProc,F5_MCppisD,filler,triangle,red,red,images\striped_redtriangle1.jpg,images\full1_bluesquare2.jpg,images\diagonal_bluearrow.jpg,images\yellow_cloud.jpg,sounds\K8_RedTriangle1.wav,63,22,576,978,Col
TmoreC2,104,1,XPositions,TrialProc,F5_MCppisD,filler,rectangle,green,green,images\wide_greenrectangle7.jpg,images\spotted_yellowcircle1.jpg,images\open_yellowtriangle1.jpg,images\curved_bluearrow4.jpg,sounds\K7_GreenRectangle2.wav,64,25,501,1017,Col
TmoreC2,105,1,XPositions,TrialProc,F5_MCppisD,filler,line,blue,blue,images\long_blueline1.jpg,images\spotted_greentriangle1.jpg,images\wide_greenoval7.jpg,images\red_sun.jpg,sounds\K8_BlueLine1.wav,65,23,533,1078,Col
TmoreC2,106,1,XPositions,TrialProc,F5_MCppisD,filler,oval,yellow,yellow,images\wide_yellowoval5.jpg,images\full1_bluesquare2.jpg,images\blue_star.jpg,images\curved_greenline4.jpg,sounds\K7_YellowOval3.wav,66,24,505,1017,Col
TmoreC2,107,1,XPositions,TrialProc,F5_MCppisD,filler,triangle,red,red,images\striped_redtriangle1.jpg,images\yellow_arch.jpg,images\#thick_yellowline7.jpg,images\green_heart.jpg,sounds\K8_RedTriangle1.wav,67,22,576,978,Col
TmoreC2,108,1,XPositions,TrialProc,F5_MCppisD,filler,rectangle,green,green,images\wide_greenrectangle5.jpg,images\striped_redtriangle1.jpg,images\red_wavyline.jpg,images\yellow_star.jpg,sounds\K7_GreenRectangle2.wav,68,25,501,1017,Col
TmoreC2,109,1,XPositions,TrialProc,F5_MCppisD,filler,arrow,blue,blue,images\bent_bluearrow1.jpg,images\open_redtriangle4.jpg,images\wide_redoval5.jpg,images\striped_yellowsquare1.jpg,sounds\K8_BlueArrow2.wav,69,23,587,1144,Col
TmoreC2,110,1,XPositions,TrialProc,F5_MCppisD,filler,oval,red,red,images\wide_redoval5.jpg,images\striped_bluetriangle1.jpg,images\bumpy_bluesquare1.jpg,images\#thick_greenarrow1.jpg,sounds\K7_RedOval1.wav,70,22,539,1107,Col
TmoreC2,111,1,XPositions,TrialProc,F6_MNCpp,filler,square,yellow,yellow,images\fnewstriped_yellowsquare1.jpg,images\spotted_greentriangle1.jpg,images\#thick_blueline3.jpg,images\striped_redtriangle1.jpg,sounds\K7_YellowSquare3.wav,71,24,497,936,Col
TmoreC2,112,1,XPositions,TrialProc,F6_MNCpp,filler,circle,red,red,images\fnewstriped_redcircle1.jpg,images\long_blueline7.jpg,images\striped_yellowsquare1.jpg,images\long_greenline7.jpg,sounds\K7_RedCircle1.wav,72,22,552,931,Col
TmoreC2,113,1,XPositions,TrialProc,F6_MNCpp,filler,triangle,green,green,images\fnew2spotted_greentriangle1.jpg,images\wide_redoval1.jpg,images\curved_bluearrow4.jpg,images\wide_yellowoval1.jpg,sounds\K8_GreenTriangle1.wav,73,25,506,990,Col
TmoreC2,114,1,XPositions,TrialProc,F6_MNCpp,filler,arrow,blue,blue,images\fnew#thick_bluearrow1.jpg,images\open_yellowtriangle1.jpg,images\spotted_greencircle1.jpg,images\open_redtriangle1.jpg,sounds\K8_BlueArrow2.wav,74,23,587,1144,Col
TmoreC2,115,1,XPositions,TrialProc,F6_MNCpp,filler,line,yellow,yellow,images\fnew#thick_yellowline1.jpg,images\striped_greensquare1.jpg,images\red_cloud.jpg,images\bumpy_bluesquare1.jpg,sounds\K8_YellowLine3.wav,75,24,556,1034,Col
TmoreC2,116,1,XPositions,TrialProc,F6_MNCpp,filler,oval,red,red,images\fnew2wide_redoval3.jpg,images\long_greenline1.jpg,images\striped_yellowsquare1.jpg,images\long_blueline1.jpg,sounds\K7_RedOval1.wav,76,22,539,1107,Col
TmoreC2,117,1,XPositions,TrialProc,F6_MNCpp,filler,rectangle,green,green,images\fnewwide_greenrectangle5.jpg,images\yellow_wavyline.jpg,images\bumpy_bluecircle1.jpg,images\red_wavyline.jpg,sounds\K7_GreenRectangle2.wav,77,25,501,1017,Col
TmoreC2,118,1,XPositions,TrialProc,F6_MNCpp,filler,heart,blue,blue,images\fnewblue_heart.jpg,images\striped_redtriangle1.jpg,images\#thick_greenarrow7.jpg,images\bumpy_yellowtriangle1.jpg,sounds\K8_BlueHeart1.wav,78,23,526,979,Col
TmoreC2,119,1,XPositions,TrialProc,F6_MNCpp,filler,star,yellow,yellow,images\fnewyellow_star.jpg,images\bumpy_bluesquare1.jpg,images\bent_greenline4.jpg,images\bumpy_redsquare1.jpg,sounds\K8_YellowStar1.wav,79,24,577,972,Col
TmoreC2,120,1,XPositions,TrialProc,F6_MNCpp,filler,sun,red,red,images\fnewred_sun.jpg,images\curved_greenarrow4.jpg,images\wide_yellowrectangle5.jpg,images\curved_bluearrow4.jpg,sounds\K8_RedSun2.wav,80,22,573,997,Col
