"cond","pragContext","window","Region","trialType","feature","noun","list","prop_selections","ymin_selections","ymax_selections","prop_looks"
"contrast","unreliable","adjective","target","train","small","eagle",1,0.533333333333333,0.266666666666667,0.8,0.300595238095238
"contrast","unreliable","adjective","competitor","train","small","eagle",1,0.133333333333333,0,0.333333333333333,0.255456349206349
"contrast","unreliable","adjective","other","train","small","eagle",1,0.333333333333333,0.133333333333333,0.6,0.443948412698413
"contrast","unreliable","adjective","target","train","small","football",1,0.666666666666667,0.4,0.866666666666667,0.155753968253968
"contrast","unreliable","adjective","competitor","train","small","football",1,0,0,0,0.30406746031746
"contrast","unreliable","adjective","other","train","small","football",1,0.333333333333333,0.133333333333333,0.533333333333333,0.540178571428571
"contrast","unreliable","adjective","target","train","small","harp",1,0.6,0.333333333333333,0.866666666666667,0.217261904761905
"contrast","unreliable","adjective","competitor","train","small","harp",1,0.133333333333333,0,0.333333333333333,0.286706349206349
"contrast","unreliable","adjective","other","train","small","harp",1,0.266666666666667,0.0666666666666667,0.533333333333333,0.496031746031746
"contrast","unreliable","adjective","target","train","small","igloo",1,0.714285714285714,0.5,0.928571428571429,0.29452736318408
"contrast","unreliable","adjective","competitor","train","small","igloo",1,0.142857142857143,0,0.357142857142857,0.190547263681592
"contrast","unreliable","adjective","other","train","small","igloo",1,0.142857142857143,0,0.357142857142857,0.514925373134328
"contrast","unreliable","adjective","target","train","small","mask",1,0.642857142857143,0.357142857142857,0.857142857142857,0.248632521133764
"contrast","unreliable","adjective","competitor","train","small","mask",1,0.142857142857143,0,0.357142857142857,0.25957235206365
"contrast","unreliable","adjective","other","train","small","mask",1,0.214285714285714,0,0.428571428571429,0.491795126802586
"contrast","unreliable","adjective","target","train","small","necklace",1,0.133333333333333,0,0.333333333333333,0.272681954137587
"contrast","unreliable","adjective","competitor","train","small","necklace",1,0.133333333333333,0,0.333333333333333,0.152043868394816
"contrast","unreliable","adjective","other","train","small","necklace",1,0.733333333333333,0.466666666666667,0.933333333333333,0.575274177467597
"contrast","unreliable","adjective","target","train","small","nut",1,0.4,0.133333333333333,0.6,0.389880952380952
"contrast","unreliable","adjective","competitor","train","small","nut",1,0,0,0,0.165178571428571
"contrast","unreliable","adjective","other","train","small","nut",1,0.6,0.333333333333333,0.866666666666667,0.444940476190476
"contrast","unreliable","adjective","target","train","small","saw",1,0.6,0.333333333333333,0.866666666666667,0.246527777777778
"contrast","unreliable","adjective","competitor","train","small","saw",1,0.133333333333333,0,0.333333333333333,0.293650793650794
"contrast","unreliable","adjective","other","train","small","saw",1,0.266666666666667,0.0666666666666667,0.466666666666667,0.459821428571429
"contrast","unreliable","adjective","target","train","small","snail",1,0.533333333333333,0.266666666666667,0.8,0.308531746031746
"contrast","unreliable","adjective","competitor","train","small","snail",1,0,0,0,0.265376984126984
"contrast","unreliable","adjective","other","train","small","snail",1,0.466666666666667,0.2,0.733333333333333,0.42609126984127
"contrast","unreliable","adjective","target","train","small","spaceship",1,0.4,0.133333333333333,0.666666666666667,0.331845238095238
"contrast","unreliable","adjective","competitor","train","small","spaceship",1,0.0666666666666667,0,0.2,0.21875
"contrast","unreliable","adjective","other","train","small","spaceship",1,0.533333333333333,0.333333333333333,0.8,0.449404761904762
"contrast","unreliable","adjective","target","train","small","teabag",1,0.533333333333333,0.266666666666667,0.8,0.313
