"condition","itemid","Window","Region","freq.eye","prop.eye","freq.click","prop.click"
"nocontrast",19,"prior","competitor",91,0.323843416370107,13,0.26
"nocontrast",19,"prior","distractor",89,0.316725978647687,15,0.3
"nocontrast",19,"prior","contrast",77,0.274021352313167,6,0.12
"nocontrast",19,"prior","target",24,0.0854092526690391,16,0.32
"nocontrast",20,"adjective","competitor",58,0.297435897435897,44,0.88
"nocontrast",20,"adjective","distractor",6,0.0307692307692308,1,0.02
"nocontrast",20,"adjective","contrast",25,0.128205128205128,0,0
"nocontrast",20,"adjective","target",106,0.543589743589744,5,0.1
"nocontrast",20,"noun","competitor",3,0.1,16,0.32
"nocontrast",20,"noun","distractor",0,0,0,0
"nocontrast",20,"noun","contrast",3,0.1,0,0
"nocontrast",20,"noun","target",24,0.8,34,0.68
"nocontrast",20,"prior","competitor",72,0.363636363636364,16,0.32
"nocontrast",20,"prior","distractor",39,0.196969696969697,10,0.2
"nocontrast",20,"prior","contrast",5,0.0252525252525253,10,0.2
"nocontrast",20,"prior","target",82,0.414141414141414,14,0.28
"nocontrast",21,"adjective","competitor",64,0.248062015503876,32,0.64
"nocontrast",21,"adjective","distractor",17,0.0658914728682171,0,0
"nocontrast",21,"adjective","contrast",11,0.0426356589147287,1,0.02
"nocontrast",21,"adjective","target",166,0.643410852713178,17,0.34
"nocontrast",21,"noun","competitor",12,0.285714285714286,25,0.5
"nocontrast",21,"noun","distractor",0,0,0,0
"nocontrast",21,"noun","contrast",2,0.0476190476190476,0,0
"nocontrast",21,"noun","target",28,0.666666666666667,25,0.5
"nocontrast",21,"prior","competitor",43,0.169291338582677,11,0.22
"nocontrast",21,"prior","distractor",34,0.133858267716535,24,0.48
"nocontrast",21,"prior","contrast",98,0.385826771653543,11,0.22
"nocontrast",21,"prior","target",79,0.311023622047244,4,0.08
"nocontrast",22,"adjective","competitor",67,0.244525547445255,17,0.34
"nocontrast",22,"adjective","distractor",18,0.0656934306569343,0,0
"nocontrast",22,"adjective","contrast",11,0.0401459854014599,5,0.1
"nocontrast",22,"adjective","target",178,0.64963503649635,28,0.56
"nocontrast",22,"noun","competitor",0,0,11,0.22
"nocontrast",22,"noun","distractor",0,0,0,0
"nocontrast",22,"noun","contrast",0,0,0,0
"nocontrast",22,"noun","target",0,0,39,0.78
"nocontrast",22,"prior","competitor",96,0.45933014354067,5,0.1
"nocontrast",22,"prior","distractor",34,0.162679425837321,18,0.36
"nocontrast",22,"prior","contrast",54,0.258373205741627,22,0.44
"nocontrast",22,"prior","target",25,0.119617224880383,5,0.1
"nocontrast",23,"adjective","competitor",64,0.30188679245283,11,0.22
"nocontrast",23,"adjective","distractor",3,0.0141509433962264,5,0.1
"nocontrast",23,"adjective","contrast",8,0.0377358490566038,0,0
"nocontrast",23,"adjective","target",137,0.64622641509434,34,0.68
"nocontrast",23,"noun","competitor",12,0.218181818181818,0,0
"nocontrast",23,"noun","distractor",0,0,0,0
"nocontrast",23,"noun","contrast",0,0,0,0
"nocontrast",23,"noun","target",43,0.781818181818182,50,1
"nocontrast",23,"prior","competitor",63,0.28,16,0.32
"nocontrast",23,"prior","distractor",38,0.168888888888889,10,0.2
"nocontrast",23,"prior","contrast",59,0.262222222222222,9,0.18
"nocontrast",23,"prior","target",65,0.288888888888889,15,0.3
"nocontrast",24,"adjective","competitor",88,0.411214953271028,19,0.38
"nocontrast",24,"adjective","distractor",14,0.0654205607476635,9,0.18
"nocontrast",24,"adjective","contrast",18,0.0841121495327103,8,0.16
"nocontrast",24,"adjective","target",94,0.439252336448598,14,0.28
"nocontrast",24,"noun","competitor",0,0,0,0
"nocontrast",24,"noun","distractor",0,0,0,0
"nocontrast",24,"noun","contrast",0,0,0,0
"nocontrast",24,"noun","target",0,0,50,1
"nocontrast",24,"prior","competitor",57,0.293814432989691,12,0.24
"nocontrast",24,"prior","distractor",15,0.077319587628866,6,0.12
"nocontrast",24,"prior","contrast",54,0.278350515463918,13,0.26
"nocontrast",24,"prior","target",68,0.350515463917526,19,0.38
"nocontrast",25,"adjective","competitor",112,0.459016393442623,28,0.56
"nocontrast",25,"adjective","distractor",41,0.168032786885246,15,0.3
"nocontrast",25,"adjective","contrast",26,0.10655737704918,3,0.06
"nocontrast",25,"adjective","target",65,0.266393442622951,4,0.08
"nocontrast",25,"noun","competitor",0,0,2,0.04
"nocontrast",25,"noun","distractor",0,0,0,0
"nocontrast",25,"noun","contrast",0,0,0,0
"nocontrast",25,"noun","target",0,0,48,0.96
"nocontrast",25,"prior","competitor",39,0.2,16,0.32
"nocontrast",25,"prior","distractor",83,0.425641025641026,10,0.2
"nocontrast",25,"prior","contrast",42,0.215384615384615,10,0.2
"nocontrast",25,"prior","target",31,0.158974358974359,14,0.28
"nocontrast",26,"adjective","competitor",43,0.186147186147186,17,0.34
"nocontrast",26,"adjective","distractor",0,0,1,0.02
"nocontrast",26,"adjective","contrast",5,0.0216450216450216,1,0.02
"nocontrast",26,"adjective","target",183,0.792207792207792,31,0.62
"nocontrast",26,"noun","competitor",1,0.111111111111111,0,0
"nocontrast",26,"noun","distractor",0,0,0,0
"nocontrast",26,"noun","contrast",1,0.111111111111111,0,0
"nocontrast",26,"noun","target",7,0.777777777777778,50,1
"nocontrast",26,"prior","competitor",34,0.173469387755102,8,0.16
"nocontrast",26,"prior","distractor",17,0.086734693877551,13,0.26
"nocontrast",26,"prior","contrast",22,0.112244897959184,17,0.34
"nocontrast",26,"prior","target",123,0.627551020408163,12,0.24
"nocontrast",27,"adjective","competitor",182,0.676579925650558,44,0.88
"nocontrast",27,"adjective","distractor",3,0.0111524163568773,0,0
"nocontrast",27,"adjective","contrast",29,0.107806691449814,1,0.02
"nocontrast",27,"adjective","target",55,0.204460966542751,5,0.1
"nocontrast",27,"noun","competitor",9,0.3,10,0.2
"nocontrast",27,"noun","distractor",3,0.1,0,0
"nocontrast",27,"noun","contrast",3,0.1,0,0
"nocontrast",27,"noun","target",15,0.5,40,0.8
"nocontrast",27,"prior","competitor",124,0.410596026490066,21,0.42
"nocontrast",27,"prior","distractor",74,0.245033112582781,10,0.2
"nocontrast",27,"prior","contrast",61,0.201986754966887,9,0.18
"nocontrast",27,"prior","target",43,0.142384105960265,10,0.2
"nocontrast",28,"adjective","competitor",92,0.334545454545455,14,0.28
"nocontrast",28,"adjective","distractor",1,0.00363636363636364,2,0.04
"nocontrast",28,"adjective","contrast",29,0.105454545454545,4,0.08
"nocontrast",28,"adjective","target",153,0.556363636363636,30,0.6
"nocontrast",28,"noun","competitor",2,0.117647058823529,1,0.02
"nocontrast",28,"noun","distractor",0,0,0,0
"nocontrast",28,"noun","contrast",1,0.0588235294117647,1,0.02
"nocontrast",28,"noun","target",14,0.823529411764706,48,0.96
"nocontrast",28,"prior","competitor",84,0.383561643835616,9,0.18
"nocontrast",28,"prior","distractor",50,0.228310502283105,17,0.34
"nocontrast",28,"prior","contrast",51,0.232876712328767,20,0.4
"nocontrast",28,"prior","target",34,0.155251141552511,4,0.08
"nocontrast",29,"adjective","competitor",70,0.330188679245283,31,0.62
"nocontrast",29,"adjective","distractor",0,0,1,0.02
"nocontrast",29,"adjective","contrast",4,0.0188679245283019,3,0.06
"nocontrast",29,"adjective","target",138,0.650943396226415,15,0.3
"nocontrast",29,"noun","competitor",0,0,23,0.46
"nocontrast",29,"noun","distractor",0,0,0,0
"nocontrast",29,"noun","contrast",0,0,0,0
"nocontrast",29,"noun","target",66,1,27,0.54
"nocontrast",29,"prior","competitor",97,0.361940298507463,10,0.2
"nocontrast",29,"prior","distractor",62,0.23134328358209,16,0.32
"nocontrast",29,"prior","contrast",82,0.305970149253731,10,0.2
"nocontrast",29,"prior","target",27,0.100746268656716,14,0.28
"nocontrast",30,"adjective","competitor",139,0.52059925093633,33,0.66
"nocontrast",30,"adjective","distractor",24,0.0898876404494382,2,0.04
"nocontrast",30,"adjective","contrast",1,0.00374531835205993,2,0.04
"nocontrast",30,"adjective","target",103,0.385767790262172,13,0.26
"nocontrast",30,"noun","competitor",0,0,26,0.52
"nocontrast",30,"noun","distractor",0,0,0,0
"nocontrast",30,"noun","contrast",0,0,0,0
"nocontrast",30,"noun","target",0,0,24,0.48
"nocontrast",30,"prior","competitor",65,0.311004784688995,11,0.22
"nocontrast",30,"prior","distractor",45,0.215311004784689,16,0.32
"nocontrast",30,"prior","contrast",63,0.301435406698565,14,0.28
"nocontrast",30,"prior","target",36,0.172248803827751,9,0.18
"nocontrast",31,"adjective","competitor",129,0.533057851239669,40,0.8
"nocontrast",31,"adjective","distractor",2,0.00826446280991736,1,0.02
"nocontrast",31,"adjective","contrast",0,0,0,0
"nocontrast",31,"adjective","target",111,0.458677685950413,9,0.18
"nocontrast",31,"noun","competitor",21,0.583333333333333,29,0.58
"nocontrast",31,"noun","distractor",0,0,1,0.02
"nocontrast",31,"noun","contrast",0,0,0,0
"nocontrast",31,"noun","target",15,0.416666666666667,20,0.4
"nocontrast",31,"prior","competitor",77,0.282051282051282,7,0.14
"nocontrast",31,"prior","distractor",75,0.274725274725275,19,0.38
"nocontrast",31,"prior","contrast",65,0.238095238095238,16,0.32
"nocontrast",31,"prior","target",56,0.205128205128205,8,0.16
"nocontrast",32,"adjective","competitor",84,0.270096463022508,5,0.1
"nocontrast",32,"adjective","distractor",15,0.0482315112540193,3,0.06
"nocontrast",32,"adjective","contrast",21,0.067524115755627,2,0.04
"nocontrast",32,"adjective","target",191,0.614147909967846,40,0.8
"nocontrast",32,"noun","competitor",0,0,1,0.02
"nocontrast",32,"noun","distractor",0,0,0,0
"nocontrast",32,"noun","contrast",0,0,0,0
"nocontrast",32,"noun","target",0,0,49,0.98
"nocontrast",32,"prior","competitor",57,0.248908296943231,9,0.18
"nocontrast",32,"prior","distractor",63,0.275109170305677,15,0.3
"nocontrast",32,"prior","contrast",72,0.314410480349345,15,0.3
"nocontrast",32,"prior","target",37,0.161572052401747,11,0.22
"nocontrast",33,"adjective","competitor",66,0.392857142857143,38,0.76
"nocontrast",33,"adjective","distractor",0,0,2,0.04
"nocontrast",33,"adjective","contrast",17,0.101190476190476,1,0.02
"nocontrast",33,"adjective","target",85,0.505952380952381,9,0.18
"nocontrast",33,"noun","competitor",3,0.0508474576271186,6,0.12
"nocontrast",33,"noun","distractor",0,0,0,0
"nocontrast",33,"noun","contrast",6,0.101694915254237,0,0
"nocontrast",33,"noun","target",50,0.847457627118644,44,0.88
"nocontrast",33,"prior","competitor",88,0.352,16,0.32
"nocontrast",33,"prior","distractor",10,0.04,9,0.18
"nocontrast",33,"prior","contrast",104,0.416,12,0.24
"nocontrast",33,"prior","target",48,0.192,13,0.26
"nocontrast",34,"adjective","competitor",42,0.167330677290837,31,0.62
"nocontrast",34,"adjective","distractor",49,0.195219123505976,1,0.02
"nocontrast",34,"adjective","contrast",43,0.171314741035857,10,0.2
"nocontrast",34,"adjective","target",117,0.466135458167331,8,0.16
"nocontrast",34,"noun","competitor",0,0,2,0.04
"nocontrast",34,"noun","distractor",0,0,0,0
"nocontrast",34,"noun","contrast",0,0,1,0.02
"nocontrast",34,"noun","target",0,0,47,0.94
"nocontrast",34,"prior","competitor",18,0.0845070422535211,14,0.28
"nocontrast",34,"prior","distractor",62,0.291079812206573,8,0.16
"nocontrast",34,"prior","contrast",49,0.230046948356808,10,0.2
"nocontrast",34,"prior","target",84,0.394366197183099,18,0.36
"nocontrast",35,"adjective","competitor",8,0.0323886639676113,18,0.36
"nocontrast",35,"adjective","distractor",111,0.449392712550607,3,0.06
"nocontrast",35,"adjective","contrast",31,0.125506072874494,3,0.06
"nocontrast",35,"adjective","target",97,0.392712550607287,26,0.52
"nocontrast",35,"noun","competitor",0,0,0,0
"nocontrast",35,"noun","distractor",0,0,2,0.04
"nocontrast",35,"noun","contrast",0,0,0,0
"nocontrast",35,"noun","target",0,0,48,0.96
"nocontrast",35,"prior","competitor",68,0.28936170212766,15,0.3
"nocontrast",35,"prior","distractor",108,0.459574468085106,9,0.18
"nocontrast",35,"prior","contrast",46,0.195744680851064,8,0.16
"nocontrast",35,"prior","target",13,0.0553191489361702,18,0.36
"nocontrast",36,"adjective","competitor",117,0.438202247191011,45,0.9
"nocontrast",36,"adjective","distractor",60,0.224719101123595,1,0.02
"nocontrast",36,"adjective","contrast",29,0.108614232209738,1,0.02
"nocontrast",36,"adjective","target",61,0.228464419475655,3,0.06
"nocontrast",36,"noun","competitor",0,0,3,0.06
"nocontrast",36,"noun","distractor",0,0,0,0
"nocontrast",36,"noun","contrast",0,0,0,0
"nocontrast",36,"noun","target",0,0,47,0.94
"nocontrast",36,"prior","competitor",59,0.331460674157303,17,0.34
"nocontrast",36,"prior","distractor",18,0.101123595505618,13,0.26
"nocontrast",36,"prior","contrast",65,0.365168539325843,14,0.28
"nocontrast",36,"prior","target",36,0.202247191011236,6,0.12
"nocontrast",37,"adjective","competitor",78,0.308300395256917,30,0.6
"nocontrast",37,"adjective","distractor",31,0.122529644268775,1,0.02
"nocontrast",37,"adjective","contrast",46,0.181818181818182,0,0
"nocontrast",37,"adjective","target",98,0.387351778656126,19,0.38
"nocontrast",37,"noun","competitor",2,0.222222222222222,5,0.1
"nocontrast",37,"noun","distractor",1,0.111111111111111,0,0
"nocontrast",37,"noun","contrast",2,0.222222222222222,0,0
"nocontrast",37,"noun","target",4,0.444444444444444,45,0.9
"nocontrast",37,"prior","competitor",73,0.299180327868852,21,0.42
"nocontrast",37,"prior","distractor",92,0.377049180327869,7,0.14
"nocontrast",37,"prior","contrast",48,0.19672131147541,7,0.14
"nocontrast",37,"prior","target",31,0.127049180327869,15,0.3
"nocontrast",38,"adjective","competitor",114,0.478991596638655,33,0.66
"nocontrast",38,"adjective","distractor",34,0.142857142857143,1,0.02
"nocontrast",38,"adjective","contrast",28,0.117647058823529,1,0.02
"nocontrast",38,"adjective","target",62,0.260504201680672,15,0.3
"nocontrast",38,"noun","competitor",0,0,4,0.08
"nocontrast",38,"noun","distractor",0,0,0,0
"nocontrast",38,"noun","contrast",0,0,1,0.02
"nocontrast",38,"noun","target",0,0,45,0.9
"nocontrast",38,"prior","competitor",95,0.431818181818182,10,0.2
"nocontrast",38,"prior","distractor",62,0.281818181818182,12,0.24
"nocontrast",38,"prior","contrast",55,0.25,17,0.34
"nocontrast",38,"prior","target",8,0.0363636363636364,11,0.22
"nocontrast",39,"adjective","competitor",57,0.268867924528302,30,0.6
"nocontrast",39,"adjective","distractor",0,0,2,0.04
"nocontrast",39,"adjective","contrast",0,0,0,0
"nocontrast",39,"adjective","target",155,0.731132075471698,18,0.36
"nocontrast",39,"noun","competitor",23,0.418181818181818,19,0.38
"nocontrast",39,"noun","distractor",0,0,0,0
"nocontrast",39,"noun","contrast",0,0,0,0
"nocontrast",39,"noun","target",32,0.581818181818182,31,0.62
"nocontrast",39,"prior","competitor",42,0.181034482758621,11,0.22
"nocontrast",39,"prior","distractor",8,0.0344827586206897,18,0.36
"nocontrast",39,"prior","contrast",101,0.435344827586207,14,0.28
"nocontrast",39,"prior","target",81,0.349137931034483,7,0.14
"nocontrast",40,"adjective","competitor",96,0.432432432432432,25,0.5
"nocontrast",40,"adjective","distractor",3,0.0135135135135135,1,0.02
"nocontrast",40,"adjective","contrast",9,0.0405405405405405,3,0.06
"nocontrast",40,"adjective","target",114,0.513513513513513,21,0.42
"nocontrast",40,"noun","competitor",0,0,21,0.42
"nocontrast",40,"noun","distractor",0,0,0,0
"nocontrast",40,"noun","contrast",0,0,0,0
"nocontrast",40,"noun","target",0,0,29,0.58
"nocontrast",40,"prior","competitor",51,0.218884120171674,11,0.22
"nocontrast",40,"prior","distractor",64,0.274678111587983,14,0.28
"nocontrast",40,"prior","contrast",49,0.210300429184549,16,0.32
"nocontrast",40,"prior","target",69,0.296137339055794,9,0.18
