WorkerId,Answer.wrongAdj,Answer.wrongShape,Input.List,SceneID,Answer.choicePrior,Answer.choiceAdj,Answer.choiceWhole,Turn,sceneConfigs,timePrior,timeAdj,timeWhole,Condition,TargetNoun,TargetAdjective,TargetColor,AdjectiveType
z553g2hwcqq9,No,No,TmoreC1,46,Distractor,Competitor,Target,96,BACD,1408,2372,1465,NoContrast,rectangle,green,green,Col
z553g2hwcqq9,No,No,TmoreC1,47,Contrast,Target,Target,87,DCBA,2182,1448,1272,Contrast,square,blue,blue,Col
z553g2hwcqq9,No,No,TmoreC1,48,Contrast,Competitor,Target,30,CBDA,2043,1622,1411,NoContrast,circle,yellow,yellow,Col
z553g2hwcqq9,No,No,TmoreC1,49,Distractor,Competitor,Target,75,CDAB,1661,1451,1453,Contrast,line,red,red,Col
z553g2hwcqq9,No,No,TmoreC1,50,Target,Target,Target,31,CDBA,1701,1329,2255,NoContrast,triangle,green,green,Col
z553g2hwcqq9,No,No,TmoreC1,51,Contrast,Target,Target,72,DCBA,1831,1381,1310,Contrast,oval,yellow,yellow,Col
z553g2hwcqq9,No,No,TmoreC1,52,Contrast,Target,Competitor,16,BDCA,2511,1423,1606,NoContrast,rectangle,yellow,yellow,Col
z553g2hwcqq9,No,No,TmoreC1,53,Distractor,Target,Target,90,ADBC,1556,1683,1538,Contrast,square,green,green,Col
z553g2hwcqq9,No,No,TmoreC1,54,Contrast,Competitor,Target,99,CABD,1345,2196,1428,NoContrast,circle,red,red,Col
z553g2hwcqq9,No,No,TmoreC1,55,Target,Target,Target,42,ACBD,64960,3184,1368,Contrast,line,red,red,Col
z553g2hwcqq9,No,No,TmoreC1,56,Distractor,Target,Target,13,BDCA,1491,1361,1028,NoContrast,triangle,blue,blue,Col
z553g2hwcqq9,No,No,TmoreC1,57,Distractor,Competitor,Target,56,DBAC,1755,1761,1462,Contrast,square,yellow,yellow,Col
z553g2hwcqq9,No,No,TmoreC1,58,Distractor,Target,Target,109,ACDB,1375,1592,1362,NoContrast,circle,blue,blue,Col
z553g2hwcqq9,No,No,TmoreC1,59,Target,Target,Target,7,BDAC,1384,1118,1204,Contrast,line,yellow,yellow,Col
z553g2hwcqq9,No,No,TmoreC1,60,Target,Target,Target,43,DCBA,2298,3958,1410,NoContrast,triangle,red,red,Col
z553g2hwcqq9,No,No,TmoreC1,61,Competitor,{},Target,106,BADC,1200,NA,1913,F1_NmNcNc,square,none,green,none
z553g2hwcqq9,No,No,TmoreC1,62,Distractor,{},Distractor,69,CDAB,2291,NA,2647,F1_NmNcNc,arrow,none,blue,none
z553g2hwcqq9,No,No,TmoreC1,63,Contrast,{},Target,77,DBCA,1654,NA,1758,F1_NmNcNc,star,none,yellow,none
z553g2hwcqq9,No,No,TmoreC1,64,Target,{},Target,50,BDAC,1401,NA,2662,F1_NmNcNc,spiral,none,red,none
z553g2hwcqq9,No,No,TmoreC1,65,Competitor,{},Target,98,DABC,1380,NA,1423,F1_NmNcNc,cylinder,none,green,none
z553g2hwcqq9,No,No,TmoreC1,66,Target,{},Target,52,BADC,1485,NA,1147,F1_NmNcNc,heart,none,blue,none
z553g2hwcqq9,No,No,TmoreC1,67,Contrast,{},Target,3,ABDC,2119,NA,1478,F1_NmNcNc,triangle,none,yellow,none
z553g2hwcqq9,No,No,TmoreC1,68,Target,{},Target,115,ADCB,1379,NA,1675,F1_NmNcNc,circle,none,red,none
z553g2hwcqq9,No,No,TmoreC1,69,Target,{},Target,89,BDAC,1327,NA,1806,F1_NmNcNc,cloud,none,red,none
z553g2hwcqq9,No,No,TmoreC1,70,Target,{},Target,73,DACB,1408,NA,1568,F1_NmNcNc,cube,none,green,none
z553g2hwcqq9,No,No,TmoreC1,71,Target,Target,Target,19,ADCB,2150,1158,1189,F2_TisD,square,red,red,Col
z553g2hwcqq9,No,No,TmoreC1,72,Contrast,Target,Target,107,DCAB,1983,1330,1445,F2_TisD,triangle,green,green,Col
z553g2hwcqq9,No,No,TmoreC1,73,Target,Target,Target,108,DBAC,1350,1333,1079,F2_TisD,line,blue,blue,Col
z553g2hwcqq9,No,No,TmoreC1,74,Contrast,Target,Target,67,DCAB,2576,1561,1357,F2_TisD,circle,yellow,yellow,Col
z553g2hwcqq9,No,No,TmoreC1,75,Distractor,Target,Target,74,ACDB,1441,1301,1074,F2_TisD,oval,red,red,Col
z553g2hwcqq9,No,No,TmoreC1,76,Target,Target,Target,32,ADCB,9053,2311,1080,F2_TisD,square,green,green,Col
