 trial,counterbalance,trialType,trialID,cond,target_pic,target_contrast_good,target_contrast_bad,big_filler,small_filler,target_rotation,modifier,production_list
268,l2,filler,filler148,semantic_control,garlic_small.jpg,tank_big.jpg,garlic_big.jpg,cassette_black.jpg,cassette_white.jpg,R1,small,normal
269,l2,filler,filler149,semantic_control,greenbean_big.jpg,pepperoni_small.jpg,greenbean_small.jpg,opener_metal.jpg,opener_wood.jpg,R1,big,normal
270,l2,filler,filler150,semantic_control,tank_small.jpg,kimono_big.jpg,tank_big.jpg,string_jute.jpg,string_white.jpg,R1,small,normal
271,l2,filler,filler151,semantic_control,bananas_big.jpg,nailpolish_small.jpg,bananas_small.jpg,filingcabinet_black.jpg,filingcabinet_gray.jpg,R1,big,normal
272,l2,filler,filler152,semantic_control,wagon_small.jpg,turnip_big.jpg,wagon_big.jpg,tricycle_plastic.jpg,tricycle_red.jpg,R1,small,normal
273,l2,filler,filler153,semantic_control,cinnamonroll_big.jpg,corndog_small.jpg,cinnamonroll_small.jpg,chips_stacked.jpg,chips_strewn.jpg,R1,big,normal
274,l2,filler,filler154,semantic_control,chocolatebar_small.jpg,scooter_big.jpg,chocolatebar_big.jpg,phone_antique.jpg,phone_modern.jpg,R1,small,normal
275,l2,filler,filler155,semantic_control,lollipops_big.jpg,pitchfork_small.jpg,lollipops_small.jpg,pen_green.jpg,pen_black.jpg,R1,big,normal
276,l2,filler,filler156,semantic_control,burrito_small.jpg,seesaw_big.jpg,burrito_big.jpg,notebook_open.jpg,notebook_closed.jpg,R1,small,normal
277,l2,filler,filler157,semantic_control,bowtie_big.jpg,pomegranate_small.jpg,bowtie_small.jpg,kettle_silver.jpg,kettle_gold.jpg,R1,big,normal
278,l2,filler,filler158,semantic_control,blueberries_small.jpg,robe_big.jpg,blueberries_big.jpg,orangejuice_stemglass.jpg,orangejuice_tallglass.jpg,R1,small,normal
279,l2,filler,filler159,semantic_control,sock_big.jpg,redbean_small.jpg,sock_small.jpg,garlicpress_blue.jpg,garlicpress_red.jpg,R1,big,normal
280,l2,filler,filler160,semantic_control,glove_small.jpg,handcuffs_big.jpg,glove_big.jpg,pot_brass.jpg,pot_ceramic.jpg,R1,small,normal
281,l2,filler,filler161,semantic_control,window_big.jpg,saddle_small.jpg,window_small.jpg,chips_single.jpg,chips_multiple.jpg,R1,big,normal
282,l2,filler,filler162,semantic_control,waffle_small.jpg,exerciseball_big.jpg,waffle_big.jpg,pretzel_knot.jpg,pretzel_sticks.jpg,R1,small,normal
283,l2,filler,filler163,semantic_control,table_big.jpg,jumprope_small.jpg,table_small.jpg,womansshoe_pair.jpg,womansshoe_single.jpg,R1,big,normal
284,l2,filler,filler164,semantic_control,sunflower_small.jpg,tweezers_big.jpg,sunflower_big.jpg,pumpkin_real.jpg,pumpkin_cookie.jpg,R1,small,normal
285,l2,filler,filler165,semantic_control,swan_big.jpg,skirt_small.jpg,swan_small.jpg,noisemaker_purple.jpg,noisemaker_green.jpg,R1,big,normal
286,l2,filler,filler166,semantic_control,stingray_small.jpg,castanets_big.jpg,stingray_big.jpg,flower_lily.jpg,flower_dahlia.jpg,R1,small,normal
287,l2,filler,filler167,semantic_control,asparagus_big.jpg,thimble_small.jpg,asparagus_small.jpg,dress_roses.jpg,dress_flowers.jpg,R1,big,normal
288,l2,filler,filler168,semantic_control,sheep_small.jpg,payphone_big.jpg,sheep_big.jpg,clock_cuckoo.jpg,clock_grandfather.jpg,R1,small,normal
289,l2,filler,filler169,semantic_control,telescope_big.jpg,thermos_small.jpg,telescope_small.jpg,feather_gold.jpg,feather_blue.jpg,R1,big,normal
290,l2,filler,filler170,semantic_control,raspberry_small.jpg,measuringtape_big.jpg,raspberry_big.jpg,wallsconce_speckled.jpg,wallsconce_tassles.jpg,R1,small,normal
291,l2,filler,filler171,semantic_control,pig_big.jpg,toytrain_small.jpg,pig_small.jpg,vacuum_handheld.jpg,vacuum_standing.jpg,R1,big,normal
292,l2,filler,filler172,semantic_control,peanut_small.jpg,birdcage_big.jpg,peanut_big.jpg,typewriter_old.jpg,typewriter_modern.jpg,R1,small,normal
293,l2,filler,filler173,semantic_control,partyhat_big.jpg,kooshball_small.jpg,partyhat_small.jpg,sleepingbag_plaid.jpg,sleepingbag_blue.jpg,R1,big,normal
294,l2,filler,filler174,semantic_control,parrot_small.jpg,babybottle_big.jpg,parrot_big.jpg,skateboard_stripes.jpg,skateboard_checkers.jpg,R1,small,normal
295,l2,filler,filler175,semantic_control,pants_big.jpg,parsley_small.jpg,pants_small.jpg,robot_blue.jpg,robot_purple.jpg,R1,big,normal
296,l2,filler,filler176,semantic_control,package_small.jpg,bloodymary_big.jpg,package_big.jpg,pasta_ravioli.jpg,pasta_spaghetti.jpg,R1,small,normal
297,l2,filler,filler177,semantic_control,ovenmit_big.jpg,rockclimbingshoe_small.jpg,ovenmit_small.jpg,leatherman_purple.jpg,leatherman_yellow.jpg,R1,big,normal
298,l2,filler,filler178,semantic_control,nutcracker_small.jpg,wrench_big.jpg,nutcracker_big.jpg,iceskates_figure.jpg,iceskates_hockey.jpg,R1,small,normal
299,l2,filler,filler179,semantic_control,musicsheet_big.jpg,screw_small.jpg,musicsheet_small.jpg,birdhouse_onstand.jpg,birdhouse_plain.jpg,R1,big,normal
300,l2,filler,filler180,semantic_control,couch_small.jpg,cheeseplate_big.jpg,couch_big.jpg,glasses_tortoise.jpg,glasses_blue.jpg,R1,small,normal
