,trialType,cond,utterance_type,instruction,target,contrastGood,contrastBad,big_filler,small_Filler
262,filler,semantic_control,unmodified,Click on the origami,origami_big.jpg,meat_small.jpg,origami_small.jpg,register_new.jpg,register_old.jpg
263,filler,semantic_control,unmodified,Click on the motorcycle,motorcycle_small.jpg,fortunecookie_big.jpg,motorcycle_big.jpg,seal_red.jpg,seal_green.jpg
264,filler,semantic_control,unmodified,Click on the train,train_big.jpg,thermometer_small.jpg,train_small.jpg,babywalker_blue.jpg,babywalker_yellow.jpg
265,filler,semantic_control,unmodified,Click on the bowlingball,bowlingball_small.jpg,helicopter_big.jpg,bowlingball_big.jpg,neckpillow_pink.jpg,neckpillow_purple.jpg
266,filler,semantic_control,unmodified,Click on the gumballmachine,gumballmachine_big.jpg,paintroller_small.jpg,gumballmachine_small.jpg,duster_pink.jpg,duster_turquoise.jpg
267,filler,semantic_control,unmodified,Click on the garlic,garlic_small.jpg,tank_big.jpg,garlic_big.jpg,cassette_black.jpg,cassette_white.jpg
268,filler,semantic_control,unmodified,Click on the greenbean,greenbean_big.jpg,pepperoni_small.jpg,greenbean_small.jpg,opener_metal.jpg,opener_wood.jpg
269,filler,semantic_control,unmodified,Click on the tank,tank_small.jpg,kimono_big.jpg,tank_big.jpg,string_jute.jpg,string_white.jpg
270,filler,semantic_control,unmodified,Click on the bananas,bananas_big.jpg,nailpolish_small.jpg,bananas_small.jpg,filingcabinet_black.jpg,filingcabinet_gray.jpg
271,filler,semantic_control,unmodified,Click on the wagon,wagon_small.jpg,turnip_big.jpg,wagon_big.jpg,tricycle_plastic.jpg,tricycle_red.jpg
272,filler,semantic_control,unmodified,Click on the cinnamonroll,cinnamonroll_big.jpg,corndog_small.jpg,cinnamonroll_small.jpg,chips_stacked.jpg,chips_strewn.jpg
273,filler,semantic_control,unmodified,Click on the chocolatebar,chocolatebar_small.jpg,scooter_big.jpg,chocolatebar_big.jpg,phone_antique.jpg,phone_modern.jpg
274,filler,semantic_control,unmodified,Click on the lollipops,lollipops_big.jpg,pitchfork_small.jpg,lollipops_small.jpg,pen_green.jpg,pen_black.jpg
275,filler,semantic_control,unmodified,Click on the burrito,burrito_small.jpg,seesaw_big.jpg,burrito_big.jpg,notebook_open.jpg,notebook_closed.jpg
276,filler,semantic_control,unmodified,Click on the bowtie,bowtie_big.jpg,pomegranate_small.jpg,bowtie_small.jpg,kettle_silver.jpg,kettle_gold.jpg
277,filler,semantic_control,unmodified,Click on the blueberries,blueberries_small.jpg,robe_big.jpg,blueberries_big.jpg,orangejuice_stemglass.jpg,orangejuice_tallglass.jpg
278,filler,semantic_control,unmodified,Click on the sock,sock_big.jpg,redbean_small.jpg,sock_small.jpg,garlicpress_blue.jpg,garlicpress_red.jpg
279,filler,semantic_control,unmodified,Click on the glove,glove_small.jpg,handcuffs_big.jpg,glove_big.jpg,pot_brass.jpg,pot_ceramic.jpg
280,filler,semantic_control,unmodified,Click on the window,window_big.jpg,saddle_small.jpg,window_small.jpg,chips_single.jpg,chips_multiple.jpg
281,filler,semantic_control,unmodified,Click on the waffle,waffle_small.jpg,exerciseball_big.jpg,waffle_big.jpg,pretzel_knot.jpg,pretzel_sticks.jpg
282,filler,semantic_control,unmodified,Click on the table,table_big.jpg,jumprope_small.jpg,table_small.jpg,womansshoe_pair.jpg,womansshoe_single.jpg
283,filler,semantic_control,unmodified,Click on the sunflower,sunflower_small.jpg,tweezers_big.jpg,sunflower_big.jpg,pumpkin_real.jpg,pumpkin_cookie.jpg
284,filler,semantic_control,unmodified,Click on the swan,swan_big.jpg,skirt_small.jpg,swan_small.jpg,noisemaker_purple.jpg,noisemaker_green.jpg
285,filler,semantic_control,unmodified,Click on the stingray,stingray_small.jpg,castanets_big.jpg,stingray_big.jpg,flower_lily.jpg,flower_dahlia.jpg
286,filler,semantic_control,unmodified,Click on the asparagus,asparagus_big.jpg,thimble_small.jpg,asparagus_small.jpg,dress_roses.jpg,dress_flowers.jpg
287,filler,semantic_control,unmodified,Click on the sheep,sheep_small.jpg,payphone_big.jpg,sheep_big.jpg,clock_cuckoo.jpg,clock_grandfather.jpg
288,filler,semantic_control,unmodified,Click on the telescope,telescope_big.jpg,thermos_small.jpg,telescope_small.jpg,feather_gold.jpg,feather_blue.jpg
289,filler,semantic_control,unmodified,Click on the raspberry,raspberry_small.jpg,measuringtape_big.jpg,raspberry_big.jpg,wallsconce_speckled.jpg,wallsconce_tassles.jpg
290,filler,semantic_control,unmodified,Click on the pig,pig_big.jpg,toytrain_small.jpg,pig_small.jpg,vacuum_handheld.jpg,vacuum_standing.jpg
291,filler,semantic_control,unmodified,Click on the peanut,peanut_small.jpg,birdcage_big.jpg,peanut_big.jpg,typewriter_old.jpg,typewriter_modern.jpg
292,filler,semantic_control,unmodified,Click on the partyhat,partyhat_big.jpg,kooshball_small.jpg,partyhat_small.jpg,sleepingbag_plaid.jpg,sleepingbag_blue.jpg
293,filler,semantic_control,unmodified,Click on the parrot,parrot_small.jpg,babybottle_big.jpg,parrot_big.jpg,skateboard_stripes.jpg,skateboard_checkers.jpg
294,filler,semantic_control,unmodified,Click on the pants,pants_big.jpg,parsley_small.jpg,pants_small.jpg,robot_blue.jpg,robot_purple.jpg
295,filler,semantic_control,unmodified,Click on the package,package_small.jpg,bloodymary_big.jpg,package_big.jpg,pasta_ravioli.jpg,pasta_spaghetti.jpg
296,filler,semantic_control,unmodified,Click on the ovenmit,ovenmit_big.jpg,rockclimbingshoe_small.jpg,ovenmit_small.jpg,leatherman_purple.jpg,leatherman_yellow.jpg
297,filler,semantic_control,unmodified,Click on the nutcracker,nutcracker_small.jpg,wrench_big.jpg,nutcracker_big.jpg,iceskates_figure.jpg,iceskates_hockey.jpg
298,filler,semantic_control,unmodified,Click on the musicsheet,musicsheet_big.jpg,screw_small.jpg,musicsheet_small.jpg,birdhouse_onstand.jpg,birdhouse_plain.jpg
299,filler,semantic_control,unmodified,Click on the couch,couch_small.jpg,cheeseplate_big.jpg,couch_big.jpg,glasses_tortoise.jpg,glasses_blue.jpg
